time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	x_0AW 	
s 	m 	m 	° 	m/s 	mm 	mm/m 	° 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	mm 	
91.8250	34.9963	0.0001	0.0000	0.0000	-1.0723	-0.0424	0.0631	-0.9879	-1.1568	1.8396	2.4040	0.5742	-14.0552	-2.5631	0.8155	8.1481	14.9517
91.8500	34.9963	0.0001	0.0000	0.0000	-0.9725	-0.1799	0.0635	-0.6144	-1.3306	3.6876	1.2252	-0.3084	-14.6235	-4.3789	0.1154	7.4791	16.9988
91.8750	34.9963	0.0001	0.0000	0.0000	-0.9374	-0.4378	0.0637	-0.0661	-1.8087	4.5081	0.2638	0.3728	-11.8443	-4.4663	-0.9274	7.5875	18.2485
91.9000	34.9963	0.0001	0.0000	0.0000	-0.8387	-0.5771	0.0478	0.3098	-1.9872	5.1360	1.5472	0.5154	-12.4214	-5.6899	-1.4464	6.9889	18.7382
91.9250	34.9963	0.0001	0.0000	0.0000	-0.8090	-0.6847	0.0472	0.5536	-2.1717	5.1217	0.3233	-1.8730	-11.6489	-6.3696	-2.9641	5.3209	19.7874
91.9500	34.9963	0.0001	0.0000	0.0000	-0.6674	-0.8202	0.0417	0.9648	-2.2995	3.9052	1.5880	0.4994	-12.3060	-8.3992	-3.2138	4.9014	20.4588
91.9750	34.9963	0.0001	0.0000	0.0000	-0.6177	-1.0132	0.0363	1.3986	-2.6340	3.0240	-1.1255	-1.0547	-9.5267	-8.5935	-5.8870	4.5999	21.4707
92.0000	34.9963	0.0001	0.0000	0.0000	-0.4531	-1.1256	0.0473	1.7869	-2.6930	2.4069	1.3540	0.2685	-9.2159	-9.6810	-6.4010	3.8129	21.7179
92.0250	34.9963	0.0001	0.0000	0.0000	-0.2847	-1.2394	0.0301	2.1818	-2.7512	2.1536	-0.0989	-2.0929	-6.6409	-10.5210	-7.6691	3.4878	22.7018
92.0500	34.9963	0.0001	0.0000	0.0000	-0.2548	-1.3870	0.0380	2.5053	-3.0150	3.8232	0.5465	0.3428	-6.5610	-10.3073	-8.3203	2.7621	22.5899
92.0750	34.9963	0.0001	0.0000	0.0000	-0.0963	-1.4095	0.0263	2.7087	-2.9013	5.5463	-0.7039	-1.2287	-4.9627	-10.3559	-8.8245	1.5228	22.2448
92.1000	34.9963	0.0001	0.0000	0.0000	0.0132	-1.4967	0.0246	2.9917	-2.9653	5.0290	1.3944	-0.5628	-5.0338	-10.7880	-9.8282	1.4804	21.4101
92.1250	34.9963	0.0001	0.0000	0.0000	0.1411	-1.6216	0.0210	3.3681	-3.0860	4.9255	1.7906	-0.3685	-2.8316	-11.2687	-10.4304	-0.1641	20.8226
92.1500	34.9963	0.0001	0.0000	0.0000	0.2255	-1.6936	0.0222	3.5957	-3.1447	3.7875	-0.1404	0.4236	-3.0536	-11.4774	-10.6605	0.2222	20.1184
92.1750	34.9963	0.0001	0.0000	0.0000	0.3441	-1.6748	0.0051	3.6769	-2.9888	2.3427	-1.8807	-1.3503	-2.6896	-11.0114	-11.2235	-0.5128	19.2325
92.2000	34.9963	0.0001	0.0000	0.0000	0.5260	-1.7974	-0.0126	4.1028	-3.0509	1.7718	0.2643	-0.4699	-1.3577	-10.8123	-12.0852	-1.3281	18.6402
92.2250	34.9963	0.0001	0.0000	0.0000	0.6189	-1.8107	0.0063	4.2221	-2.9843	1.7147	-0.4100	-2.4281	-0.4875	-11.3513	-11.4585	-2.3318	17.8102
92.2500	34.9963	0.0001	0.0000	0.0000	0.7928	-1.7656	-0.0177	4.3064	-2.7208	1.6577	-1.4594	-1.1031	3.4194	-10.8415	-11.8600	-4.3345	16.4952
92.2750	34.9963	0.0001	0.0000	0.0000	0.8969	-1.7452	-0.0173	4.3699	-2.5761	2.2320	-1.4635	-1.3883	3.6237	-9.4139	-11.5565	-4.8104	14.4808
92.3000	34.9963	0.0001	0.0000	0.0000	0.9250	-1.8099	-0.0201	4.5267	-2.6767	2.8849	0.6579	-0.1937	2.8334	-9.2586	-10.1122	-5.7812	13.4456
92.3250	34.9963	0.0001	0.0000	0.0000	1.0322	-1.7155	-0.0309	4.4460	-2.3816	2.7030	-0.6192	-2.1849	3.4016	-8.0156	-10.3128	-6.7330	11.9953
92.3500	34.9963	0.0001	0.0000	0.0000	1.1809	-1.7048	-0.0421	4.5736	-2.2117	1.3010	0.1400	0.0539	3.6858	-6.6513	-9.0644	-7.1995	9.7011
92.3750	34.9963	0.0001	0.0000	0.0000	1.1556	-1.5628	-0.0371	4.2655	-1.9544	0.2164	-0.3773	0.6956	5.6304	-5.2238	-8.5308	-9.2917	8.0830
92.4000	34.9963	0.0001	0.0000	0.0000	1.3072	-1.5381	-0.0459	4.3681	-1.7537	-1.1678	-0.3485	0.2182	6.6426	-3.9129	-8.3252	-9.2494	5.9193
92.4250	34.9963	0.0001	0.0000	0.0000	1.2974	-1.3961	-0.0361	4.0757	-1.4808	-1.7493	-1.6618	-1.8931	7.9479	-3.4322	-7.1599	-10.8986	3.9935
92.4500	34.9963	0.0001	0.0000	0.0000	1.4319	-1.3467	-0.0431	4.1117	-1.2480	-1.8991	-1.3847	-1.3384	8.2143	-2.3251	-5.4464	-11.3416	1.9511
92.4750	34.9963	0.0001	0.0000	0.0000	1.4411	-1.2007	-0.0296	3.8304	-0.9483	-0.6719	-2.3877	-0.6141	9.0134	-0.8540	-5.6226	-10.6913	0.0299
92.5000	34.9963	0.0001	0.0000	0.0000	1.4522	-1.0516	-0.0568	3.5449	-0.6405	-0.2474	0.0292	0.9845	7.8147	-0.1014	-3.3851	-11.8552	-1.4670
92.5250	34.9963	0.0001	0.0000	0.0000	1.5808	-0.8917	-0.0433	3.3554	-0.1937	-0.1261	-1.2361	-1.7820	10.8249	0.7240	-2.0681	-11.8928	-3.3928
92.5500	34.9963	0.0001	0.0000	0.0000	1.5286	-0.7844	-0.0545	3.0896	-0.0323	-0.5542	0.6934	-0.0463	11.3931	1.8455	-2.5284	-11.1060	-5.4866
92.5750	34.9963	0.0001	0.0000	0.0000	1.5458	-0.6524	-0.0484	2.8441	0.2475	-2.2237	-2.4258	-0.6798	10.4786	2.1030	-1.1428	-10.7479	-7.1606
92.6000	34.9963	0.0001	0.0000	0.0000	1.5336	-0.4738	-0.0492	2.4764	0.5908	-3.1763	-1.4700	-0.7764	11.1801	3.0061	-0.0412	-11.1013	-8.6481
92.6250	34.9963	0.0001	0.0000	0.0000	1.4322	-0.3302	-0.0438	2.0893	0.7750	-3.9754	-1.4172	-1.9888	11.4819	4.0694	0.2575	-9.6451	-10.4807
92.6500	34.9963	0.0001	0.0000	0.0000	1.4209	-0.1354	-0.0347	1.6904	1.1513	-3.9611	0.1159	-0.4475	12.1745	5.5405	1.5940	-8.9524	-12.1548
92.6750	34.9963	0.0001	0.0000	0.0000	1.3505	0.0134	-0.0365	1.3238	1.3772	-3.8042	-2.1897	-0.9246	10.3454	5.4289	2.0053	-9.3247	-13.3205
92.7000	34.9963	0.0001	0.0000	0.0000	1.2478	0.1672	-0.0447	0.9151	1.5804	-3.2655	-0.3086	0.2295	8.8181	6.5650	2.6075	-8.3352	-15.0879
92.7250	34.9963	0.0001	0.0000	0.0000	1.1877	0.3566	-0.0190	0.4781	1.8973	-2.6483	0.6263	0.3653	11.2777	6.3174	3.5769	-6.7330	-16.2863
92.7500	34.9963	0.0001	0.0000	0.0000	1.1878	0.5392	-0.0388	0.1147	2.2609	-3.0086	-0.7332	-1.5667	8.0811	7.0408	4.4484	-5.6397	-17.8484
92.7750	34.9963	0.0001	0.0000	0.0000	0.9694	0.7023	-0.0478	-0.4282	2.3670	-3.0443	-0.0243	0.5663	10.7716	7.2495	4.1399	-4.5701	-19.0188
92.8000	34.9963	0.0001	0.0000	0.0000	0.7978	0.8467	-0.0227	-0.8872	2.4828	-3.9076	-0.5354	1.0174	9.1733	7.4729	5.1485	-4.0894	-19.7836
92.8250	34.9963	0.0001	0.0000	0.0000	0.8178	0.9791	-0.0234	-1.1306	2.7661	-5.1027	-0.1605	0.6287	8.4807	8.2546	4.9281	-2.0396	-20.8981
92.8500	34.9963	0.0001	0.0000	0.0000	0.6464	1.1693	-0.0119	-1.6805	2.9732	-4.4320	-0.5341	-1.0891	7.5661	8.2838	5.3933	-1.2291	-21.0892
92.8750	34.9963	0.0001	0.0000	0.0000	0.5941	1.2969	-0.0214	-1.9868	3.1749	-3.7185	-0.5793	-0.9370	9.4663	8.5460	5.7017	-0.1830	-21.9146
92.9000	34.9963	0.0001	0.0000	0.0000	0.3899	1.4372	-0.0120	-2.4701	3.2499	-3.4974	-0.4444	1.1072	5.4529	9.5705	5.8094	-0.1218	-21.9333
92.9250	34.9963	0.0001	0.0000	0.0000	0.2536	1.4147	-0.0003	-2.5617	3.0689	-2.9908	-1.7164	-0.6261	9.2088	9.5413	5.4030	0.7736	-22.3856
92.9500	34.9963	0.0001	0.0000	0.0000	0.1202	1.6075	-0.0066	-3.0787	3.3190	-2.6376	0.2812	0.2495	5.8524	9.5462	5.3541	2.4841	-22.5861
92.9750	34.9963	0.0001	0.0000	0.0000	-0.0285	1.6772	-0.0017	-3.3662	3.3091	-3.0585	-1.4833	-1.6045	7.7259	9.2015	6.8768	3.5255	-22.0265
93.0000	34.9963	0.0001	0.0000	0.0000	-0.0686	1.7742	0.0198	-3.5992	3.4620	-3.5723	-0.4258	0.5354	6.1632	9.8132	6.2060	3.9307	-22.4042
93.0250	34.9963	0.0001	0.0000	0.0000	-0.2138	1.8186	0.0117	-3.8328	3.4053	-4.2323	-0.9865	1.2747	4.8135	9.4831	6.7250	4.8449	-20.4830
93.0500	34.9963	0.0001	0.0000	0.0000	-0.4463	1.8620	0.0290	-4.1517	3.2591	-3.7649	-0.2048	0.7535	2.7357	10.1531	7.0187	5.8109	-19.2100
93.0750	34.9963	0.0001	0.0000	0.0000	-0.4723	1.8459	0.0275	-4.1456	3.2010	-2.8160	-1.0449	-1.0593	2.0875	9.9346	7.1069	6.3623	-18.5758
93.1000	34.9963	0.0001	0.0000	0.0000	-0.6628	1.8371	0.0393	-4.3187	2.9930	-1.5638	0.6668	0.7706	1.0131	8.8179	6.7642	6.5602	-17.4614
93.1250	34.9963	0.0001	0.0000	0.0000	-0.6460	1.8153	0.0426	-4.2584	2.9663	-1.1107	-1.4534	0.3642	0.9332	9.1577	6.9061	6.8948	-15.8200
93.1500	34.9963	0.0001	0.0000	0.0000	-0.8611	1.7810	0.0534	-4.4052	2.6830	-1.0750	0.8500	1.7383	-0.3366	9.3325	6.7543	8.1340	-13.3578
93.1750	34.9963	0.0001	0.0000	0.0000	-0.8654	1.7254	0.0476	-4.2989	2.5682	-1.4996	-0.6058	-0.1201	-1.2423	8.4829	6.6858	8.5440	-11.5579
93.2000	34.9963	0.0001	0.0000	0.0000	-0.9534	1.6353	0.0512	-4.2077	2.3008	-1.6387	1.1835	0.9715	-3.3200	7.6720	7.4643	9.1519	-8.5735
93.2250	34.9963	0.0001	0.0000	0.0000	-1.0960	1.5662	0.0365	-4.2127	2.0208	-1.3034	-0.4210	1.2145	-5.5488	7.4924	7.3026	9.1566	-7.1326
93.2500	34.9963	0.0001	0.0000	0.0000	-1.1363	1.3580	0.0540	-3.8386	1.5661	-1.1321	-0.6202	0.7370	-5.8240	5.4337	6.0689	9.1472	-4.5026
93.2750	34.9963	0.0001	0.0000	0.0000	-1.1514	1.3833	0.0632	-3.9043	1.6015	-0.3258	1.4598	1.5533	-6.4544	5.0501	6.7935	9.4253	-2.4789
93.3000	34.9963	0.0001	0.0000	0.0000	-1.1493	1.1506	0.0693	-3.4391	1.1405	0.6374	0.0953	-0.6367	-9.7576	5.0501	6.4018	10.0755	0.2537
93.3250	34.9963	0.0001	0.0000	0.0000	-1.2169	1.0388	0.0649	-3.2841	0.8503	1.5721	1.8979	1.2832	-9.4912	4.3364	4.9526	10.0237	2.5479
93.3500	34.9963	0.0001	0.0000	0.0000	-1.2480	0.8754	0.0436	-2.9900	0.4940	2.3070	-0.3593	0.9664	-10.1305	2.5884	5.3150	10.0519	4.5997
93.3750	34.9963	0.0001	0.0000	0.0000	-1.2111	0.6796	0.0842	-2.5635	0.1413	2.4390	1.9878	1.8214	-13.3892	2.4477	4.7764	9.5854	7.0898
93.4000	34.9963	0.0001	0.0000	0.0000	-1.1930	0.5135	0.0489	-2.2149	-0.1712	1.4472	0.8650	0.0388	-15.1474	0.4472	4.1595	9.1236	8.7498
93.4250	34.9963	0.0001	0.0000	0.0000	-1.1465	0.3822	0.0636	-1.9070	-0.3859	1.6934	2.4637	0.8017	-14.6412	0.0200	3.5084	8.6760	11.3472
93.4500	34.9963	0.0001	0.0000	0.0000	-1.1454	0.1592	0.0630	-1.4623	-0.8286	1.3830	-0.5376	0.2565	-13.4603	-1.8687	2.2893	9.0152	12.5083
93.4750	34.9963	0.0001	0.0000	0.0000	-1.0854	-0.0125	0.0618	-1.0604	-1.1103	2.5210	0.7814	0.5465	-12.6878	-2.6408	1.2121	8.2518	14.0098
93.5000	34.9963	0.0001	0.0000	0.0000	-0.9594	-0.2447	0.0487	-0.4724	-1.4464	3.1168	0.2672	-0.9728	-13.2383	-3.6652	1.0799	7.7994	15.8984
93.5250	34.9963	0.0001	0.0000	0.0000	-0.8803	-0.4078	0.0420	-0.0687	-1.6919	3.8909	0.7724	-1.6546	-14.8189	-5.1121	-0.6679	7.0126	17.2600
93.5500	34.9963	0.0001	0.0000	0.0000	-0.8391	-0.5577	0.0697	0.2706	-1.9489	4.2370	1.3797	0.7154	-14.2417	-5.9716	-1.3533	7.0738	18.5983
93.5750	34.9963	0.0001	0.0000	0.0000	-0.7075	-0.7182	0.0456	0.7217	-2.1367	4.3475	1.5629	1.6832	-12.6612	-6.2094	-1.5981	5.6178	19.9739
93.6000	34.9963	0.0001	0.0000	0.0000	-0.6220	-0.8868	0.0383	1.1428	-2.3867	3.7411	0.4179	-0.6555	-10.8142	-7.5398	-2.6606	5.6931	20.2863
93.6250	34.9963	0.0001	0.0000	0.0000	-0.5676	-0.9225	0.0443	1.2681	-2.4033	3.6447	0.6501	-1.6067	-10.5923	-8.3021	-4.0755	4.2700	21.4941
93.6500	34.9963	0.0001	0.0000	0.0000	-0.3917	-1.1998	0.0413	1.9958	-2.7792	3.2345	1.6624	0.6854	-11.4269	-8.2244	-5.5638	4.4821	21.9744
93.6750	34.9963	0.0001	0.0000	0.0000	-0.3473	-1.2852	0.0262	2.2103	-2.9048	3.7875	-0.6221	-0.4453	-8.4523	-9.9917	-6.3864	3.5538	22.4547
93.7000	34.9963	0.0001	0.0000	0.0000	-0.1942	-1.3383	0.0285	2.4689	-2.8573	4.7757	1.6790	0.5892	-7.8308	-10.1422	-7.5662	2.8893	22.3054
93.7250	34.9963	0.0001	0.0000	0.0000	-0.1404	-1.4719	0.0327	2.7886	-3.0694	5.4286	0.4888	-1.5973	-6.3745	-10.3802	-7.4243	1.4804	22.2728
93.7500	34.9963	0.0001	0.0000	0.0000	-0.0035	-1.6100	0.0057	3.2004	-3.2073	5.0682	1.2698	0.3821	-4.2523	-10.8754	-8.7266	2.1684	21.9697
93.7750	34.9963	0.0001	0.0000	0.0000	0.1587	-1.6645	0.0168	3.4712	-3.1537	4.0835	-0.6437	-0.6071	-5.1225	-12.2155	-9.2015	1.1129	21.2702
93.8000	34.9963	0.0001	0.0000	0.0000	0.2732	-1.7015	0.0068	3.6591	-3.1127	3.0882	0.4617	0.0624	-3.2312	-11.6183	-10.6262	0.7123	20.8692
93.8250	34.9963	0.0001	0.0000	0.0000	0.2859	-1.7450	0.0099	3.7584	-3.1867	2.2427	0.0890	-1.6826	-0.8338	-11.8708	-11.7670	-0.5317	20.4029
93.8500	34.9963	0.0001	0.0000	0.0000	0.5040	-1.7667	0.0036	4.0197	-3.0118	2.2606	0.3379	-0.2566	0.8000	-11.8125	-10.3374	-0.8946	19.1345
93.8750	34.9963	0.0001	0.0000	0.0000	0.6280	-1.7843	-0.0010	4.1787	-2.9227	2.7173	-1.8018	-1.3006	-0.2211	-10.6084	-11.7963	-2.2234	18.2952
93.9000	34.9963	0.0001	0.0000	0.0000	0.6770	-1.8379	-0.0057	4.3345	-2.9805	3.0062	-0.9173	-1.2706	0.8533	-10.9289	-11.8306	-3.0386	16.4952
93.9250	34.9963	0.0001	0.0000	0.0000	0.8222	-1.8169	-0.0098	4.4378	-2.7934	3.1739	0.7320	-0.8231	3.2596	-9.2829	-10.8857	-4.6361	15.3108
93.9500	34.9963	0.0001	0.0000	0.0000	0.9098	-1.7721	-0.0250	4.4363	-2.6168	3.0347	0.5799	-0.2707	1.8300	-8.7779	-10.6997	-5.0413	14.1637
93.9750	34.9963	0.0001	0.0000	0.0000	1.0027	-1.8288	-0.0205	4.6420	-2.6367	2.4390	-1.8349	-1.1084	2.7091	-8.6128	-10.0436	-6.4126	12.3218
94.0000	34.9963	0.0001	0.0000	0.0000	1.1004	-1.6643	-0.0314	4.4122	-2.2115	0.8586	0.2697	0.6035	5.8702	-7.9525	-8.8392	-7.4210	9.9856
94.0250	34.9963	0.0001	0.0000	0.0000	1.1997	-1.6628	-0.0350	4.5086	-2.1091	-0.2830	0.9043	-0.3440	5.5238	-6.3794	-9.7841	-8.0477	8.3721
94.0500	34.9963	0.0001	0.0000	0.0000	1.2184	-1.6134	-0.0214	4.4290	-1.9922	-1.2177	-0.8375	-1.2481	7.1222	-5.6365	-8.2566	-9.2823	6.3903
94.0750	34.9963	0.0001	0.0000	0.0000	1.3212	-1.4834	-0.0426	4.2732	-1.6307	-1.2819	-0.1149	1.2918	6.4384	-4.1265	-6.6801	-9.9891	4.8002
94.1000	34.9963	0.0001	0.0000	0.0000	1.3512	-1.3520	-0.0388	4.0416	-1.3393	-0.7432	0.0133	0.2379	8.5606	-3.1700	-5.9164	-10.7289	3.1495
94.1250	34.9963	0.0001	0.0000	0.0000	1.3466	-1.2547	-0.0429	3.8434	-1.1502	-0.7112	0.9681	0.1687	9.5817	-0.9317	-5.8821	-11.3463	1.2982
94.1500	34.9963	0.0001	0.0000	0.0000	1.4150	-1.1364	-0.0362	3.6764	-0.8464	-0.1154	-0.5013	-0.8600	9.2798	-0.8492	-4.2909	-10.6158	-0.5390
94.1750	34.9963	0.0001	0.0000	0.0000	1.4022	-1.0509	-0.0408	3.4935	-0.6891	-0.6434	-0.7617	0.9627	8.4541	0.9182	-3.6495	-11.4829	-2.7027
94.2000	34.9963	0.0001	0.0000	0.0000	1.4625	-0.9120	-0.0448	3.2773	-0.3523	-1.1500	-0.6596	-0.1170	10.8959	1.0154	-2.0976	-11.2048	-4.7451
94.2250	34.9963	0.0001	0.0000	0.0000	1.3040	-0.7328	-0.0424	2.7623	-0.1543	-2.1382	-1.3723	-1.7197	9.9014	2.6710	-1.6813	-11.4169	-6.2280
94.2500	34.9963	0.0001	0.0000	0.0000	1.3454	-0.5772	-0.0545	2.4941	0.1967	-3.3761	-1.0038	-1.4966	11.2244	3.6178	-1.5834	-11.3604	-7.7295
94.2750	34.9963	0.0001	0.0000	0.0000	1.2758	-0.4326	-0.0393	2.1366	0.4150	-3.7292	-2.2027	-0.9375	10.4431	3.8605	0.3358	-10.5593	-10.3455
94.3000	34.9963	0.0001	0.0000	0.0000	1.2641	-0.2298	-0.0454	1.7214	0.8067	-3.1192	-0.0042	0.3613	11.4553	4.6471	1.2464	-9.9891	-11.6698
94.3250	34.9963	0.0001	0.0000	0.0000	1.2185	-0.1542	-0.0257	1.5252	0.9117	-3.4652	0.8304	-0.1358	11.0557	4.6957	1.4912	-8.7686	-12.5978
94.3500	34.9963	0.0001	0.0000	0.0000	1.0848	0.0745	-0.0426	0.9367	1.2330	-3.2048	-0.5539	-1.3054	8.7648	5.0599	2.7103	-8.9430	-14.3138
94.3750	34.9963	0.0001	0.0000	0.0000	1.0231	0.1923	-0.0447	0.6405	1.4057	-2.2167	-1.0841	0.5601	9.5995	6.0066	2.7690	-7.0817	-15.7314
94.4000	34.9963	0.0001	0.0000	0.0000	0.9976	0.3867	-0.0328	0.2281	1.7671	-2.7625	-0.9742	-0.3433	11.0202	6.9486	2.5732	-5.6539	-17.3075
94.4250	34.9963	0.0001	0.0000	0.0000	0.8859	0.5678	-0.0219	-0.2440	2.0159	-3.8435	-1.6201	-1.9363	11.6151	7.2059	3.7336	-5.2816	-17.9883
94.4500	34.9963	0.0001	0.0000	0.0000	0.7482	0.7270	-0.0153	-0.6986	2.1949	-3.8898	0.1887	-0.2071	10.0613	8.4343	4.9526	-3.6795	-19.2940
94.4750	34.9963	0.0001	0.0000	0.0000	0.6432	0.8766	-0.0166	-1.1013	2.3876	-3.8719	-0.9196	0.8631	9.4663	7.8565	4.3112	-3.0669	-20.4830
94.5000	34.9963	0.0001	0.0000	0.0000	0.4326	1.0306	-0.0062	-1.6182	2.4834	-4.1253	-0.3903	0.6828	10.2832	8.5703	4.6882	-2.0585	-21.0006
94.5250	34.9963	0.0001	0.0000	0.0000	0.3700	1.1930	-0.0204	-2.0040	2.7439	-4.1003	0.1426	-0.0277	8.2410	8.8810	4.1154	-1.0689	-21.8400
94.5500	34.9963	0.0001	0.0000	0.0000	0.2805	1.2996	0.0063	-2.3058	2.8668	-2.9159	0.4972	0.2097	8.2942	8.4343	5.2807	-0.2819	-21.7794
94.5750	34.9963	0.0001	0.0000	0.0000	0.0428	1.3539	-0.0002	-2.6515	2.7371	-2.9765	-2.0984	-0.0195	9.1555	9.8084	6.1178	0.7264	-21.4250
94.6000	34.9963	0.0001	0.0000	0.0000	-0.0513	1.5701	0.0056	-3.1759	3.0733	-2.6590	-0.3427	0.8702	6.3674	9.9831	6.1277	1.4144	-22.0359
94.6250	34.9963	0.0001	0.0000	0.0000	-0.1462	1.5432	0.0168	-3.2171	2.9247	-2.7232	-0.9350	-0.7260	5.3729	9.5898	6.5095	2.9365	-21.9379
94.6500	34.9963	0.0001	0.0000	0.0000	-0.2722	1.7131	0.0165	-3.6812	3.1368	-3.4688	-1.1586	-0.8625	7.2198	10.4639	6.7592	3.4737	-20.9354
94.6750	34.9963	0.0001	0.0000	0.0000	-0.4486	1.7275	0.0042	-3.8863	2.9891	-3.4010	-1.1791	1.4218	6.7581	10.2405	6.0885	3.4407	-21.6022
94.7000	34.9963	0.0001	0.0000	0.0000	-0.5876	1.7262	0.0409	-4.0229	2.8476	-2.3664	-2.3528	-0.8608	2.6025	10.8474	5.5303	4.6423	-20.2172
94.7250	34.9963	0.0001	0.0000	0.0000	-0.6215	1.7880	0.0268	-4.1796	2.9366	-2.0240	-0.7249	-0.9965	3.4283	10.4201	6.8914	5.6131	-19.2193
94.7500	34.9963	0.0001	0.0000	0.0000	-0.7813	1.7542	0.0351	-4.2722	2.7096	-1.9598	-0.8874	-0.5385	0.1518	10.6677	6.9012	6.1078	-17.7132
94.7750	34.9963	0.0001	0.0000	0.0000	-0.8670	1.7199	0.0321	-4.2895	2.5556	-1.8492	-0.1908	1.9757	1.6258	9.4976	6.6809	7.3282	-15.6288
94.8000	34.9963	0.0001	0.0000	0.0000	-1.0126	1.7070	0.0344	-4.4095	2.3843	-1.7065	-1.6821	-0.0302	-1.1091	9.6482	7.1559	7.2953	-13.9547
94.8250	34.9963	0.0001	0.0000	0.0000	-1.0791	1.6816	0.0432	-4.4254	2.2672	-1.3247	-0.7858	-0.7754	-0.6207	8.6042	6.2109	8.9823	-12.2014
94.8500	34.9963	0.0001	0.0000	0.0000	-1.2080	1.5712	0.0420	-4.3347	1.9186	-1.0001	0.8089	0.9390	-1.6063	8.1526	6.8229	8.3414	-10.3408
94.8750	34.9963	0.0001	0.0000	0.0000	-1.2222	1.5099	0.0501	-4.2269	1.7825	-0.9823	-0.0694	1.9550	-5.4511	7.9245	5.6038	9.4535	-8.1958
94.9000	34.9963	0.0001	0.0000	0.0000	-1.3207	1.3700	0.0564	-4.0471	1.4057	0.1414	0.5483	1.5250	-6.0548	6.9632	5.9318	10.0708	-5.6125
94.9250	34.9963	0.0001	0.0000	0.0000	-1.2763	1.1928	0.0538	-3.6501	1.0974	0.5411	-0.1427	0.0840	-6.7297	5.7444	6.1668	9.9012	-3.6073
94.9500	34.9963	0.0001	0.0000	0.0000	-1.3121	1.0742	0.0586	-3.4497	0.8256	1.4437	2.3801	1.3094	-7.2447	5.2589	4.9673	10.3536	-0.6976
94.9750	34.9963	0.0001	0.0000	0.0000	-1.3081	0.9571	0.0574	-3.2127	0.5965	1.6755	-0.4739	1.1905	-9.9086	5.0793	5.5989	9.4770	1.1397
95.0000	34.9963	0.0001	0.0000	0.0000	-1.3433	0.8587	0.0543	-3.0521	0.3654	1.4686	1.3496	1.6413	-10.9652	3.2876	5.4080	9.2367	3.9002
95.0250	34.9963	0.0001	0.0000	0.0000	-1.3382	0.6067	0.0606	-2.5456	-0.1308	1.3794	2.0264	1.0447	-11.7199	2.8846	5.2561	9.2414	5.8214
95.0500	34.9963	0.0001	0.0000	0.0000	-1.3586	0.5238	0.0553	-2.4009	-0.3162	1.9823	0.4682	-0.5495	-14.1884	2.2243	4.6785	9.1472	7.7753
95.0750	34.9963	0.0001	0.0000	0.0000	-1.2376	0.2705	0.0574	-1.7759	-0.6993	2.1036	1.5080	2.1348	-12.0484	-0.4121	4.0567	8.4780	9.5099
95.1000	34.9963	0.0001	0.0000	0.0000	-1.3093	0.0731	0.0545	-1.4547	-1.1638	2.7814	1.5700	1.4653	-12.5635	-0.5627	3.1216	8.8079	12.2192
95.1250	34.9963	0.0001	0.0000	0.0000	-1.1705	-0.1059	0.0524	-0.9597	-1.3813	3.3487	1.0240	-0.3102	-13.3626	-1.6745	2.7103	7.9597	13.5528
95.1500	34.9963	0.0001	0.0000	0.0000	-1.1102	-0.1945	0.0453	-0.7231	-1.4974	4.1942	1.2695	-0.4333	-14.7744	-3.1603	1.6919	7.5073	15.0124
95.1750	34.9963	0.0001	0.0000	0.0000	-1.0975	-0.4308	0.0394	-0.2401	-1.9548	3.8552	0.3935	0.9225	-15.0320	-3.9517	0.6589	7.9315	16.7330
95.2000	34.9963	0.0001	0.0000	0.0000	-1.0077	-0.6063	0.0253	0.1988	-2.2141	3.9337	0.4756	0.0480	-14.2772	-4.2528	0.4337	7.6157	17.6797
95.2250	34.9963	0.0001	0.0000	0.0000	-0.8623	-0.7323	0.0483	0.5950	-2.3197	3.4593	1.0511	-0.7330	-12.9897	-5.2820	-0.5162	6.4424	19.0739
95.2500	34.9963	0.0001	0.0000	0.0000	-0.8530	-0.9199	0.0382	0.9776	-2.6836	3.6341	1.9050	-0.1714	-10.7610	-6.7047	-1.9702	5.5470	20.1977
95.2750	34.9963	0.0001	0.0000	0.0000	-0.7199	-1.0767	0.0393	1.4227	-2.8624	3.8731	-0.7754	-0.6810	-10.4058	-7.9913	-3.2382	5.2125	20.8272
95.3000	34.9963	0.0001	0.0000	0.0000	-0.5838	-1.2738	0.0247	1.9511	-3.1188	4.3868	1.1637	0.7552	-12.1906	-8.1710	-3.3754	4.5103	21.4194
95.3250	34.9963	0.0001	0.0000	0.0000	-0.4679	-1.3292	0.0176	2.1773	-3.1131	4.5402	1.7434	0.2593	-10.8409	-9.5596	-4.7609	4.5622	21.8718
95.3500	34.9963	0.0001	0.0000	0.0000	-0.4417	-1.4917	0.0234	2.5268	-3.4101	4.6901	0.0435	-1.1092	-6.8008	-10.2588	-5.0938	3.9496	21.6806
95.3750	34.9963	0.0001	0.0000	0.0000	-0.2635	-1.4985	0.0127	2.7185	-3.2455	5.1146	0.5755	1.1021	-7.2003	-10.5356	-6.7095	3.0260	21.9650
