time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	x_0AW 	
s 	m 	m 	° 	m/s 	mm 	mm/m 	° 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	mm 	
40.3750	34.9963	0.0001	0.0000	0.0000	-0.6226	0.2925	-0.0103	-1.2047	-0.0405	-1.0750	-1.2130	-0.0167	-10.4945	-5.9860	-0.1881	2.6632	19.8293
40.4000	34.9963	0.0001	0.0000	0.0000	-0.7279	0.2169	-0.0042	-1.1596	-0.2961	-0.9145	-0.8640	-0.4312	-10.0151	-8.0010	-0.5994	2.2768	20.1371
40.4250	34.9963	0.0001	0.0000	0.0000	-0.5907	0.2395	0.0088	-1.0674	-0.1141	-0.5613	0.0518	-0.5389	-10.4324	-9.2683	0.2133	1.8244	21.3355
40.4500	34.9963	0.0001	0.0000	0.0000	-0.6370	0.2795	0.0056	-1.1933	-0.0807	-0.9074	-0.2315	-0.9030	-9.4912	-9.2780	-0.3203	0.7783	21.4847
40.4750	34.9963	0.0001	0.0000	0.0000	-0.7011	0.2085	0.0029	-1.1159	-0.2863	-1.0322	-0.5995	0.9260	-8.0705	-11.2104	0.2770	0.8160	21.4241
40.5000	34.9963	0.0001	0.0000	0.0000	-0.6995	0.2565	-0.0055	-1.2100	-0.1890	-0.5720	-0.7110	0.2258	-8.7720	-11.6280	0.1106	0.7877	22.7484
40.5250	34.9963	0.0001	0.0000	0.0000	-0.6436	0.1740	-0.0111	-0.9898	-0.2974	-0.7539	1.0358	0.1511	-6.5432	-11.2493	-0.4476	0.7453	22.0070
40.5500	34.9963	0.0001	0.0000	0.0000	-0.6624	0.1935	0.0132	-1.0475	-0.2773	-1.0358	-0.8582	-1.4371	-5.0071	-11.7397	-0.0412	0.0856	22.1935
40.5750	34.9963	0.0001	0.0000	0.0000	-0.7118	0.2090	-0.0043	-1.1277	-0.2958	-1.2391	-1.8830	-0.4533	-4.1814	-12.0698	0.0616	-0.8946	21.5733
40.6000	34.9963	0.0001	0.0000	0.0000	-0.6543	0.2744	-0.0086	-1.2004	-0.1083	-0.6219	-0.0999	0.8289	-3.0536	-11.8951	-0.8246	-0.5789	20.7853
40.6250	34.9963	0.0001	0.0000	0.0000	-0.6987	0.1874	0.0187	-1.0716	-0.3258	-1.0037	0.9079	0.7837	-1.6596	-11.2250	-0.4476	-1.6909	20.4169
40.6500	34.9963	0.0001	0.0000	0.0000	-0.7124	0.1555	-0.0051	-1.0217	-0.4030	-1.0751	-0.2436	-0.9430	0.2584	-11.5601	-0.2321	-2.3412	19.9319
40.6750	34.9963	0.0001	0.0000	0.0000	-0.7309	0.2146	0.0052	-1.1579	-0.3040	-1.1143	-0.0012	1.0949	-0.4165	-11.5552	-0.1146	-2.4213	18.1133
40.7000	34.9963	0.0001	0.0000	0.0000	-0.7527	0.1580	-0.0041	-1.0671	-0.4384	-1.1570	-0.7414	0.3362	-0.2921	-10.5647	0.7225	-2.6286	16.9522
40.7250	34.9963	0.0001	0.0000	0.0000	-0.7410	0.1822	0.0060	-1.1035	-0.3784	-1.0465	-0.4268	-0.6741	0.2672	-10.1180	-0.3350	-3.4250	15.7585
40.7500	34.9963	0.0001	0.0000	0.0000	-0.7428	0.1470	0.0038	-1.0352	-0.4503	-1.3426	0.4289	-0.1667	1.1996	-9.8218	-0.0020	-3.1046	13.8699
40.7750	34.9963	0.0001	0.0000	0.0000	-0.7719	0.2294	-0.0015	-1.2284	-0.3155	-0.8717	-1.7102	-0.8167	3.5348	-7.5884	0.1987	-4.9423	12.3124
40.8000	34.9963	0.0001	0.0000	0.0000	-0.7935	0.1863	-0.0017	-1.1643	-0.4227	-1.4140	-1.1686	-0.1417	4.9911	-6.5202	-0.0559	-4.4805	10.5824
40.8250	34.9963	0.0001	0.0000	0.0000	-0.7987	0.2087	0.0163	-1.2141	-0.3834	-1.4390	-1.0112	-0.8575	6.2520	-5.9132	-0.2615	-4.3345	8.8245
40.8500	34.9963	0.0001	0.0000	0.0000	-0.8460	0.2780	0.0051	-1.3992	-0.2928	-1.3354	0.6812	-0.0863	7.3263	-4.4760	-0.4525	-5.5125	6.6328
40.8750	34.9963	0.0001	0.0000	0.0000	-0.8463	0.3265	-0.0060	-1.4960	-0.1965	-1.3996	-0.6974	-0.6040	6.3852	-2.7233	-0.0706	-5.0177	5.2665
40.9000	34.9963	0.0001	0.0000	0.0000	-0.9150	0.2390	0.0080	-1.3906	-0.4394	-1.5995	0.2491	1.6511	8.9957	-2.4757	0.7372	-7.1571	3.5831
40.9250	34.9963	0.0001	0.0000	0.0000	-0.8747	0.2952	0.0017	-1.4621	-0.2873	-1.5067	-1.0115	-0.4362	9.4752	-0.7229	-0.2175	-5.6162	1.8112
40.9500	34.9963	0.0001	0.0000	0.0000	-0.9660	0.3630	-0.0081	-1.6884	-0.2437	-1.1356	1.1927	0.2779	8.8802	-0.5189	-0.2517	-5.8612	-0.4504
40.9750	34.9963	0.0001	0.0000	0.0000	-0.9587	0.3738	-0.0057	-1.7025	-0.2149	-1.2249	-0.5163	-0.3971	7.8147	0.6997	0.2036	-6.3655	-2.1431
41.0000	34.9963	0.0001	0.0000	0.0000	-0.9589	0.3602	0.0087	-1.6757	-0.2420	-1.4425	-1.2091	0.6897	10.5052	1.5834	-0.1098	-7.2513	-4.2555
41.0250	34.9963	0.0001	0.0000	0.0000	-0.9966	0.3896	-0.0105	-1.7719	-0.2214	-1.5566	-0.4448	0.2918	9.5995	3.4430	0.1644	-6.1346	-5.8503
41.0500	34.9963	0.0001	0.0000	0.0000	-1.0292	0.4783	-0.0143	-1.9811	-0.0774	-1.0358	-0.4221	-1.2315	11.4109	4.1276	-0.1049	-7.0864	-7.7109
41.0750	34.9963	0.0001	0.0000	0.0000	-1.0363	0.4514	0.0107	-1.9345	-0.1381	-1.1856	0.4198	0.5268	9.5639	4.7345	0.3455	-6.5445	-9.6414
41.1000	34.9963	0.0001	0.0000	0.0000	-1.0791	0.4747	0.0010	-2.0237	-0.1344	-1.3640	-2.1699	-0.7084	9.9724	5.0307	-0.3497	-6.5256	-10.8957
41.1250	34.9963	0.0001	0.0000	0.0000	-1.1349	0.5263	-0.0102	-2.1822	-0.0876	-1.2784	0.2827	0.6164	8.8802	6.7106	-0.7511	-6.3418	-12.7936
41.1500	34.9963	0.0001	0.0000	0.0000	-1.1344	0.5146	0.0067	-2.1585	-0.1104	-1.0893	-0.8679	-1.1376	8.9425	6.6767	-0.1685	-6.2335	-14.4164
41.1750	34.9963	0.0001	0.0000	0.0000	-1.1964	0.6003	-0.0013	-2.3910	-0.0018	-1.6244	-0.7692	-0.8716	10.8515	7.1816	0.0861	-5.0790	-15.4189
41.2000	34.9963	0.0001	0.0000	0.0000	-1.2047	0.5681	0.0078	-2.3352	-0.0743	-1.7065	-1.9232	-0.0433	10.0435	8.1478	0.6687	-5.8848	-17.1629
41.2250	34.9963	0.0001	0.0000	0.0000	-1.2048	0.6212	0.0050	-2.4410	0.0314	-0.9929	0.6777	1.2592	10.1145	7.6672	0.5806	-4.5042	-18.7437
41.2500	34.9963	0.0001	0.0000	0.0000	-1.2535	0.6698	-0.0076	-2.5865	0.0795	-1.1071	0.1094	-1.0723	8.4718	7.8759	-0.0020	-3.9858	-19.3779
41.2750	34.9963	0.0001	0.0000	0.0000	-1.2762	0.5951	0.0120	-2.4604	-0.0920	-1.4318	-0.4572	-0.5637	10.6739	9.1334	0.3162	-4.2827	-19.9281
41.3000	34.9963	0.0001	0.0000	0.0000	-1.2749	0.6749	0.0005	-2.6179	0.0681	-0.9073	-1.4316	0.1047	9.2620	9.5608	-0.1636	-3.6041	-20.9307
41.3250	34.9963	0.0001	0.0000	0.0000	-1.3938	0.7222	-0.0137	-2.8310	0.0434	-0.8860	0.0883	0.8180	9.5462	9.2840	-0.4672	-2.7182	-21.3504
41.3500	34.9963	0.0001	0.0000	0.0000	-1.3823	0.6820	0.0111	-2.7394	-0.0251	-0.9073	0.5096	-0.1715	7.0422	9.3519	-0.7267	-1.4647	-22.2224
41.3750	34.9963	0.0001	0.0000	0.0000	-1.4586	0.6834	-0.0140	-2.8186	-0.0986	-0.9181	0.8824	-0.0845	6.6516	10.0608	0.4581	-0.4987	-22.1804
41.4000	34.9963	0.0001	0.0000	0.0000	-1.3780	0.7226	0.0008	-2.8160	0.0601	-0.8824	-1.7832	-0.6358	6.8380	9.7064	0.3015	-0.2113	-21.9379
41.4250	34.9963	0.0001	0.0000	0.0000	-1.4654	0.7047	0.0085	-2.8677	-0.0631	-1.1107	-1.1707	-0.9025	5.2930	10.4541	0.8107	-0.3244	-22.5441
41.4500	34.9963	0.0001	0.0000	0.0000	-1.4915	0.7620	0.0011	-3.0080	0.0249	-1.3390	0.7356	0.3046	6.2253	10.4590	-0.1049	0.4296	-22.1151
41.4750	34.9963	0.0001	0.0000	0.0000	-1.5255	0.7238	-0.0117	-2.9659	-0.0851	-1.2391	-0.8059	-1.8071	6.3674	9.4588	0.5267	1.8009	-21.0006
41.5000	34.9963	0.0001	0.0000	0.0000	-1.5813	0.7218	-0.0049	-3.0176	-0.1450	-0.7789	0.0744	0.8324	3.6148	10.0414	-0.1587	2.5406	-19.9002
41.5250	34.9963	0.0001	0.0000	0.0000	-1.5264	0.6752	0.0003	-2.8701	-0.1828	-0.5542	-1.6612	-0.2623	3.9877	9.5947	-0.3350	3.0166	-18.8836
41.5500	34.9963	0.0001	0.0000	0.0000	-1.6475	0.6887	0.0074	-3.0180	-0.2770	-0.5577	-0.8233	-0.4471	1.4837	8.7645	-0.1391	3.0779	-17.4520
41.5750	34.9963	0.0001	0.0000	0.0000	-1.5566	0.6317	0.0011	-2.8136	-0.2996	-0.7183	-0.4333	-1.2989	0.6135	8.2158	-0.7511	4.3737	-16.8505
41.6000	34.9963	0.0001	0.0000	0.0000	-1.5933	0.6802	0.0048	-2.9468	-0.2397	-0.4685	-0.2404	-0.6306	-0.5141	8.6625	-0.6434	3.8506	-14.9713
41.6250	34.9963	0.0001	0.0000	0.0000	-1.6544	0.6444	-0.0021	-2.9367	-0.3721	-0.1475	-1.1713	-0.0599	-1.6152	7.6915	0.6638	4.5527	-12.7190
41.6500	34.9963	0.0001	0.0000	0.0000	-1.5773	0.6542	0.0082	-2.8791	-0.2755	-0.5791	0.6024	1.1005	-3.3733	7.0068	-0.2615	5.1983	-10.6952
41.6750	34.9963	0.0001	0.0000	0.0000	-1.6465	0.5969	-0.0181	-2.8344	-0.4586	-0.0440	0.6984	0.2116	-4.5187	6.7592	0.4973	5.7025	-8.4290
41.7000	34.9963	0.0001	0.0000	0.0000	-1.6495	0.4787	0.0125	-2.6021	-0.6968	0.2128	1.4355	0.2366	-5.2735	5.8901	0.2721	5.7968	-6.4984
41.7250	34.9963	0.0001	0.0000	0.0000	-1.6151	0.4720	-0.0080	-2.5545	-0.6758	0.3412	-0.5435	0.0258	-7.5555	5.0161	0.1154	6.0890	-4.1949
41.7500	34.9963	0.0001	0.0000	0.0000	-1.6399	0.5143	-0.0030	-2.6634	-0.6164	0.4840	-0.2872	0.8127	-6.4366	4.4626	0.0811	5.7874	-1.5463
41.7750	34.9963	0.0001	0.0000	0.0000	-1.5942	0.3574	-0.0020	-2.3053	-0.8830	0.1700	-0.6354	-0.0368	-8.7542	3.8314	0.2232	6.2868	0.5428
41.8000	34.9963	0.0001	0.0000	0.0000	-1.6159	0.3619	-0.0002	-2.3360	-0.8957	0.1986	0.8180	0.2454	-9.8375	3.0546	0.4190	6.5224	2.9350
41.8250	34.9963	0.0001	0.0000	0.0000	-1.5467	0.2627	0.0037	-2.0694	-1.0240	0.3092	-1.0916	-1.2740	-12.7588	1.1318	0.3211	7.3613	5.5183
41.8500	34.9963	0.0001	0.0000	0.0000	-1.5474	0.2733	-0.0025	-2.0913	-1.0034	0.3341	-0.1625	1.1043	-11.5779	0.8308	0.4631	6.9042	7.2390
41.8750	34.9963	0.0001	0.0000	0.0000	-1.5781	0.1529	-0.0078	-1.8824	-1.2738	0.7837	-1.5158	-1.0183	-13.4691	-0.4802	0.0959	6.4518	9.5006
41.9000	34.9963	0.0001	0.0000	0.0000	-1.4407	0.1083	0.0152	-1.6563	-1.2251	1.1440	-0.6587	-1.3809	-13.0074	-0.1451	0.0763	6.9748	11.4451
41.9250	34.9963	0.0001	0.0000	0.0000	-1.3812	0.0681	0.0052	-1.5166	-1.2457	1.1476	-0.5400	-1.3198	-14.2860	-1.3541	-0.0265	7.4932	12.8907
41.9500	34.9963	0.0001	0.0000	0.0000	-1.4693	-0.0115	0.0153	-1.4465	-1.4922	1.2225	0.1087	1.4283	-12.9631	-3.1894	-0.0902	7.5922	15.2455
41.9750	34.9963	0.0001	0.0000	0.0000	-1.3589	-0.0869	0.0044	-1.1860	-1.5318	1.0191	-0.8702	-0.2406	-12.4481	-4.0828	0.7519	7.4744	16.2667
42.0000	34.9963	0.0001	0.0000	0.0000	-1.3026	-0.1572	0.0103	-0.9898	-1.6154	1.0191	1.1046	0.9218	-11.7289	-4.9179	0.3309	6.8193	17.7170
42.0250	34.9963	0.0001	0.0000	0.0000	-1.3132	-0.2080	0.0060	-0.8994	-1.7271	1.6969	0.4855	-0.6729	-10.8054	-7.2484	-0.6189	5.8203	19.6521
42.0500	34.9963	0.0001	0.0000	0.0000	-1.3188	-0.2673	0.0071	-0.7869	-1.8507	1.1297	-0.0158	-0.5215	-12.5013	-7.4913	-0.4769	6.1408	19.9786
42.0750	34.9963	0.0001	0.0000	0.0000	-1.2247	-0.3219	0.0133	-0.5841	-1.8653	1.6577	-0.3046	0.9360	-9.9352	-8.8654	0.1693	5.2549	21.0511
42.1000	34.9963	0.0001	0.0000	0.0000	-1.1643	-0.4329	0.0043	-0.3029	-2.0257	1.6755	-1.4942	-0.8565	-11.0451	-9.9141	0.3455	4.5717	21.4847
42.1250	34.9963	0.0001	0.0000	0.0000	-1.1846	-0.5076	0.0145	-0.1744	-2.1948	1.6184	1.3002	0.2716	-8.7010	-9.6227	0.5071	5.3632	21.5034
42.1500	34.9963	0.0001	0.0000	0.0000	-1.1630	-0.6165	0.0094	0.0638	-2.3897	1.4258	-0.7654	-1.4018	-6.5344	-10.7492	0.2917	4.6989	22.3054
42.1750	34.9963	0.0001	0.0000	0.0000	-1.0975	-0.6149	-0.0018	0.1261	-2.3211	1.4044	-1.4012	-0.0057	-7.7153	-11.2250	-0.1930	4.0250	22.2588
42.2000	34.9963	0.0001	0.0000	0.0000	-1.1170	-0.6765	-0.0119	0.2292	-2.4631	1.8860	0.7670	1.4034	-7.0494	-11.5406	0.2183	3.0496	21.6293
42.2250	34.9963	0.0001	0.0000	0.0000	-1.0439	-0.7763	-0.0016	0.5008	-2.5887	1.3366	0.9247	0.2663	-4.6608	-11.5697	0.7275	1.7160	21.8718
42.2500	34.9963	0.0001	0.0000	0.0000	-0.9764	-0.8289	0.0026	0.6731	-2.6259	1.6934	-0.2557	-0.9831	-2.5652	-11.8513	0.3455	2.3003	20.9998
42.2750	34.9963	0.0001	0.0000	0.0000	-0.9325	-0.9000	0.0019	0.8585	-2.7235	1.8040	0.2508	1.5967	-0.7627	-11.6475	0.2133	0.5380	20.5474
42.3000	34.9963	0.0001	0.0000	0.0000	-0.8488	-0.9342	-0.0054	1.0103	-2.7079	1.7647	-0.7210	-0.2901	-2.7873	-10.8172	-0.1784	0.2175	19.6055
42.3250	34.9963	0.0001	0.0000	0.0000	-0.8685	-1.0140	-0.0036	1.1494	-2.8864	1.5007	1.7171	0.6550	-1.1179	-10.6327	-0.0462	-0.1971	19.6335
42.3500	34.9963	0.0001	0.0000	0.0000	-0.8190	-1.0520	0.0080	1.2745	-2.9124	0.8550	0.0781	-0.9346	0.1163	-10.9094	-0.0069	-1.5448	18.2672
42.3750	34.9963	0.0001	0.0000	0.0000	-0.7712	-1.0799	-0.0120	1.3779	-2.9202	1.1083	0.2821	1.4590	1.3950	-9.4577	0.0371	-3.0292	16.1875
42.4000	34.9963	0.0001	0.0000	0.0000	-0.6771	-1.1398	-0.0059	1.5910	-2.9453	0.9013	-0.4220	0.0050	3.5793	-8.5546	-0.0510	-3.1705	14.4994
42.4250	34.9963	0.0001	0.0000	0.0000	-0.7553	-1.1142	-0.0027	1.4621	-2.9726	0.9334	0.1966	-0.4523	4.4583	-8.1807	0.4973	-3.8585	13.6134
42.4500	34.9963	0.0001	0.0000	0.0000	-0.6518	-1.2016	-0.0029	1.7394	-3.0429	1.2439	-1.0289	-1.5495	3.7213	-7.0785	-0.1245	-6.4031	10.7783
42.4750	34.9963	0.0001	0.0000	0.0000	-0.5891	-1.1718	-0.0033	1.7428	-2.9210	1.3937	-1.7885	-0.4724	4.0765	-6.0589	0.8645	-6.0026	9.3281
42.5000	34.9963	0.0001	0.0000	0.0000	-0.5613	-1.1558	0.0097	1.7387	-2.8613	0.6552	-0.8856	-0.5930	4.3784	-4.7771	0.1546	-6.4078	8.1390
42.5250	34.9963	0.0001	0.0000	0.0000	-0.5178	-1.1931	-0.0039	1.8566	-2.8921	1.0263	-0.3101	-1.3740	6.5006	-3.9711	0.0518	-7.5106	6.2271
42.5500	34.9963	0.0001	0.0000	0.0000	-0.5601	-1.1923	0.0044	1.8125	-2.9327	0.5517	1.0591	0.2585	7.8680	-2.4028	0.4827	-7.5388	3.9842
42.5750	34.9963	0.0001	0.0000	0.0000	-0.5152	-1.1737	-0.0020	1.8204	-2.8509	0.2806	-0.9979	-0.0293	8.2143	-1.6211	-0.5651	-8.3634	2.0676
42.6000	34.9963	0.0001	0.0000	0.0000	-0.4895	-1.0592	0.0132	1.6182	-2.5972	0.2414	0.7956	1.3475	8.9513	-0.8054	-0.0412	-9.1598	0.9159
42.6250	34.9963	0.0001	0.0000	0.0000	-0.5140	-1.0720	0.0036	1.6193	-2.6473	0.7123	-0.2046	-0.9045	9.5639	0.3501	-0.2420	-8.8252	-1.3084
42.6500	34.9963	0.0001	0.0000	0.0000	-0.5459	-1.0049	0.0058	1.4538	-2.5456	0.2664	1.1032	0.5549	8.6316	0.8988	-0.0510	-9.1079	-3.3322
42.6750	34.9963	0.0001	0.0000	0.0000	-0.5444	-0.9850	0.0084	1.4157	-2.5046	0.4233	-1.0785	-0.0246	8.1166	2.9283	0.2232	-10.3849	-5.1415
42.7000	34.9963	0.0001	0.0000	0.0000	-0.5445	-0.8976	-0.0156	1.2418	-2.3308	0.0345	0.3619	1.4815	10.9136	4.0402	-0.1146	-9.8337	-7.0207
42.7250	34.9963	0.0001	0.0000	0.0000	-0.5831	-0.8991	0.0094	1.2062	-2.3724	-0.2152	-0.3352	-0.1902	10.1678	4.7977	-0.5749	-9.4944	-9.1471
42.7500	34.9963	0.0001	0.0000	0.0000	-0.6126	-0.7396	0.0010	0.8592	-2.0845	-0.3936	0.8086	0.1236	9.0312	4.9530	-0.0510	-9.9844	-10.0377
42.7750	34.9963	0.0001	0.0000	0.0000	-0.6119	-0.6932	-0.0050	0.7676	-1.9913	-0.7219	0.2927	-0.1044	10.4697	5.4531	-0.1294	-9.3200	-12.1501
42.8000	34.9963	0.0001	0.0000	0.0000	-0.7020	-0.6727	0.0052	0.6367	-2.0407	-0.3580	-1.6567	-0.3986	11.2510	5.9629	0.1693	-9.0138	-13.6423
42.8250	34.9963	0.0001	0.0000	0.0000	-0.7573	-0.5161	-0.0053	0.2698	-1.7843	-0.1082	0.0552	1.0101	9.4397	6.2639	0.2966	-8.6698	-15.4749
42.8500	34.9963	0.0001	0.0000	0.0000	-0.7630	-0.4860	-0.0179	0.2042	-1.7302	-0.6042	-0.9456	-1.6359	9.9813	7.1524	-0.1441	-7.4398	-16.9531
42.8750	34.9963	0.0001	0.0000	0.0000	-0.8734	-0.4133	-0.0078	-0.0511	-1.6958	-0.2938	-0.5601	-1.1147	8.0456	7.2351	-0.4672	-7.3550	-17.0370
42.9000	34.9963	0.0001	0.0000	0.0000	-0.8844	-0.1999	0.0029	-0.4867	-1.2821	-0.2545	-1.7262	-0.3265	10.6827	7.9924	-0.0902	-6.2240	-18.4546
42.9250	34.9963	0.0001	0.0000	0.0000	-0.8401	-0.1666	0.0081	-0.5086	-1.1717	-0.7825	-0.8623	-0.4856	7.9834	8.5849	-0.4965	-4.5748	-19.4712
42.9500	34.9963	0.0001	0.0000	0.0000	-0.9778	-0.0903	0.0189	-0.7981	-1.1574	-0.9216	0.9758	0.3449	8.5961	8.6042	0.4190	-3.5947	-20.1986
42.9750	34.9963	0.0001	0.0000	0.0000	-0.9698	0.0396	-0.0034	-1.0486	-0.8909	-1.0037	1.5741	0.5138	9.2266	9.3957	0.4533	-4.2214	-21.5416
43.0000	34.9963	0.0001	0.0000	0.0000	-1.1145	0.1293	-0.0143	-1.3718	-0.8572	-0.8967	-0.3303	0.4890	8.7115	9.1431	-0.5895	-1.6391	-21.9099
43.0250	34.9963	0.0001	0.0000	0.0000	-1.1625	0.1851	0.0146	-1.5308	-0.7942	-0.5185	0.0508	1.1463	8.5340	8.9586	0.5903	-0.9323	-22.0871
43.0500	34.9963	0.0001	0.0000	0.0000	-1.1732	0.3322	-0.0013	-1.8343	-0.5122	-0.3115	-0.7890	-1.0879	8.7027	9.9686	0.0910	-0.0982	-22.2037
43.0750	34.9963	0.0001	0.0000	0.0000	-1.2967	0.4083	-0.0137	-2.1092	-0.4841	-0.2046	0.8225	0.1092	7.0867	9.3228	0.2036	0.7642	-22.4788
43.1000	34.9963	0.0001	0.0000	0.0000	-1.4105	0.4748	0.0028	-2.3554	-0.4656	-0.2973	0.2981	0.9688	6.9090	9.0315	0.5169	0.5286	-21.9426
43.1250	34.9963	0.0001	0.0000	0.0000	-1.4483	0.5405	-0.0148	-2.5239	-0.3727	-0.4829	-0.3291	1.2771	4.4140	8.5557	-0.2615	3.2475	-21.7794
43.1500	34.9963	0.0001	0.0000	0.0000	-1.4816	0.7007	-0.0072	-2.8760	-0.0872	-0.6790	-0.9030	-0.4697	4.9112	9.4976	-0.0804	3.6575	-20.5670
43.1750	34.9963	0.0001	0.0000	0.0000	-1.5574	0.6316	-0.0005	-2.8142	-0.3005	-0.9573	1.3962	0.6194	4.5294	8.8179	0.8401	4.9014	-20.1147
43.2000	34.9963	0.0001	0.0000	0.0000	-1.6445	0.7981	-0.0056	-3.2326	-0.0563	-0.4400	-0.4179	-0.9465	4.7514	9.2986	0.0371	5.2078	-18.9349
43.2250	34.9963	0.0001	0.0000	0.0000	-1.5863	0.8447	-0.0027	-3.2672	0.0945	-0.8467	0.2266	1.5165	0.3561	9.3083	0.3211	5.0805	-16.5567
43.2500	34.9963	0.0001	0.0000	0.0000	-1.7576	0.8101	-0.0020	-3.3698	-0.1454	-0.2652	-0.4930	-0.2897	1.7235	7.8905	0.1350	6.1690	-15.0132
43.2750	34.9963	0.0001	0.0000	0.0000	-1.7827	0.9000	-0.0063	-3.5737	0.0084	0.0488	0.1458	-0.9522	-0.8160	7.9585	-0.5406	6.5649	-14.0946
43.3000	34.9963	0.0001	0.0000	0.0000	-1.7881	0.9458	0.0007	-3.6703	0.0941	0.1022	0.2377	-0.8896	-3.0359	7.3467	0.0469	7.9597	-11.2408
43.3250	34.9963	0.0001	0.0000	0.0000	-1.8573	0.9936	-0.0142	-3.8345	0.1199	-0.0226	-0.8463	0.2608	-3.8795	7.2351	0.4631	6.7817	-9.5388
43.3500	34.9963	0.0001	0.0000	0.0000	-1.9322	0.9489	-0.0120	-3.8205	-0.0439	0.1414	-0.4009	1.0095	-2.4854	6.0745	-0.3203	7.7571	-7.6036
43.3750	34.9963	0.0001	0.0000	0.0000	-1.9571	0.9511	-0.0067	-3.8498	-0.0644	-0.0333	-1.4597	-0.6818	-5.3178	5.6667	0.2966	8.6099	-5.3980
43.4000	34.9963	0.0001	0.0000	0.0000	-1.9072	0.9854	0.0005	-3.8681	0.0537	0.0095	0.9811	0.1815	-6.9162	4.9530	-0.4182	9.1801	-2.2644
43.4250	34.9963	0.0001	0.0000	0.0000	-1.9784	0.9343	-0.0191	-3.8376	-0.1191	0.1664	-0.8892	-1.7207	-7.3246	4.1179	-0.5749	9.1991	0.3610
43.4500	34.9963	0.0001	0.0000	0.0000	-1.9866	0.8783	0.0058	-3.7343	-0.2388	0.3198	-1.1627	0.0890	-10.3259	3.5256	-0.0657	8.5487	1.5127
43.4750	34.9963	0.0001	0.0000	0.0000	-1.9648	0.8651	-0.0053	-3.6862	-0.2433	1.0013	-0.7651	-0.5864	-11.2848	3.0594	0.6050	9.1189	4.2779
43.5000	34.9963	0.0001	0.0000	0.0000	-1.9513	0.7972	-0.0136	-3.5377	-0.3650	1.1475	-0.2681	-0.6019	-10.4413	2.3506	-0.2664	8.9445	6.7913
43.5250	34.9963	0.0001	0.0000	0.0000	-1.9569	0.7087	-0.0120	-3.3672	-0.5466	1.1476	1.0600	0.2313	-12.7321	0.5638	0.1693	8.3414	8.7498
43.5500	34.9963	0.0001	0.0000	0.0000	-1.8802	0.6265	0.0055	-3.1269	-0.6334	0.9906	0.7962	0.5049	-12.4658	0.2579	0.2721	9.6656	10.0508
43.5750	34.9963	0.0001	0.0000	0.0000	-1.7519	0.6040	-0.0083	-2.9538	-0.5500	1.2117	-0.7033	0.4020	-14.4637	-1.4026	-0.4525	9.3122	12.8860
43.6000	34.9963	0.0001	0.0000	0.0000	-1.7922	0.4461	0.0061	-2.6799	-0.9046	1.4544	-0.8546	-0.3094	-13.1406	-1.8348	0.2036	8.0021	14.0191
43.6250	34.9963	0.0001	0.0000	0.0000	-1.6838	0.3958	-0.0017	-2.4714	-0.8962	1.8539	0.7406	0.5625	-12.6612	-2.9224	0.5023	8.9539	16.4066
43.6500	34.9963	0.0001	0.0000	0.0000	-1.6359	0.3761	-0.0070	-2.3844	-0.8874	1.7148	-0.8319	-1.8327	-12.4481	-5.0733	-0.3301	7.7618	17.1900
43.6750	34.9963	0.0001	0.0000	0.0000	-1.6021	0.1563	-0.0007	-1.9131	-1.2911	1.7183	-0.4812	-1.0650	-12.4214	-5.8307	0.2672	8.4733	18.5516
43.7000	34.9963	0.0001	0.0000	0.0000	-1.5050	0.1081	0.0013	-1.7201	-1.2899	2.0109	-1.5371	-0.3647	-11.0628	-7.1174	0.6736	6.9654	20.0811
43.7250	34.9963	0.0001	0.0000	0.0000	-1.4131	-0.0401	-0.0149	-1.3334	-1.4928	1.6898	-0.4011	-0.2272	-10.7077	-7.9913	-0.0706	7.4413	20.2583
43.7500	34.9963	0.0001	0.0000	0.0000	-1.3638	-0.1670	-0.0017	-1.0314	-1.6962	1.9752	-0.3781	-0.9351	-10.9120	-8.5935	-0.8589	6.9795	21.2842
43.7750	34.9963	0.0001	0.0000	0.0000	-1.2632	-0.2984	-0.0086	-0.6694	-1.8570	1.9823	1.4996	0.3280	-8.6566	-9.8315	-0.2273	6.1408	22.1702
43.8000	34.9963	0.0001	0.0000	0.0000	-1.1652	-0.3637	-0.0125	-0.4415	-1.8890	2.0180	-0.0173	-0.8883	-8.8785	-10.6763	-0.6141	5.5612	21.7832
43.8250	34.9963	0.0001	0.0000	0.0000	-0.9994	-0.4330	-0.0171	-0.1377	-1.8610	2.6922	-0.4459	0.7404	-8.5678	-11.0163	-0.3399	5.0947	21.6666
43.8500	34.9963	0.0001	0.0000	0.0000	-0.9472	-0.6280	0.0076	0.3025	-2.1970	2.4746	-1.2100	-0.5197	-6.5610	-11.3367	0.3847	3.5161	21.6526
43.8750	34.9963	0.0001	0.0000	0.0000	-0.8168	-0.6568	0.0020	0.4903	-2.1239	2.3676	0.2498	-0.8495	-5.5932	-11.2930	-0.3839	2.8470	22.1236
