time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	x_0AW 	
s 	m 	m 	° 	m/s 	mm 	mm/m 	° 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	mm 	
23.9500	18.9972	0.0001	0.0000	0.0000	-0.0240	-0.0146	-0.0183	0.0051	-0.0531	0.0293	-1.1972	0.3319	-15.1802	-0.2475	-0.4103	-0.0890	-3.4606
23.9750	18.9972	0.0001	0.0000	0.0000	0.0474	0.0219	0.0110	0.0039	0.0909	-0.4381	0.7564	0.9112	-20.0372	-0.0921	-0.2487	-0.0466	-0.0239
24.0000	18.9972	0.0001	0.0000	0.0000	0.0135	-0.0130	-0.0082	0.0393	-0.0123	0.0221	0.0818	-0.6260	-23.7222	-0.5874	0.2163	0.2361	3.7812
24.0250	18.9972	0.0001	0.0000	0.0000	0.0352	0.0312	0.0031	-0.0268	0.0973	0.3467	0.4190	-0.2651	-26.6169	-0.2475	-0.2830	0.4011	8.2531
24.0500	18.9972	0.0001	0.0000	0.0000	0.0234	-0.0094	0.0011	0.0421	0.0048	0.1826	-1.3174	-0.0960	-27.0697	-0.5242	0.3045	-0.4990	11.6431
24.0750	18.9972	0.0001	0.0000	0.0000	0.0432	0.0498	-0.0059	-0.0560	0.1424	0.1469	0.3768	0.6207	-30.7103	-0.4271	0.3878	0.3021	15.9098
24.1000	18.9972	0.0001	0.0000	0.0000	0.0079	-0.0124	0.0120	0.0325	-0.0167	-0.2811	-1.0974	-1.0871	-33.3564	0.3643	-0.3173	-0.1738	19.5937
24.1250	18.9972	0.0001	0.0000	0.0000	-0.0119	-0.0076	-0.0082	0.0033	-0.0271	-0.3917	0.0960	-1.0617	-33.6050	0.3545	0.1723	0.4670	23.7158
24.1500	18.9972	0.0001	0.0000	0.0000	-0.0364	0.0165	0.0009	-0.0692	-0.0036	-0.4810	-1.2342	-1.4189	-34.3331	0.1313	-0.3418	-0.6121	24.5226
24.1750	18.9972	0.0001	0.0000	0.0000	-0.0002	0.0035	0.0050	-0.0072	0.0068	-0.0350	-1.2861	-0.2337	-31.8025	-0.1747	0.1331	0.2267	26.0567
24.2000	18.9972	0.0001	0.0000	0.0000	0.0068	0.0119	0.0065	-0.0169	0.0304	0.1576	-1.3878	-1.2333	-31.1454	0.9275	-0.1998	-0.9231	30.0390
24.2250	18.9972	0.0001	0.0000	0.0000	0.0700	-0.0044	0.0038	0.0787	0.0612	-0.1527	0.8385	0.0367	-29.8934	0.0001	-1.1300	-0.1456	30.9809
24.2500	18.9972	0.0001	0.0000	0.0000	-0.0833	-0.0357	0.0050	-0.0124	-0.1543	0.0934	0.0741	-0.8022	-30.5416	0.0924	0.4661	-0.5933	32.1980
24.2750	18.9972	0.0001	0.0000	0.0000	-0.0116	0.0062	-0.0086	-0.0239	0.0008	-0.1063	0.2574	1.4023	-28.1086	0.0681	-0.1117	0.1277	34.2125
24.3000	18.9972	0.0001	0.0000	0.0000	0.0029	-0.0497	0.0069	0.1017	-0.0959	0.0934	-1.1777	-0.2671	-22.6034	0.1992	0.3093	0.8204	33.8208
24.3250	18.9972	0.0001	0.0000	0.0000	-0.0250	-0.0112	0.0007	-0.0027	-0.0474	-0.4239	0.9092	0.7527	-20.5168	0.4565	0.1967	-0.8477	33.9653
24.3500	18.9972	0.0001	0.0000	0.0000	-0.0322	0.0142	-0.0214	-0.0604	-0.0040	-0.0385	0.1160	-1.2667	-16.4056	-0.5680	0.6913	-0.1833	35.9891
24.3750	18.9972	0.0001	0.0000	0.0000	0.0212	0.0006	-0.0023	0.0201	0.0223	0.3396	1.3272	0.6876	-14.0170	0.6653	0.1478	0.4105	33.5876
24.4000	18.9972	0.0001	0.0000	0.0000	-0.0014	0.0329	-0.0136	-0.0668	0.0640	-0.9626	-1.0713	0.1751	-7.7215	-0.0193	-0.0529	0.4152	32.4032
24.4250	18.9972	0.0001	0.0000	0.0000	0.0144	-0.0212	0.0047	0.0566	-0.0278	1.0032	0.7999	0.8134	-5.8480	-0.4078	0.5199	0.2361	31.7970
24.4500	18.9972	0.0001	0.0000	0.0000	0.0068	-0.0114	-0.0068	0.0295	-0.0158	-0.0135	0.0765	-0.4626	-1.8700	0.1215	-0.9391	-0.2681	29.7219
24.4750	18.9972	0.0001	0.0000	0.0000	0.0167	0.0172	-0.0049	-0.0175	0.0509	-0.3026	0.9219	-0.0498	2.9870	-0.1213	-0.8999	0.7921	24.1262
24.5000	18.9972	0.0001	0.0000	0.0000	0.0325	-0.0073	-0.0037	0.0469	0.0180	-0.7949	-0.5058	0.1149	4.3455	-0.3252	0.2409	0.7639	22.7879
24.5250	18.9972	0.0001	0.0000	0.0000	-0.0242	0.0378	0.0058	-0.0994	0.0511	-0.2312	-0.5096	0.6453	8.4834	-0.1601	-0.3613	-0.7064	21.2957
24.5500	18.9972	0.0001	0.0000	0.0000	0.0362	-0.0023	-0.0069	0.0408	0.0317	0.1042	-0.3132	-0.0322	11.1649	-0.6845	0.6619	0.1560	17.6865
24.5750	18.9972	0.0001	0.0000	0.0000	-0.0065	-0.0083	0.0034	0.0099	-0.0230	0.1362	-0.2172	-0.9211	16.2262	-0.5922	0.4514	-0.0231	13.4944
24.6000	18.9972	0.0001	0.0000	0.0000	-0.0389	0.0505	-0.0051	-0.1393	0.0616	0.1470	0.7520	-0.1894	16.9365	0.2672	0.2163	-0.4660	9.3396
24.6250	18.9972	0.0001	0.0000	0.0000	-0.0090	-0.0791	0.0038	0.1485	-0.1665	-0.3240	-1.0226	-0.0859	20.4794	-0.2961	0.3828	0.3539	7.3344
24.6500	18.9972	0.0001	0.0000	0.0000	0.0682	0.0030	0.0001	0.0621	0.0742	-0.5094	0.2477	0.4651	22.1842	0.0050	-0.1557	-0.3482	2.0278
24.6750	18.9972	0.0001	0.0000	0.0000	-0.0257	-0.0306	0.0142	0.0352	-0.0866	-0.3204	-0.8545	-1.1285	23.5251	0.0632	0.1723	-0.4377	-1.8425
24.7000	18.9972	0.0001	0.0000	0.0000	0.0312	-0.0006	-0.0008	0.0323	0.0301	-0.0314	-0.6678	-1.5063	24.6794	0.3012	0.9507	-0.6733	-5.5823
24.7250	18.9972	0.0001	0.0000	0.0000	-0.0718	0.0143	-0.0018	-0.1002	-0.0433	0.0792	0.5972	0.4448	25.3542	0.7333	-0.3712	0.3586	-8.6879
24.7500	18.9972	0.0001	0.0000	0.0000	-0.0053	-0.0102	-0.0011	0.0151	-0.0256	0.5715	-0.2333	1.2270	28.8793	-0.5242	0.2506	-0.1456	-12.4557
24.7750	18.9972	0.0001	0.0000	0.0000	0.0146	-0.0145	0.0089	0.0435	-0.0142	-0.1741	-0.6494	-0.4203	26.9969	0.6944	0.2457	-0.6027	-15.3795
24.8000	18.9972	0.0001	0.0000	0.0000	-0.0522	0.0289	-0.0126	-0.1096	0.0053	0.0256	0.5221	-0.1352	30.1135	0.3545	0.0645	0.4953	-18.7089
24.8250	18.9972	0.0001	0.0000	0.0000	0.0240	-0.0135	0.0071	0.0508	-0.0029	-0.1171	0.3255	-0.6945	28.2401	-0.6796	0.3093	-0.1597	-22.4953
24.8500	18.9972	0.0001	0.0000	0.0000	0.0450	0.0142	-0.0002	0.0168	0.0733	-0.6629	-0.2729	0.7945	30.4865	-0.7816	-0.2929	-0.1785	-25.7968
24.8750	18.9972	0.0001	0.0000	0.0000	0.0097	-0.0016	0.0142	0.0130	0.0065	-0.4988	-1.3771	-0.3235	29.7495	-0.4514	-0.1460	-0.0890	-27.9325
24.9000	18.9972	0.0001	0.0000	0.0000	0.0415	0.0051	-0.0103	0.0314	0.0517	0.1612	-1.3704	-1.3566	28.2489	0.1895	0.4661	-0.1173	-29.3874
24.9250	18.9972	0.0001	0.0000	0.0000	-0.0496	-0.0292	-0.0030	0.0084	-0.1077	0.4038	0.5703	-0.7903	28.2223	-0.0533	-0.1460	0.0288	-30.9822
24.9500	18.9972	0.0001	0.0000	0.0000	0.0351	0.0314	0.0111	-0.0273	0.0975	-0.0600	-0.7337	-1.5432	24.9102	0.3351	-0.4348	0.3633	-32.5583
24.9750	18.9972	0.0001	0.0000	0.0000	-0.0053	-0.0418	-0.0000	0.0780	-0.0885	-0.2882	-0.1899	1.1294	25.8693	0.3837	-0.0186	0.4481	-34.7686
25.0000	18.9972	0.0001	0.0000	0.0000	0.0346	0.0710	-0.0092	-0.1067	0.1760	-0.2134	-0.0203	0.4536	23.7825	0.1700	0.6815	0.3303	-34.2883
25.0250	18.9972	0.0001	0.0000	0.0000	0.0330	0.0148	0.0056	0.0035	0.0625	-0.3668	-0.4669	-1.0832	21.3230	-0.3203	-0.5082	0.3492	-33.4629
25.0500	18.9972	0.0001	0.0000	0.0000	0.0106	-0.0062	-0.0085	0.0229	-0.0018	0.2397	0.6264	-0.4538	18.8456	0.2915	-0.1753	-0.4377	-34.2323
25.0750	18.9972	0.0001	0.0000	0.0000	-0.0396	0.0557	-0.0071	-0.1505	0.0713	-0.2062	-0.2973	-0.5223	16.6790	0.0826	0.2555	0.1324	-33.5235
25.1000	18.9972	0.0001	0.0000	0.0000	-0.0117	-0.0521	0.0045	0.0920	-0.1154	-0.0457	-1.7263	-0.7244	12.8076	0.3448	0.1380	0.8487	-34.1764
25.1250	18.9972	0.0001	0.0000	0.0000	0.0256	0.0252	-0.0038	-0.0244	0.0757	0.2219	-0.4441	-0.1333	9.2914	0.4760	0.3926	-0.5367	-30.9029
25.1500	18.9972	0.0001	0.0000	0.0000	0.0165	-0.0417	0.0147	0.0994	-0.0664	-0.3347	-1.0486	-1.3482	7.8706	-0.5437	0.4024	0.6932	-28.9117
25.1750	18.9972	0.0001	0.0000	0.0000	0.0253	0.0132	-0.0030	-0.0009	0.0515	-0.0814	1.0297	-0.4774	3.4754	0.2672	-0.0235	0.1230	-25.5263
25.2000	18.9972	0.0001	0.0000	0.0000	-0.0729	0.0087	0.0004	-0.0902	-0.0556	-0.3953	0.5511	-0.6125	-0.2451	-0.1164	0.2506	-0.4708	-23.2461
25.2250	18.9972	0.0001	0.0000	0.0000	0.0329	-0.0397	-0.0053	0.1119	-0.0460	0.0078	-0.7652	0.2523	-1.3017	-0.1941	-0.0235	0.5424	-19.2079
25.2500	18.9972	0.0001	0.0000	0.0000	0.0273	-0.0164	0.0094	0.0600	-0.0054	0.5037	0.3023	0.4348	-6.3097	0.7381	-0.1508	-0.0278	-16.9043
25.2750	18.9972	0.0001	0.0000	0.0000	-0.0263	0.0299	-0.0174	-0.0858	0.0331	0.3360	1.4011	0.4794	-7.2509	0.7187	0.3730	0.5754	-11.7236
25.3000	18.9972	0.0001	0.0000	0.0000	0.0362	0.0217	0.0123	-0.0069	0.0793	0.0542	-0.0219	-1.1500	-11.2377	0.1118	-0.9048	-0.1315	-9.9470
25.3250	18.9972	0.0001	0.0000	0.0000	0.0727	0.0371	-0.0031	-0.0013	0.1466	-0.1670	-0.4734	-0.4713	-15.8196	0.2866	-0.5034	-0.3011	-3.6938
25.3500	18.9972	0.0001	0.0000	0.0000	-0.0175	0.0096	-0.0080	-0.0367	0.0016	-0.3204	-1.2394	-0.0190	-18.1637	-0.8545	0.0205	0.0005	0.2092
25.3750	18.9972	0.0001	0.0000	0.0000	0.0337	-0.0202	-0.0078	0.0739	-0.0066	-0.2419	-0.6217	-0.4490	-21.9375	0.5342	-0.4691	0.3916	4.6065
25.4000	18.9972	0.0001	0.0000	0.0000	-0.0249	0.0050	-0.0120	-0.0349	-0.0149	-0.2740	1.3065	0.4986	-23.3582	0.0972	0.2555	-0.5508	8.2251
25.4250	18.9972	0.0001	0.0000	0.0000	0.0102	0.0061	0.0067	-0.0019	0.0223	0.0756	-0.0169	-0.8920	-27.3006	-0.3543	0.5248	-0.8948	11.2048
25.4500	18.9972	0.0001	0.0000	0.0000	0.0659	0.0154	-0.0014	0.0353	0.0965	0.3074	1.2353	0.6250	-29.3606	-0.3446	0.3681	0.1560	14.7487
25.4750	18.9972	0.0001	0.0000	0.0000	-0.0255	-0.0022	0.0006	-0.0212	-0.0298	-0.0136	-1.2350	-0.1551	-29.9289	-0.4999	0.1967	-0.3671	18.5958
25.5000	18.9972	0.0001	0.0000	0.0000	0.0206	0.0100	0.0104	0.0007	0.0406	0.1897	0.7440	1.2924	-31.5716	0.1409	0.1919	0.0524	21.8180
25.5250	18.9972	0.0001	0.0000	0.0000	-0.0164	-0.0524	-0.0014	0.0878	-0.1207	0.1719	-0.7567	-0.8353	-33.0900	0.5196	0.1919	-0.5084	24.5645
25.5500	18.9972	0.0001	0.0000	0.0000	-0.0607	-0.0068	-0.0144	-0.0470	-0.0743	-0.2847	-0.6288	-1.4678	-32.8769	-0.2621	-0.0431	-0.4330	28.0479
25.5750	18.9972	0.0001	0.0000	0.0000	-0.0235	-0.0163	0.0174	0.0090	-0.0560	-0.3489	-0.6013	-1.0754	-32.6727	-0.2378	-0.1802	0.6743	28.6867
25.6000	18.9972	0.0001	0.0000	0.0000	0.0625	-0.0184	0.0049	0.0990	0.0260	0.4609	0.1481	1.4630	-31.8380	0.3254	-0.1900	-0.3105	31.4333
25.6250	18.9972	0.0001	0.0000	0.0000	-0.0622	-0.0009	0.0010	-0.0603	-0.0640	0.1042	-0.9493	-0.6882	-31.2164	-0.1990	0.0548	0.4717	32.7669
25.6500	18.9972	0.0001	0.0000	0.0000	-0.0222	-0.0008	0.0061	-0.0205	-0.0238	-0.0599	1.0152	0.3797	-28.7390	0.3012	-0.1460	0.0712	33.3311
25.6750	18.9972	0.0001	0.0000	0.0000	-0.0338	-0.0206	0.0009	0.0072	-0.0747	-0.0457	1.4619	0.2585	-24.3704	-0.3107	0.1919	-0.9137	35.0984
25.7000	18.9972	0.0001	0.0000	0.0000	0.0599	-0.0284	0.0079	0.1164	0.0034	-0.0457	0.7845	0.4610	-21.4047	0.8207	0.0841	0.5989	34.7254
25.7250	18.9972	0.0001	0.0000	0.0000	-0.0664	-0.0298	0.0130	-0.0070	-0.1257	-0.0207	-1.8436	-0.4186	-17.1870	0.2234	-0.4544	0.7498	34.8187
25.7500	18.9972	0.0001	0.0000	0.0000	-0.0485	0.0058	-0.0103	-0.0600	-0.0369	-0.1313	0.5059	0.7762	-15.9705	-0.0727	0.3828	-0.7346	33.6902
25.7750	18.9972	0.0001	0.0000	0.0000	-0.0131	-0.0893	0.0062	0.1645	-0.1908	-0.3775	-1.1056	-1.6575	-12.1790	-0.0339	-0.2487	-1.0268	31.7970
25.8000	18.9972	0.0001	0.0000	0.0000	0.0079	0.0073	0.0092	-0.0065	0.0224	-0.7270	1.1724	0.0851	-6.6383	0.5973	-0.2096	-0.3812	32.2913
25.8250	18.9972	0.0001	0.0000	0.0000	-0.0111	0.0453	-0.0007	-0.1012	0.0791	0.1862	-1.1671	-0.5939	-2.5271	-0.6068	-0.6943	0.2597	29.9457
25.8500	18.9972	0.0001	0.0000	0.0000	0.0359	0.0312	0.0049	-0.0262	0.0981	0.1291	-0.0398	1.0527	2.2678	-0.5486	-0.3565	-0.6686	26.8028
25.8750	18.9972	0.0001	0.0000	0.0000	-0.0206	-0.0103	-0.0027	-0.0001	-0.0412	-0.0385	0.2920	0.3403	2.6052	0.2526	0.1331	-0.8995	25.1614
25.9000	18.9972	0.0001	0.0000	0.0000	0.0431	0.0243	-0.0013	-0.0052	0.0915	0.1934	0.5821	-0.3289	8.3946	-0.3640	0.1430	0.5000	20.7408
25.9250	18.9972	0.0001	0.0000	0.0000	-0.0037	0.0160	0.0138	-0.0357	0.0282	-0.2419	1.0492	0.1602	11.8220	-0.1990	-0.1068	0.0193	17.0803
25.9500	18.9972	0.0001	0.0000	0.0000	-0.0252	0.0111	-0.0184	-0.0473	-0.0031	-0.2597	-1.7402	-0.7100	15.4359	0.6750	-0.2634	0.0052	14.3757
25.9750	18.9972	0.0001	0.0000	0.0000	0.0070	-0.0402	0.0007	0.0870	-0.0729	-0.2134	-0.5911	0.6772	17.9488	-0.0436	-0.0334	-0.0843	10.3048
26.0000	18.9972	0.0001	0.0000	0.0000	0.0216	0.0351	0.0136	-0.0482	0.0914	0.1826	-0.6911	-0.3771	18.5171	0.3497	0.0304	-0.2021	5.3946
26.0250	18.9972	0.0001	0.0000	0.0000	-0.0330	0.0095	-0.0018	-0.0520	-0.0140	-0.3525	1.2537	0.4744	22.4773	-0.4855	-0.4495	0.5377	2.7879
26.0500	18.9972	0.0001	0.0000	0.0000	0.0420	-0.0199	0.0051	0.0816	0.0024	-0.2348	-0.1298	-0.7223	23.8803	-0.2136	-0.3516	0.1749	-0.6441
26.0750	18.9972	0.0001	0.0000	0.0000	-0.0448	-0.0109	0.0153	-0.0231	-0.0665	0.4039	0.7597	1.2235	28.0891	-0.5777	0.2359	0.6225	-4.0855
26.1000	18.9972	0.0001	0.0000	0.0000	-0.0112	-0.0086	-0.0083	0.0059	-0.0283	0.4823	-0.9011	-0.1067	28.1423	-0.5486	-0.0578	-0.0890	-9.8211
26.1250	18.9972	0.0001	0.0000	0.0000	-0.0515	-0.0773	-0.0009	0.1024	-0.2054	-0.2205	-0.7839	-0.4124	28.0269	0.0681	-0.0872	-0.6592	-11.5184
26.1500	18.9972	0.0001	0.0000	0.0000	-0.0108	0.0648	0.0047	-0.1397	0.1181	0.0471	-0.5475	-1.0785	29.9803	-0.4174	-0.5131	-0.4377	-14.7873
26.1750	18.9972	0.0001	0.0000	0.0000	0.0460	-0.0361	0.0097	0.1178	-0.0257	-0.3882	-0.1484	-1.3871	27.9647	-0.4709	-0.1949	0.3633	-18.2426
26.2000	18.9972	0.0001	0.0000	0.0000	0.0194	-0.0118	-0.0019	0.0428	-0.0041	0.1898	-0.6376	-1.1956	30.6907	0.5731	0.2947	0.4576	-24.8502
26.2250	18.9972	0.0001	0.0000	0.0000	-0.0645	0.0476	0.0022	-0.1593	0.0304	-0.0208	-0.0797	1.0415	31.5432	0.1652	-0.3026	-0.0890	-24.5704
26.2500	18.9972	0.0001	0.0000	0.0000	0.0521	0.0132	-0.0004	0.0258	0.0784	0.3753	-1.1904	-0.7013	28.9148	0.7769	0.0891	0.0429	-26.8646
26.2750	18.9972	0.0001	0.0000	0.0000	-0.0174	-0.0362	-0.0084	0.0547	-0.0895	0.1648	0.5650	0.6097	29.3322	-0.1941	0.2506	0.0288	-28.7765
26.3000	18.9972	0.0001	0.0000	0.0000	-0.0404	0.0609	-0.0082	-0.1616	0.0809	0.4858	-0.6808	-1.5192	28.4087	0.3545	0.5493	0.6837	-31.1220
26.3250	18.9972	0.0001	0.0000	0.0000	0.0605	-0.0023	0.0086	0.0651	0.0560	0.1897	0.7543	0.1503	25.5851	-0.7136	-0.3467	0.3256	-31.9894
26.3500	18.9972	0.0001	0.0000	0.0000	0.0141	0.0333	-0.0053	-0.0523	0.0805	-0.0314	-1.7361	-0.4248	26.0290	-0.5680	0.3436	-0.0513	-33.6308
26.3750	18.9972	0.0001	0.0000	0.0000	0.0379	-0.0340	0.0066	0.1056	-0.0299	-0.0956	-1.4923	-0.4935	23.4540	-0.2136	0.3975	0.6225	-33.4629
26.4000	18.9972	0.0001	0.0000	0.0000	0.0064	0.0226	-0.0112	-0.0385	0.0513	-0.1812	0.7747	0.7606	20.2663	0.0147	0.3192	0.4058	-34.4515
26.4250	18.9972	0.0001	0.0000	0.0000	-0.0398	0.0161	0.0032	-0.0719	-0.0077	0.1505	-0.4432	-1.3972	17.3538	0.1798	0.2752	-0.0466	-31.8868
26.4500	18.9972	0.0001	0.0000	0.0000	0.0455	-0.0075	0.0128	0.0604	0.0307	0.2825	0.8699	-0.1012	16.9099	-0.5729	-0.5915	0.0146	-32.8987
26.4750	18.9972	0.0001	0.0000	0.0000	-0.0096	-0.0436	0.0108	0.0771	-0.0962	0.4573	-1.6788	-0.5369	13.9708	-0.5340	0.4465	-0.2634	-33.5562
26.5000	18.9972	0.0001	0.0000	0.0000	-0.0575	0.0438	-0.0055	-0.1447	0.0296	0.8213	0.1330	0.6893	10.1172	0.6410	-0.1411	0.0994	-31.9614
26.5250	18.9972	0.0001	0.0000	0.0000	0.0052	-0.1034	0.0020	0.2110	-0.2005	-0.2527	0.5635	0.2429	7.0627	-0.0630	-0.2194	0.1419	-29.0936
26.5500	18.9972	0.0001	0.0000	0.0000	0.0185	-0.0078	0.0044	0.0340	0.0030	-0.0743	-0.0920	-1.4719	4.3722	-0.3203	0.1723	-0.7064	-26.9905
26.5750	18.9972	0.0001	0.0000	0.0000	-0.0991	0.0074	0.0010	-0.1138	-0.0843	-0.6879	-1.2498	-1.3501	0.1811	0.5147	-0.0431	-0.4000	-24.0202
26.6000	18.9972	0.0001	0.0000	0.0000	0.0688	0.0036	0.0048	0.0617	0.0760	-0.0778	-0.0277	1.0928	-0.0231	-0.2912	-0.9734	-0.5650	-20.7047
26.6250	18.9972	0.0001	0.0000	0.0000	-0.0130	-0.0172	0.0068	0.0213	-0.0472	0.1612	-1.3863	-0.8665	-4.3562	-0.7622	-0.3956	0.2361	-16.7178
26.6500	18.9972	0.0001	0.0000	0.0000	-0.0571	0.0299	-0.0070	-0.1167	0.0025	0.7070	0.8385	0.0367	-6.6560	0.1992	0.0499	-0.0560	-11.5231
26.6750	18.9972	0.0001	0.0000	0.0000	0.0118	-0.0499	0.0009	0.1110	-0.0874	0.1220	-0.3818	-1.2240	-12.8805	-0.1359	-0.3809	-0.2728	-8.7206
26.7000	18.9972	0.0001	0.0000	0.0000	-0.0171	0.0112	-0.0116	-0.0394	0.0052	-0.0885	-0.6041	0.6643	-13.8040	0.0875	-0.0186	0.3539	-4.3000
26.7250	18.9972	0.0001	0.0000	0.0000	-0.0461	-0.0401	0.0081	0.0338	-0.1259	-0.2454	-0.8450	0.2298	-17.7553	-0.5145	-0.3270	0.2455	-1.5394
26.7500	18.9972	0.0001	0.0000	0.0000	0.0413	0.0148	-0.0051	0.0120	0.0707	-0.3704	0.1377	0.1319	-19.3980	0.6313	0.1674	-0.1550	3.6459
26.7750	18.9972	0.0001	0.0000	0.0000	-0.0066	0.0250	0.0019	-0.0563	0.0432	-0.2134	-0.4356	-1.2209	-22.5324	0.2963	-0.7433	0.9476	7.1619
26.8000	18.9972	0.0001	0.0000	0.0000	0.0631	0.0363	0.0093	-0.0092	0.1354	0.1719	0.5839	-0.3834	-26.9188	-0.3252	-0.3760	0.3633	11.0183
26.8250	18.9972	0.0001	0.0000	0.0000	0.0410	-0.0031	-0.0013	0.0472	0.0347	0.0791	-1.2888	-0.1519	-28.8279	-0.5340	-0.2341	-0.4142	15.8119
26.8500	18.9972	0.0001	0.0000	0.0000	0.0156	0.0609	-0.0081	-0.1056	0.1368	-0.2348	-1.1263	-0.6099	-31.3674	-0.8933	0.3339	-0.0184	17.2668
26.8750	18.9972	0.0001	0.0000	0.0000	0.0264	0.0032	0.0008	0.0201	0.0327	0.1648	-0.8205	-1.3480	-32.2286	-0.7428	0.3143	0.4906	21.1838
26.9000	18.9972	0.0001	0.0000	0.0000	0.0500	0.0002	-0.0056	0.0496	0.0505	-0.0814	1.1993	0.0835	-31.5627	-0.3592	-0.2390	-0.2587	24.7604
26.9250	18.9972	0.0001	0.0000	0.0000	-0.0558	0.0198	-0.0165	-0.0951	-0.0165	-0.7842	-0.6896	-1.2469	-33.4896	0.4128	0.8626	0.1277	27.0873
26.9500	18.9972	0.0001	0.0000	0.0000	0.0682	0.0255	-0.0025	0.0176	0.1189	-0.4238	-0.0711	1.1904	-34.5728	-0.0047	0.3779	-0.4519	28.9338
26.9750	18.9972	0.0001	0.0000	0.0000	-0.0055	-0.0166	-0.0092	0.0275	-0.0386	-0.2955	-1.3612	-0.8136	-32.9923	0.1603	0.3828	0.0806	30.5659
27.0000	18.9972	0.0001	0.0000	0.0000	0.0853	0.0313	-0.0002	0.0231	0.1475	-0.2205	0.6320	0.1982	-31.9445	-0.0096	-0.2683	0.6131	32.1001
27.0250	18.9972	0.0001	0.0000	0.0000	0.0168	0.0109	-0.0060	-0.0050	0.0385	0.3075	-0.2039	-1.3296	-28.1530	0.1603	-0.1215	-0.1738	32.7855
27.0500	18.9972	0.0001	0.0000	0.0000	0.0271	0.0481	-0.0061	-0.0685	0.1228	0.2575	0.4258	-0.0616	-25.5336	0.4468	0.7109	-0.7864	33.7042
27.0750	18.9972	0.0001	0.0000	0.0000	0.0310	-0.0006	0.0110	0.0323	0.0298	-0.0814	-0.0416	1.1072	-23.3848	-0.6214	0.1821	-0.1880	33.2146
27.1000	18.9972	0.0001	0.0000	0.0000	-0.0026	-0.0054	0.0140	0.0081	-0.0134	0.0007	-0.3314	0.1184	-18.4124	0.3740	0.2752	0.4246	36.3015
27.1250	18.9972	0.0001	0.0000	0.0000	-0.0143	0.0195	-0.0036	-0.0531	0.0245	-0.2740	-0.0588	-0.4276	-15.1714	-0.2767	0.6521	0.8346	34.2684
27.1500	18.9972	0.0001	0.0000	0.0000	-0.0140	-0.0560	0.0122	0.0974	-0.1255	-0.2562	0.8424	-0.4936	-11.8683	-0.5729	0.6521	-0.6451	33.0513
27.1750	18.9972	0.0001	0.0000	0.0000	-0.0094	-0.0336	0.0025	0.0573	-0.0762	-0.2775	-0.2831	-0.9580	-5.6970	-0.1893	-0.1068	-0.0749	32.6783
27.2000	18.9972	0.0001	0.0000	0.0000	-0.0491	0.0033	0.0010	-0.0556	-0.0426	-0.1920	-0.2020	1.0893	-3.0599	-0.6651	0.6178	0.3728	30.3328
27.2250	18.9972	0.0001	0.0000	0.0000	0.0178	-0.0110	0.0041	0.0396	-0.0041	0.2789	-1.3742	-0.8264	0.3942	-0.0193	0.1478	-0.6309	27.8427
27.2500	18.9972	0.0001	0.0000	0.0000	0.0048	-0.0015	0.0157	0.0077	0.0019	0.3574	0.8220	0.1327	3.9904	0.5682	-0.3712	0.8110	24.8303
27.2750	18.9972	0.0001	0.0000	0.0000	0.0454	-0.0280	0.0036	0.1011	-0.0103	0.2683	1.1813	-0.1873	8.2969	-0.3495	-0.1607	-0.6969	20.6009
27.3000	18.9972	0.0001	0.0000	0.0000	-0.0123	-0.0093	0.0100	0.0063	-0.0309	-0.3525	-1.2232	-0.9304	10.3037	-0.0193	-0.6698	0.3539	18.4745
27.3250	18.9972	0.0001	0.0000	0.0000	-0.0088	0.0533	-0.0033	-0.1148	0.0973	-0.3311	-1.4587	-0.2915	15.0453	-0.1310	-0.4299	0.1324	16.1290
27.3500	18.9972	0.0001	0.0000	0.0000	-0.0295	-0.0612	0.0025	0.0923	-0.1514	0.0898	0.1558	0.4026	15.2672	0.1360	0.3681	-0.1550	11.6664
27.3750	18.9972	0.0001	0.0000	0.0000	-0.0128	-0.0013	0.0004	-0.0103	-0.0153	-0.2169	-0.2131	-0.6359	20.6393	0.1215	-0.0529	-0.5791	7.1805
27.4000	18.9972	0.0001	0.0000	0.0000	-0.0940	-0.0407	-0.0060	-0.0130	-0.1750	-0.2526	0.7505	-0.5562	22.5572	-0.8010	0.0645	0.7215	3.1283
27.4250	18.9972	0.0001	0.0000	0.0000	0.0304	-0.0280	0.0063	0.0862	-0.0253	0.0756	-0.3716	0.5285	23.3297	-0.6554	0.7305	0.5330	-0.0985
27.4500	18.9972	0.0001	0.0000	0.0000	-0.0424	-0.0468	0.0113	0.0507	-0.1355	0.0899	-0.9543	0.2906	24.8126	0.1700	0.2262	-0.1738	-3.3394
27.4750	18.9972	0.0001	0.0000	0.0000	0.0483	-0.0073	0.0019	0.0628	0.0338	0.3645	0.6353	0.5105	25.2743	-0.3883	0.0107	0.6979	-6.8274
27.5000	18.9972	0.0001	0.0000	0.0000	-0.0201	-0.0117	0.0098	0.0031	-0.0434	-0.3133	-0.9157	-1.7229	28.5242	0.1409	0.4857	0.1749	-11.3412
