time 	x0 	y0 	psi 	u 	v 	heave 	trim 	roll 	z_VF 	z_VA 	n 	T_p 	Qp 	drud 	Xrud 	Yrud 	Qrud 	WG1 	WG2 	WG3 	WG4 	x_0WM 	
s 	m 	m 	° 	m/s 	m/s 	mm 	mm/m 	° 	mm 	mm 	rps 	N 	Nmm 	° 	N 	N 	Nmm 	mm 	mm 	mm 	mm 	mm 	
42.2500	14.2692	0.0002	0.0000	0.6200	0.0040	2.0164	0.3208	0.4943	1.3779	2.6549	13.5074	9.1018	-150.8656	0.0010	0.0607	0.2151	21.6070	-29.0380	-16.8082	-1.3706	-4.6276	18.3781
42.2750	14.2847	0.0001	0.0000	0.6120	-0.0040	2.4732	-0.5017	-0.6261	3.4716	1.4749	13.7217	9.1548	-149.2232	0.0575	0.1535	0.0934	20.9311	-22.8136	-14.3562	-0.7146	-4.4061	13.3093
42.3000	14.3000	0.0002	0.0000	0.6240	0.0040	2.7136	-0.6345	0.1333	3.9763	1.4509	13.6237	8.9940	-150.2845	-0.0921	-0.0453	1.2308	-6.0649	-18.5071	-11.0740	-1.3168	-5.2685	9.2058
42.3250	14.3156	0.0001	0.0000	0.6120	-0.0040	4.0898	0.0053	0.3835	4.0792	4.1004	13.8630	8.7614	-148.2503	0.0071	0.2408	0.2024	18.0152	-15.3726	-6.7139	-1.3755	-4.4721	6.0955
42.3500	14.3309	0.0002	0.0000	0.6240	-0.0000	3.3593	0.5705	0.1610	2.2241	4.4945	13.5543	8.8855	-145.2055	0.0575	0.0656	0.1157	14.6141	-7.9761	-3.9949	-2.4477	-4.7972	2.7801
42.3750	14.3465	0.0002	0.0000	0.6160	-0.0000	2.9864	-0.6293	-0.1583	4.2387	1.7340	13.7448	9.0377	-151.3836	-0.0998	0.0546	1.1148	-1.8953	-3.3144	-1.0234	-0.8321	-4.8962	-3.1607
42.4000	14.3619	0.0002	0.0000	0.6240	-0.0000	2.2198	0.9821	0.0202	0.2653	4.1742	13.5537	8.7573	-148.6925	-0.1471	0.1843	0.0383	24.4085	0.9566	3.9824	-1.4490	-5.0234	-6.2523
42.4250	14.3775	0.0002	0.0000	0.6200	0.0040	3.0563	0.4914	-0.7027	2.0784	4.0341	13.8447	8.9339	-144.4348	-0.0005	0.0426	0.1071	10.0030	6.1688	7.4880	-0.4061	-5.0800	-9.9688
42.4500	14.3930	0.0001	0.0000	0.6280	-0.0040	3.7549	0.3589	0.5253	3.0407	4.4691	13.4788	9.1607	-152.3059	-0.0173	-0.0097	0.9536	-3.5577	9.5163	12.1977	-2.0952	-4.5145	-12.8273
42.4750	14.4087	0.0002	0.0000	0.6200	0.0040	3.3291	-0.3406	-0.8660	4.0069	2.6513	13.8721	8.6978	-147.4797	0.0973	0.0568	-0.0398	25.5586	12.9260	15.7275	-1.7966	-5.0706	-15.8816
42.5000	14.4242	0.0001	0.0000	0.6280	-0.0040	3.1852	0.0136	-0.0598	3.1581	3.2123	13.3887	8.5888	-145.1549	-0.1426	0.2041	0.2365	7.9373	19.2215	17.8881	-0.8272	-4.4108	-18.7308
42.5250	14.4399	0.0002	0.0000	0.6200	0.0040	2.8238	0.6863	-0.8344	1.4582	4.1895	13.8465	9.0552	-152.0154	-0.0143	0.0140	0.9250	-3.0562	21.4502	21.7530	-1.1748	-5.0329	-21.7478
42.5500	14.4554	0.0001	0.0000	0.6360	-0.0000	2.9996	-0.7128	-0.8698	4.4181	1.5810	13.5610	9.0948	-146.5321	0.0148	0.1149	-0.0092	27.7660	24.9220	23.3164	-1.9630	-4.5381	-24.1633
42.5750	14.4713	0.0001	0.0000	0.6240	-0.0000	3.4109	0.3570	-0.4754	2.7006	4.1213	13.7534	8.8278	-147.9724	-0.1380	0.0692	0.3575	8.7222	25.8810	25.3654	-0.6901	-5.2166	-25.8000
42.6000	14.4869	0.0001	0.0000	0.6320	-0.0040	2.8749	-0.4717	0.7046	3.8137	1.9361	13.5074	8.8290	-147.9345	-0.0265	0.0854	1.0349	-5.3127	30.1520	26.5549	-1.3510	-4.7784	-25.8140
42.6250	14.5027	0.0002	0.0000	0.6240	0.0040	3.2367	0.2711	0.2958	2.6972	3.7761	13.6005	8.8424	-146.9743	-0.0280	0.0773	-0.0656	25.5150	30.3562	27.7979	-1.4881	-5.3014	-26.7886
42.6500	14.5183	0.0001	0.0000	0.6360	-0.0000	2.0468	-0.5010	0.0258	3.0438	1.0498	13.6888	8.8086	-147.5807	0.0362	0.1354	0.3830	7.2505	29.8856	28.7301	-1.2874	-4.8632	-25.9819
42.6750	14.5342	0.0001	0.0000	0.6280	-0.0040	3.4791	-0.0533	-0.5346	3.5852	3.3731	13.5658	8.7620	-144.7506	-0.1364	-0.0265	0.9313	-0.1130	31.5461	29.1720	-1.7084	-4.9857	-26.8539
42.7000	14.5499	0.0002	0.0000	0.6400	-0.0000	2.7986	-0.1871	-0.3089	3.1708	2.4263	13.5159	8.7013	-148.6546	0.0362	0.1697	-0.1870	24.8282	30.7025	28.9486	-0.4404	-4.6794	-26.0145
42.7250	14.5659	0.0002	0.0000	0.6280	-0.0000	4.0108	0.1069	-0.6021	3.7980	4.2235	13.7747	8.9403	-149.9686	0.0438	0.1169	0.4496	3.0319	30.1964	27.8513	-1.5420	-4.7171	-24.1399
42.7500	14.5816	0.0002	0.0000	0.6400	0.0040	3.7306	0.6316	-0.1106	2.4736	4.9876	13.8502	9.0348	-145.3066	0.0300	0.0834	0.8453	5.3102	29.2907	27.3172	-1.5518	-5.1459	-20.5214
42.7750	14.5976	0.0001	0.0000	0.6360	-0.0040	2.5511	1.1594	-0.4604	0.2439	4.8584	13.3272	8.7462	-150.2718	-0.1258	0.1736	-0.0493	27.4989	28.0032	26.2491	-0.7048	-5.5276	-19.1271
42.8000	14.6135	0.0002	0.0000	0.6400	-0.0000	2.6528	0.1123	-0.3770	2.4294	2.8762	13.8331	8.7142	-147.0754	-0.0020	0.0890	0.6663	-4.0482	26.9199	24.0787	-1.9092	-5.3203	-13.8438
42.8250	14.6295	0.0002	0.0000	0.6360	-0.0000	3.6533	0.1025	0.6682	3.4493	3.8573	13.5671	9.0686	-146.9490	-0.0479	0.1869	0.7590	5.3320	23.3859	21.1509	-1.2042	-5.4381	-11.2698
42.8500	14.6454	0.0002	0.0000	0.6440	-0.0000	3.0999	1.1444	-1.0560	0.8226	5.3773	13.8063	9.0056	-150.2845	0.0698	0.0092	-0.0786	27.5480	19.7898	17.9416	-2.1393	-5.6831	-7.6280
42.8750	14.6615	0.0002	0.0000	0.6360	-0.0000	2.2879	0.4612	0.0250	1.3701	3.2057	13.6767	8.8494	-148.9073	-0.0647	0.1383	0.7580	-4.2826	17.0194	13.9165	-1.3266	-4.9763	-2.2934
42.9000	14.6774	0.0002	0.0000	0.6440	-0.0000	1.9108	0.3526	0.1484	1.2092	2.6124	13.8441	8.8372	-149.0968	0.0239	0.0594	0.7093	4.8850	14.3556	9.7652	-0.9887	-5.4570	-0.7825
42.9250	14.6935	0.0002	0.0000	0.6400	-0.0000	3.2118	0.6586	0.0209	1.9013	4.5223	13.3942	8.8325	-149.2105	0.0346	0.1483	-0.0586	24.3922	11.9581	5.6964	-1.5616	-5.1365	3.5774
42.9500	14.7095	0.0002	0.0000	0.6480	-0.0000	3.0512	0.6621	-0.2528	1.7337	4.3688	13.9202	9.0394	-147.4797	-0.0769	-0.0275	0.7405	-2.1515	6.8880	1.5450	-1.6497	-5.5323	6.8416
42.9750	14.7257	0.0002	0.0000	0.6360	-0.0000	3.4703	0.0844	-0.1853	3.3024	3.6383	13.4739	8.8436	-145.3697	0.0071	0.1172	0.5920	4.3618	2.5637	-2.2373	-1.7623	-5.9140	10.7353
43.0000	14.7416	0.0002	0.0000	0.6520	-0.0000	2.3596	0.6022	-0.0146	1.1613	3.5580	13.7692	8.8004	-152.0533	0.0331	0.0672	-0.0997	21.7869	-0.1978	-6.5391	-0.8076	-5.2873	13.3792
43.0250	14.7579	0.0002	0.0000	0.6400	-0.0000	2.0252	0.7600	0.3353	0.5128	3.5376	13.4416	9.1292	-146.9995	-0.0448	0.1344	0.7510	-1.2194	-2.7994	-11.0060	-1.3755	-5.5182	17.6833
43.0500	14.7739	0.0002	0.0000	0.6520	-0.0000	2.5374	0.1708	-0.3634	2.1975	2.8774	13.7193	9.0971	-146.9616	-0.0311	0.1026	0.5500	8.2589	-7.7541	-15.5361	-1.4979	-6.5690	17.7625
43.0750	14.7902	0.0002	0.0000	0.6440	0.0040	4.6293	-0.1709	-0.0023	4.9693	4.2893	13.6024	8.7433	-151.6616	0.0148	0.1104	0.0332	24.6865	-12.0873	-19.8573	-1.7819	-6.6916	23.7313
43.1000	14.8063	0.0001	0.0000	0.6520	-0.0040	2.8587	0.6076	-0.4660	1.6496	4.0679	13.6468	8.8133	-148.2251	0.0178	0.0942	0.8549	-3.8793	-17.2906	-23.4163	-2.4379	-5.0093	21.5023
43.1250	14.8226	0.0002	0.0000	0.6480	-0.0000	3.3851	1.0327	0.2691	1.3299	5.4403	13.5908	8.9840	-148.7304	-0.0524	0.0341	0.3464	9.5942	-23.1954	-26.5091	-0.9838	-5.4664	25.6898
43.1500	14.8388	0.0002	0.0000	0.6560	-0.0000	3.0412	-0.3250	1.1831	3.6880	2.3945	13.6292	8.9963	-150.0065	0.0255	0.1211	-0.0057	19.3505	-26.5252	-28.8737	-1.1014	-5.7303	27.5224
43.1750	14.8552	0.0002	0.0000	0.6480	-0.0000	2.0352	0.4695	-1.3566	1.1008	2.9695	13.6736	9.1711	-149.0084	-0.0891	0.0578	0.9231	-2.2332	-30.1480	-31.6267	-1.7182	-5.3062	26.9908
43.2000	14.8714	0.0002	0.0000	0.6600	-0.0000	4.0199	-0.0560	0.7193	4.1312	3.9085	13.4897	8.9456	-150.3603	0.0346	0.1337	0.2126	15.3880	-33.9395	-33.3552	-1.3217	-6.0790	27.1447
43.2250	14.8879	0.0002	0.0000	0.6480	-0.0000	2.5394	0.7362	-0.2307	1.0744	4.0044	13.6773	8.9281	-148.5536	-0.0097	0.1581	0.1731	16.6852	-37.2337	-32.4667	-2.0707	-5.4334	27.2846
43.2500	14.9041	0.0002	0.0000	0.6640	0.0040	3.2433	1.2905	0.4577	0.6751	5.8114	13.6225	9.1892	-153.9484	-0.0494	0.0828	1.1123	-2.7510	-35.8574	-32.0491	-0.8957	-5.2072	27.1353
43.2750	14.9207	0.0001	0.0000	0.6480	-0.0000	2.9494	-0.5653	-0.2844	4.0743	1.8245	13.8855	8.9747	-147.7323	0.0239	0.0831	0.0921	17.9552	-36.0705	-28.7814	-0.9887	-6.2250	24.0717
43.3000	14.9369	0.0001	0.0000	0.6640	-0.0000	3.1428	1.1700	0.0061	0.8145	5.4711	13.6517	8.9182	-147.2396	-0.0066	0.1814	-0.0506	12.7664	-32.2346	-24.4893	-2.0365	-6.6303	22.7474
43.3250	14.9535	0.0001	0.0000	0.6520	-0.0040	2.6283	0.2004	0.0968	2.2295	3.0271	13.7034	9.0767	-153.6452	-0.0784	-0.0129	1.0177	-3.4269	-30.0858	-20.6973	-1.3364	-6.0271	20.3692
43.3500	14.9698	0.0002	0.0000	0.6640	0.0040	3.0277	0.7174	0.3708	1.6000	4.4555	13.5768	9.1245	-147.9850	0.0132	0.2061	0.0905	20.1027	-28.1412	-15.3321	-1.3559	-5.3863	16.8253
43.3750	14.9864	0.0001	0.0000	0.6560	-0.0000	3.5480	0.8018	-0.7774	1.9523	5.1436	13.8611	9.1094	-148.9831	0.0392	0.0562	0.2416	10.4717	-24.1366	-11.1905	-1.0867	-6.4324	11.6679
43.4000	15.0028	0.0001	0.0000	0.6640	-0.0000	2.9436	0.5794	0.2361	1.7906	4.0965	13.5293	8.9701	-153.2282	-0.1166	0.0361	1.0620	-2.9963	-19.1020	-7.4519	-1.3853	-5.2826	8.3804
43.4250	15.0194	0.0001	0.0000	0.6560	-0.0000	2.8208	0.9786	0.4906	0.8733	4.7683	13.8952	8.8599	-146.4310	-0.1380	0.2096	-0.0047	27.8859	-12.4069	-3.1112	-0.5775	-5.4051	3.9598
43.4500	15.0358	0.0001	0.0000	0.6680	-0.0000	3.9837	-0.4215	0.5223	4.8226	3.1449	13.3540	8.8861	-148.3641	0.0087	0.0124	0.2409	3.0155	-6.8928	1.8072	-1.2727	-6.1261	1.0221
43.4750	15.0525	0.0001	0.0000	0.6560	-0.0040	2.9804	-0.9290	-1.0758	4.8292	1.1316	13.8398	9.1064	-151.5100	0.0606	0.1535	1.0068	0.3176	-1.1035	6.5655	-1.7525	-5.7444	-4.0607
43.5000	15.0689	0.0002	0.0000	0.6720	0.0040	3.1382	1.7712	0.3670	-0.3865	6.6629	13.5932	8.9910	-150.4613	-0.0402	0.0471	0.1042	27.2973	2.3240	9.7506	-1.5273	-6.4041	-7.5254
43.5250	15.0857	0.0001	0.0000	0.6560	-0.0040	2.4999	0.9111	1.3485	0.6868	4.3129	13.7327	8.8133	-149.6275	-0.0188	0.1195	0.3269	5.1303	6.2842	14.9846	-1.7280	-6.7387	-11.1579
43.5500	15.1021	0.0002	0.0000	0.6720	-0.0000	3.2118	0.1054	-0.1268	3.0021	3.4216	13.5171	9.0056	-148.8189	0.0041	0.0212	0.6172	-3.2852	12.4465	18.7524	-1.3804	-5.3203	-15.8723
43.5750	15.1189	0.0002	0.0000	0.6640	-0.0000	3.7746	0.5551	0.4565	2.6699	4.8792	13.5890	9.1222	-149.9686	0.0621	0.2009	-0.0818	23.3130	15.3323	21.9472	-1.0769	-6.1167	-18.2738
43.6000	15.1355	0.0002	-0.0100	0.6760	-0.0001	3.1958	-0.2351	-0.3140	3.6637	2.7279	13.6304	9.1607	-149.0084	-0.0433	-0.0048	0.3798	-0.5926	19.9851	25.2683	-1.0132	-5.8339	-19.6494
43.6250	15.1524	0.0002	0.0000	0.6640	-0.0000	4.0432	-0.7323	-0.6915	5.5005	2.5859	13.5896	9.0936	-150.6256	-0.0158	0.1019	0.5943	5.7081	23.7588	28.1281	-1.6105	-6.7340	-20.9224
43.6500	15.1690	0.0002	0.0000	0.6760	-0.0000	2.8617	0.4666	-0.5044	1.9332	3.7901	13.5415	8.9112	-149.4885	-0.0127	0.0393	-0.1115	24.4739	26.4582	29.9003	-1.2531	-7.2005	-24.0840
43.6750	15.1859	0.0002	0.0000	0.6640	-0.0000	3.2958	-0.9324	-0.0360	5.1512	1.4403	13.8228	8.7748	-150.8909	0.1217	0.1736	0.5971	-8.0325	27.0886	31.9541	-0.9545	-6.4795	-25.9352
43.7000	15.2025	0.0002	0.0000	0.6760	-0.0040	2.6357	0.7307	0.2822	1.1817	4.0898	13.7461	9.0750	-147.8334	0.0713	0.0971	0.5716	11.2566	28.4205	31.9541	-1.3119	-6.9225	-24.9980
43.7250	15.2194	0.0003	0.0000	0.6680	0.0040	3.8375	0.7574	-0.4177	2.3302	5.3448	13.3686	8.9293	-149.5896	-0.1227	0.1045	-0.1838	31.2870	30.9423	33.7263	-1.4881	-5.7915	-26.7699
43.7500	15.2361	0.0002	0.0000	0.6800	-0.0000	3.7530	0.4182	0.9291	2.9207	4.5852	13.8021	8.8675	-151.0678	-0.0983	0.1470	0.6516	-9.0245	32.0700	32.7212	-1.3755	-5.9941	-27.7538
43.7750	15.2531	0.0002	0.0000	0.6680	-0.0000	2.4339	0.8348	-0.2835	0.7726	4.0952	13.6529	8.9998	-147.1891	0.0255	0.1256	0.6089	4.3291	31.7769	32.6872	-1.3266	-5.9847	-27.0311
43.8000	15.2698	0.0002	0.0000	0.6800	-0.0000	3.6826	-0.2410	-0.3040	4.1623	3.2030	13.8307	8.8441	-150.7393	0.0117	0.1435	-0.1290	32.6060	29.2907	31.4103	-0.5677	-6.6539	-24.8581
43.8250	15.2868	0.0002	0.0000	0.6720	-0.0000	3.0116	0.3260	0.7103	2.3628	3.6604	13.7357	9.0307	-148.4904	0.0850	0.0594	0.7258	-4.6423	29.8146	30.4829	-1.1160	-5.9989	-21.5333
43.8500	15.3036	0.0002	0.0000	0.6840	-0.0000	3.4193	-0.3692	0.8529	4.1540	2.6846	13.8295	9.0091	-145.7235	0.1186	0.1451	0.5611	0.5737	28.4117	28.5214	-1.8994	-6.2533	-20.3489
43.8750	15.3207	0.0002	0.0000	0.6720	-0.0000	2.9708	1.0965	0.2572	0.7888	5.1528	13.4483	8.7352	-150.2087	-0.0906	0.1013	-0.2137	29.7772	26.7512	27.0259	-1.5763	-5.9423	-16.9448
43.9000	15.3375	0.0002	0.0000	0.6880	-0.0000	2.9564	-0.0991	-0.5498	3.1536	2.7592	13.9092	8.8517	-146.0267	0.0224	-0.0356	0.5522	-3.7921	23.1373	23.1805	-1.0524	-6.7528	-12.9998
43.9250	15.3547	0.0002	0.0000	0.6760	-0.0000	2.4808	0.0327	-0.1713	2.4157	2.5458	13.4118	9.0184	-149.2611	0.0545	0.2080	0.4197	3.8767	22.2227	19.8594	-2.0218	-5.7255	-11.7688
43.9500	15.3716	0.0002	0.0000	0.6840	-0.0000	3.0724	1.0466	0.2850	0.9896	5.1552	13.7814	9.0149	-151.1057	-0.0066	0.0948	0.0545	22.8606	18.1471	15.0429	-1.2972	-4.8632	-6.8772
43.9750	15.3887	0.0002	0.0000	0.6800	-0.0000	2.2530	0.4637	-0.5215	1.3302	3.1758	13.4983	9.0412	-146.4563	-0.0143	0.0588	0.6041	-4.1627	18.0316	10.7751	-0.8468	-5.5041	-2.5872
44.0000	15.4057	0.0002	0.0000	0.6880	0.0040	2.8038	0.1084	-0.4812	2.5880	3.0197	13.7856	8.9735	-147.0880	-0.0845	0.2155	0.1718	8.9184	12.7306	5.9731	-1.0034	-7.0544	0.4438
44.0250	15.4229	0.0001	0.0000	0.6760	-0.0040	2.1934	0.5822	-0.2584	1.0347	3.3520	13.6042	8.7311	-148.5915	-0.1181	0.0611	0.1501	20.7622	8.7527	1.1323	-1.6056	-5.7067	4.3375
44.0500	15.4398	0.0002	0.0000	0.6920	0.0040	3.4386	-0.3257	-0.1545	4.0868	2.7904	13.7071	9.0633	-148.2377	0.0102	-0.0259	0.6637	-4.5006	6.5062	-2.5480	-1.5371	-6.5690	8.6695
44.0750	15.4571	0.0001	0.0000	0.6800	-0.0040	2.3025	0.2595	-0.0048	1.7861	2.8190	13.6024	9.1863	-147.2649	0.0117	0.2126	0.1371	11.5509	2.4572	-7.6024	-1.2629	-5.9235	12.7078
44.1000	15.4741	0.0002	0.0000	0.6880	-0.0000	3.5069	-0.3879	-0.4424	4.2789	2.7349	13.6456	8.8552	-151.8511	0.0911	0.0565	0.2049	19.0344	0.6902	-12.1228	-1.2874	-6.1308	13.5658
44.1250	15.4913	0.0002	0.0000	0.6800	0.0040	2.3644	0.6988	0.1456	0.9738	3.7551	13.6626	8.9368	-148.3009	-0.1135	-0.0009	0.8472	-2.4403	-5.7474	-18.3716	-1.7819	-6.3900	17.7486
44.1500	15.5083	0.0001	0.0000	0.6920	-0.0000	2.6890	-0.0189	0.1688	2.7266	2.6514	13.4690	8.8138	-147.7829	0.0499	0.1840	0.0686	14.1835	-9.1659	-23.4988	-0.9838	-5.4994	17.8092
44.1750	15.5256	0.0001	0.0000	0.6840	-0.0000	2.8244	1.3291	-0.4356	0.1795	5.4693	13.7047	8.8208	-147.1133	0.0255	0.1681	0.2183	20.4515	-14.9997	-28.5144	-1.8945	-5.4617	21.5443
44.2000	15.5427	0.0001	0.0000	0.6920	-0.0040	2.3830	-0.4191	0.1844	3.2170	1.5490	13.5628	9.0965	-150.4992	0.0117	0.0169	1.0616	-4.8058	-18.9066	-32.8891	-1.1209	-6.1544	23.4049
44.2250	15.5600	0.0002	0.0000	0.6880	0.0040	2.9525	1.2114	0.0097	0.5419	5.3631	13.8508	8.9881	-148.1114	-0.1319	0.2710	0.1371	13.9001	-24.3320	-34.8895	-1.2238	-5.8151	24.9484
44.2500	15.5772	0.0001	0.0000	0.6960	-0.0000	2.0658	0.8776	0.1692	0.3193	3.8122	13.6054	8.7491	-144.3464	0.0759	0.0523	0.1479	13.8129	-26.9070	-36.3655	-1.0132	-5.5653	26.6690
44.2750	15.5946	0.0001	0.0000	0.6840	-0.0000	2.2548	1.1947	-0.4620	-0.1226	4.6323	13.7802	8.6774	-149.2105	-0.0188	0.0043	0.9288	-3.7594	-33.1048	-37.2395	-1.4441	-5.8952	27.1680
44.3000	15.6117	0.0001	0.0000	0.7000	-0.0000	3.6566	1.2964	-0.3629	1.0767	6.2365	13.5518	8.6734	-144.9907	0.0010	0.2048	0.0759	21.4544	-34.6409	-35.8071	-1.3217	-6.7104	26.1794
44.3250	15.6292	0.0001	0.0000	0.6880	-0.0000	3.7061	0.2559	-0.5300	3.1968	4.2153	13.8270	8.9409	-146.1657	0.0850	0.1195	0.2228	11.7144	-35.2536	-34.3554	-1.8308	-5.0281	25.6805
44.3500	15.6464	0.0001	0.0000	0.7040	-0.0000	3.0976	1.2033	0.3559	0.7031	5.4922	13.6060	9.0353	-149.8170	-0.0448	0.0335	0.8676	-4.1518	-36.5766	-30.0050	-1.0034	-5.5323	27.2706
44.3750	15.6640	0.0001	0.0000	0.6880	-0.0000	2.4527	0.0414	-0.0767	2.3703	2.5352	13.9092	8.9065	-148.4525	-0.0555	0.1305	0.0988	21.8141	-34.5699	-25.0962	-1.8553	-6.7151	24.0717
44.4000	15.6812	0.0001	0.0000	0.7040	-0.0000	2.2376	1.0269	-0.1250	0.1941	4.2811	13.3820	8.7386	-145.7235	0.0667	0.0818	0.3132	7.7629	-32.7141	-20.0710	-1.8798	-5.1554	22.6122
44.4250	15.6988	0.0001	0.0000	0.6920	-0.0000	2.9228	0.3420	-0.6215	2.2422	3.6033	13.8429	8.7474	-148.1998	0.0621	-0.0671	0.5379	2.5850	-29.5619	-14.3028	-1.8260	-5.6407	18.2055
44.4500	15.7161	0.0001	0.0000	0.7040	-0.0000	3.4394	-0.8223	0.4905	5.0756	1.8031	13.5111	8.7690	-146.3552	0.1034	0.2726	-0.1006	21.4707	-25.2643	-9.4717	-1.4637	-6.3428	14.7409
44.4750	15.7337	0.0001	0.0000	0.6960	-0.0040	4.8206	0.1852	1.3493	4.4520	5.1892	13.7272	8.9275	-144.1821	0.0896	-0.0405	0.4324	5.2393	-19.6969	-5.2767	-1.2482	-6.8282	10.2410
44.5000	15.7511	0.0002	0.0000	0.7040	-0.0000	3.5725	0.1987	-0.3953	3.1772	3.9678	13.4593	8.9735	-148.7810	-0.1319	0.1736	0.6554	3.8168	-14.4137	-0.9409	-1.3461	-5.9093	4.7199
44.5250	15.7687	0.0002	0.0000	0.6920	-0.0000	2.4742	1.0931	0.5030	0.2989	4.6494	13.6133	8.8156	-146.3931	-0.1212	0.0413	-0.0627	24.2014	-11.1904	3.8125	-1.5763	-6.3052	2.5842
44.5500	15.7860	0.0002	0.0000	0.7080	-0.0000	2.8175	0.7188	1.5720	1.3872	4.2479	13.6438	8.7083	-147.3154	-0.1334	0.1256	0.4174	2.5959	-5.9694	7.8570	-0.9153	-6.0978	-0.7919
44.5750	15.8037	0.0002	0.0000	0.6920	-0.0000	3.1386	-0.3948	0.2173	3.9242	2.3530	13.6133	8.8646	-146.2920	-0.1074	0.1042	0.7019	3.4897	1.0986	13.6494	-0.7782	-5.9423	-5.0399
44.6000	15.8210	0.0002	0.0000	0.7120	-0.0000	2.6334	0.9854	0.0820	0.6724	4.5944	13.5269	8.7719	-148.7052	-0.0860	0.1415	0.1523	27.1991	6.3819	18.1018	-1.9483	-6.6963	-10.2952
44.6250	15.8388	0.0002	0.0000	0.7000	-0.0000	3.0981	0.3857	-0.5265	2.3305	3.8658	13.6669	8.7556	-148.8189	-0.0402	0.1081	0.6930	-0.3637	7.6250	22.1851	-0.8615	-4.7972	-9.1155
44.6500	15.8563	0.0002	0.0000	0.7080	-0.0000	2.9842	1.0427	-0.0142	0.9092	5.0591	13.8002	8.8762	-143.9547	0.0560	-0.0288	0.5589	1.9309	13.0503	24.5691	-0.8419	-5.9140	-16.2733
44.6750	15.8740	0.0002	0.0000	0.7000	-0.0000	3.9532	0.0253	0.1916	3.9028	4.0036	13.6681	8.7241	-148.3514	0.0010	0.1960	0.0826	28.8234	16.9750	27.2395	-1.8651	-6.2769	-18.0126
44.7000	15.8915	0.0002	0.0000	0.7120	-0.0000	3.7441	-0.0618	-0.3046	3.8671	3.6211	13.7765	8.8290	-147.4923	-0.0769	-0.0966	0.7351	-3.3288	22.6933	30.0265	-1.3559	-7.1581	-21.8877
44.7250	15.9093	0.0002	0.0000	0.7000	-0.0000	2.1920	-0.0012	-0.2140	2.1945	2.1896	13.6158	8.8121	-146.4184	0.0866	0.1905	0.3671	0.9880	24.0075	31.7502	-1.0083	-6.5832	-24.0467
44.7500	15.9268	0.0002	0.0000	0.7120	-0.0000	4.3549	-0.1197	-0.5434	4.5932	4.1167	13.8155	8.7398	-147.8966	0.0728	-0.0457	0.0510	21.1274	26.8045	32.4639	-0.8468	-6.1025	-24.5363
44.7750	15.9446	0.0002	0.0000	0.7040	-0.0000	2.7931	0.2183	1.1857	2.3588	3.2275	13.9433	9.0627	-147.5934	-0.1120	0.1305	0.6261	-0.3474	28.1808	32.8620	-1.0965	-5.7397	-26.5414
44.8000	15.9622	0.0002	0.0000	0.7160	-0.0000	3.4607	0.7487	0.2557	1.9708	4.9506	13.8234	9.0307	-144.3084	0.0545	0.0192	0.1141	4.4926	29.0332	33.9593	-1.3804	-6.3523	-28.0476
44.8250	15.9801	0.0002	0.0000	0.7040	-0.0000	3.0809	1.3566	-0.2488	0.3812	5.7806	13.3887	8.6413	-149.4759	-0.0433	0.1399	0.2514	21.2582	30.9334	32.5367	-0.8272	-5.7114	-26.1544
44.8500	15.9977	0.0002	0.0000	0.7160	-0.0000	3.2542	-0.1898	-0.8405	3.6320	2.8764	13.9177	8.6670	-144.5864	0.0407	-0.0979	0.8434	-1.9226	30.2319	32.3231	-1.3657	-5.0046	-26.3782
44.8750	16.0156	0.0002	0.0000	0.7040	0.0040	3.0750	1.1145	-0.6451	0.8571	5.2930	13.4623	8.6530	-144.1189	-0.0906	0.2181	0.1536	7.0053	30.7203	31.6968	-1.2189	-5.3674	-26.3129
44.9000	16.0332	0.0001	0.0000	0.7200	-0.0040	2.0805	0.7361	0.4754	0.6156	3.5453	13.7716	8.6588	-148.5915	-0.1074	0.0260	0.2301	22.8388	29.6281	30.3324	-1.5273	-7.1863	-24.7182
44.9250	16.0512	0.0002	0.0000	0.7080	-0.0000	2.8045	0.1400	0.3833	2.5260	3.0830	13.4246	8.8855	-142.2491	-0.0723	0.0834	0.9052	-2.0316	29.5482	27.2978	-1.5909	-6.3570	-22.5638
44.9500	16.0689	0.0002	0.0000	0.7160	-0.0000	2.9538	1.0881	0.8005	0.7886	5.1191	13.7619	8.9088	-145.2308	-0.1563	0.1461	0.1629	9.9649	27.5237	25.2489	-1.1895	-6.4984	-19.6774
44.9750	16.0868	0.0002	0.0000	0.7120	-0.0000	4.1206	-0.9284	-0.6573	5.9681	2.2731	13.6353	8.6209	-145.9762	-0.1364	0.1610	0.0399	22.6862	26.3516	22.3745	-0.7880	-6.4041	-16.6370
45.0000	16.1046	0.0002	0.0000	0.7200	-0.0000	3.0864	-0.3248	-0.4433	3.7328	2.4401	13.6730	8.7142	-146.6079	0.0194	-0.0285	0.8294	-8.6211	23.4126	18.0387	-0.9006	-5.7020	-10.1180
45.0250	16.1226	0.0002	0.0000	0.7120	-0.0000	2.4775	-0.0425	0.0612	2.5621	2.3930	13.5768	8.5888	-143.5757	-0.1380	0.2395	0.1030	14.7830	21.1927	14.1592	-1.6546	-5.9800	-9.4885
