time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	x_0AW 	
s 	m 	m 	° 	m/s 	mm 	mm/m 	° 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	mm 	
84.8750	35.9973	0.0001	0.0000	0.0000	4.3148	-2.3094	-0.0475	8.9105	-0.2808	-4.9212	0.4625	0.8077	-27.7398	-3.1750	18.4534	-33.3552	25.3015
84.9000	35.9973	0.0001	0.0000	0.0000	4.1647	-1.7603	-0.0519	7.6678	0.6617	-5.9415	-0.3800	-1.3447	-31.2826	-5.3162	16.3335	-33.1855	28.5890
84.9250	35.9973	0.0001	0.0000	0.0000	3.8944	-1.2987	-0.0568	6.4787	1.3100	-6.7763	1.1763	0.7253	-29.2493	-7.6031	13.5183	-33.0206	29.5030
84.9500	35.9973	0.0001	0.0000	0.0000	3.5841	-0.6004	-0.0488	4.7790	2.3893	-7.5290	-0.3343	0.5552	-27.1360	-10.6328	11.3592	-31.4326	31.7366
84.9750	35.9973	0.0001	0.0000	0.0000	3.2423	-0.0312	-0.0503	3.3043	3.1802	-9.9691	0.7574	0.8176	-27.4468	-13.1819	8.3042	-28.8785	33.1402
85.0000	35.9973	0.0001	0.0000	0.0000	2.8693	0.5394	-0.0677	1.7958	3.9427	-8.9774	0.4889	-1.2459	-26.1682	-16.6388	4.9994	-26.6732	33.8163
85.0250	35.9973	0.0001	0.0000	0.0000	2.4145	1.1312	-0.0473	0.1633	4.6656	-8.8704	-0.3793	0.2859	-22.6786	-18.2994	2.9529	-24.5763	34.2080
85.0500	35.9973	0.0001	0.0000	0.0000	1.9760	1.7074	-0.0511	-1.4217	5.3737	-10.7254	-1.7042	-1.4713	-19.8194	-20.8581	-0.9491	-21.8856	34.3246
85.0750	35.9973	0.0001	0.0000	0.0000	1.4654	2.2810	-0.0565	-3.0737	6.0046	-11.1108	-0.3008	-1.7163	-18.0079	-24.3054	-3.3825	-18.2855	33.8024
85.1000	35.9973	0.0001	0.0000	0.0000	0.7665	2.7851	-0.0591	-4.7759	6.3089	-10.9787	-0.8252	-2.0934	-13.1954	-25.7232	-7.4069	-14.0821	32.9257
85.1250	35.9973	0.0001	0.0000	0.0000	0.2681	3.2563	-0.0619	-6.2120	6.7482	-11.1964	-2.7633	-1.0834	-10.9755	-26.5340	-11.8132	-11.1888	32.5993
85.1500	35.9973	0.0001	0.0000	0.0000	-0.3793	3.8211	-0.0536	-7.9832	7.2246	-9.7908	-0.5433	0.3770	-8.2318	-26.4806	-15.9895	-8.2720	31.0232
85.1750	35.9973	0.0001	0.0000	0.0000	-0.9693	4.1132	-0.0557	-9.1545	7.2159	-10.5078	-1.3780	-1.5991	-5.9321	-27.5828	-20.5868	-5.6850	29.4843
85.2000	35.9973	0.0001	0.0000	0.0000	-1.5770	4.4593	-0.0375	-10.4509	7.2970	-10.8111	-2.1940	-1.6738	-1.8386	-26.1893	-25.2330	-3.4184	26.0849
85.2250	35.9973	0.0001	0.0000	0.0000	-2.1786	4.6965	-0.0483	-11.5247	7.1674	-9.8300	-1.4232	-0.2103	1.2781	-24.4366	-28.9637	0.0969	23.0959
85.2500	35.9973	0.0001	0.0000	0.0000	-2.8101	5.0148	-0.0515	-12.7896	7.1693	-11.2250	-0.3838	-0.8145	4.0928	-23.2713	-33.3064	1.7320	19.6126
85.2750	35.9973	0.0001	0.0000	0.0000	-3.3881	5.2010	-0.0308	-13.7381	6.9619	-10.9609	-1.1136	-1.4786	7.3693	-20.1930	-35.9012	3.4426	16.3298
85.3000	35.9973	0.0001	0.0000	0.0000	-3.9272	5.2016	-0.0198	-14.2783	6.4240	-10.0441	-0.5745	1.7515	11.4805	-17.4545	-39.3626	5.5160	12.6926
85.3250	35.9973	0.0001	0.0000	0.0000	-4.4390	5.2387	-0.0068	-14.8641	5.9860	-8.8133	-1.6672	0.2796	14.4284	-15.3764	-39.3822	8.3103	9.3678
85.3500	35.9973	0.0001	0.0000	0.0000	-4.7952	5.1988	-0.0139	-15.1408	5.5503	-7.6682	-0.4463	0.6977	15.3164	-11.9971	-41.1155	9.8606	5.1570
85.3750	35.9973	0.0001	0.0000	0.0000	-5.2889	5.0590	-0.0043	-15.3563	4.7786	-7.2044	-1.1484	0.0047	17.9003	-9.8365	-39.9012	12.2262	1.6364
85.4000	35.9973	0.0001	0.0000	0.0000	-5.6350	4.7652	-0.0064	-15.1178	3.8477	-5.6882	-1.7348	1.5337	20.8571	-7.6321	-39.7985	14.2100	-2.2853
85.4250	35.9973	0.0001	0.0000	0.0000	-5.9149	4.5370	0.0110	-14.9435	3.1137	-5.2458	-1.3670	0.1261	22.2690	-5.7288	-38.2758	14.9357	-5.9878
85.4500	35.9973	0.0001	0.0000	0.0000	-6.0925	4.1834	0.0173	-14.4174	2.2325	-3.2801	-0.4234	-0.0104	25.3945	-2.4661	-35.5341	17.0656	-9.4991
85.4750	35.9973	0.0001	0.0000	0.0000	-6.3376	3.8176	0.0257	-13.9346	1.2593	-3.7581	0.1600	0.6215	27.0016	0.0053	-32.5623	18.9222	-13.1642
85.5000	35.9973	0.0001	0.0000	0.0000	-6.3752	3.3655	0.0185	-13.0727	0.3222	-2.2955	0.2421	2.2203	27.1438	3.0302	-29.4631	19.3604	-17.1652
85.5250	35.9973	0.0001	0.0000	0.0000	-6.4358	2.7442	0.0405	-11.8967	-0.9750	-1.6141	1.8112	1.8298	26.8952	4.7684	-26.1878	21.4197	-19.7578
85.5500	35.9973	0.0001	0.0000	0.0000	-6.4070	2.2576	0.0381	-10.8996	-1.9144	0.3552	-0.1507	-0.5563	26.4689	8.2837	-23.2012	21.5092	-23.2925
85.5750	35.9973	0.0001	0.0000	0.0000	-6.2660	1.6201	0.0535	-9.4900	-3.0421	2.0997	1.0806	2.4296	27.1704	10.3083	-19.0054	22.6967	-25.6613
85.6000	35.9973	0.0001	0.0000	0.0000	-6.1740	1.0997	0.0446	-8.3624	-3.9856	4.5078	-0.0182	1.1483	27.6943	12.2990	-14.6382	23.0313	-27.6105
85.6250	35.9973	0.0001	0.0000	0.0000	-5.8048	0.4293	0.0524	-6.6592	-4.9504	5.9098	-0.4337	-0.1050	25.4655	14.4451	-11.5195	23.7240	-29.6529
85.6500	35.9973	0.0001	0.0000	0.0000	-5.5359	-0.2203	0.0708	-5.0974	-5.9743	6.3558	2.1374	1.7020	27.6410	15.9503	-7.0544	23.8653	-31.5601
85.6750	35.9973	0.0001	0.0000	0.0000	-5.2427	-0.7675	0.0637	-3.7154	-6.7699	8.0432	0.1183	1.9014	25.0925	16.7853	-3.7692	22.7391	-32.6186
85.7000	35.9973	0.0001	0.0000	0.0000	-4.7715	-1.4105	0.0633	-1.9645	-7.5784	8.8031	-0.4479	0.3307	22.5264	18.5867	-0.5134	23.5685	-33.2109
85.7250	35.9973	0.0001	0.0000	0.0000	-4.4204	-2.0104	0.0575	-0.4197	-8.4211	8.4748	3.2970	1.5257	23.6186	19.4218	3.3103	22.0040	-33.9150
85.7500	35.9973	0.0001	0.0000	0.0000	-3.9424	-2.5407	0.0649	1.1135	-8.9983	10.4797	1.7028	1.8633	23.4056	20.3201	5.8660	20.2746	-34.0689
85.7750	35.9973	0.0001	0.0000	0.0000	-3.3984	-3.0075	0.0642	2.5866	-9.3834	8.5890	-0.1575	-0.7598	21.5941	21.5194	8.3580	18.4934	-34.0409
85.8000	35.9973	0.0001	0.0000	0.0000	-2.9144	-3.4625	0.0399	3.9760	-9.8047	10.3300	2.0741	0.3468	19.2854	21.8787	11.2319	16.0147	-33.5559
85.8250	35.9973	0.0001	0.0000	0.0000	-2.3262	-3.9254	0.0765	5.4853	-10.1377	12.1779	-0.3998	-1.5610	16.6927	21.8544	14.1744	13.1639	-32.8285
85.8500	35.9973	0.0001	0.0000	0.0000	-1.8004	-4.2623	0.0498	6.6816	-10.2825	11.4644	-1.8743	-1.1897	13.7181	23.0681	15.8831	10.9350	-30.9912
85.8750	35.9973	0.0001	0.0000	0.0000	-1.1840	-4.5149	0.0496	7.8007	-10.1687	12.5953	-0.1578	-0.3385	11.8711	24.0781	17.6260	7.3632	-28.7809
85.9000	35.9973	0.0001	0.0000	0.0000	-0.5811	-4.8374	0.0639	9.0453	-10.2075	12.2564	0.4159	-2.3016	10.4149	23.4372	21.6994	4.7620	-26.0670
85.9250	35.9973	0.0001	0.0000	0.0000	0.0523	-5.0719	0.0372	10.1454	-10.0409	11.2789	1.1139	-0.6572	4.9985	24.0004	22.0177	3.7583	-22.3272
85.9500	35.9973	0.0001	0.0000	0.0000	0.6741	-5.1653	0.0374	10.9531	-9.6048	10.7224	1.0519	0.0123	2.9652	23.7916	23.8438	0.3844	-18.7693
85.9750	35.9973	0.0001	0.0000	0.0000	1.1318	-5.2886	0.0164	11.6560	-9.3925	9.4773	-0.6081	-2.5816	1.0028	21.8835	24.8133	-2.1980	-15.0015
86.0000	35.9973	0.0001	0.0000	0.0000	1.7721	-5.2746	0.0172	12.2686	-8.7243	8.2608	1.7473	-1.1561	-4.7688	22.2767	25.8512	-5.4588	-12.0125
86.0250	35.9973	0.0001	0.0000	0.0000	2.1894	-5.2632	0.0111	12.6631	-8.2843	8.1894	-1.1797	-1.0943	-7.1130	20.4318	26.5366	-7.9468	-7.0276
86.0500	35.9973	0.0001	0.0000	0.0000	2.5970	-5.1668	-0.0012	12.8789	-7.6849	6.7696	-0.2940	-1.5128	-10.5138	19.7083	27.1192	-11.8015	-3.5909
86.0750	35.9973	0.0001	0.0000	0.0000	3.0518	-5.0003	0.0058	13.0025	-6.8988	4.7503	1.0838	-0.9680	-13.4973	17.1787	27.0996	-15.5288	0.6944
86.1000	35.9973	0.0001	0.0000	0.0000	3.4665	-4.8008	-0.0165	13.0201	-6.0870	3.8906	2.0088	-0.5327	-16.1700	14.6442	26.8205	-18.9640	4.7560
86.1250	35.9973	0.0001	0.0000	0.0000	3.8116	-4.5854	-0.0268	12.9364	-5.3133	1.5289	0.2929	0.2468	-22.2701	12.7166	26.2918	-22.8045	8.9201
86.1500	35.9973	0.0001	0.0000	0.0000	3.9502	-4.3039	-0.0190	12.5151	-4.6147	1.7929	1.1199	0.8101	-23.3268	10.8910	25.4008	-26.1454	12.2076
86.1750	35.9973	0.0001	0.0000	0.0000	4.1889	-3.9239	-0.0400	11.9973	-3.6196	-1.1681	-0.0263	-1.0800	-26.4346	8.1768	24.4705	-28.2094	16.0733
86.2000	35.9973	0.0001	0.0000	0.0000	4.3185	-3.5059	-0.0458	11.2952	-2.6583	-1.4392	0.6457	0.5388	-27.0117	3.9430	23.0213	-30.2263	18.9971
86.2250	35.9973	0.0001	0.0000	0.0000	4.4174	-3.1100	-0.0406	10.6063	-1.7715	-2.6986	0.1594	1.4641	-29.6578	1.2094	21.6798	-31.7105	21.9301
86.2500	35.9973	0.0001	0.0000	0.0000	4.3297	-2.6289	-0.0637	9.5612	-0.9017	-4.4145	0.0910	-0.1492	-28.9474	-1.6843	19.0214	-34.0007	25.1570
86.2750	35.9973	0.0001	0.0000	0.0000	4.1707	-2.0896	-0.0617	8.3290	0.0124	-4.9960	0.6332	-0.3165	-28.2459	-5.3453	16.8867	-33.6285	27.5958
86.3000	35.9973	0.0001	0.0000	0.0000	4.0168	-1.5817	-0.0535	7.1643	0.8693	-6.4088	0.3417	1.2224	-30.2882	-7.3748	14.6787	-33.6567	29.5683
86.3250	35.9973	0.0001	0.0000	0.0000	3.7811	-1.0142	-0.0492	5.7993	1.7628	-7.3399	-0.6252	-0.4063	-29.3115	-9.5841	12.7203	-32.0687	31.3076
86.3500	35.9973	0.0001	0.0000	0.0000	3.5031	-0.4760	-0.0540	4.4503	2.5558	-8.5779	0.3273	-0.8152	-28.6100	-12.0554	9.5477	-30.4194	32.4174
86.3750	35.9973	0.0001	0.0000	0.0000	3.0832	0.1838	-0.0653	2.7174	3.4490	-10.1618	0.7520	-0.2556	-26.0261	-14.3374	7.5159	-28.4544	33.7184
86.4000	35.9973	0.0001	0.0000	0.0000	2.6384	0.7250	-0.0701	1.1957	4.0810	-8.8240	-1.0961	-0.3653	-23.1137	-17.7313	4.4315	-24.5103	33.5739
86.4250	35.9973	0.0001	0.0000	0.0000	2.2090	1.3302	-0.0670	-0.4380	4.8560	-9.3413	0.0216	-0.0772	-19.9437	-20.9213	2.1793	-21.6924	34.2640
86.4500	35.9973	0.0001	0.0000	0.0000	1.6670	1.8782	-0.0421	-2.0707	5.4046	-10.5614	-0.3292	-2.0815	-18.5585	-22.2516	-1.5024	-18.4787	34.2034
86.4750	35.9973	0.0001	0.0000	0.0000	1.1736	2.4241	-0.0643	-3.6504	5.9976	-10.8753	0.0950	0.5573	-16.8537	-24.3006	-4.5085	-16.0660	33.8956
86.5000	35.9973	0.0001	0.0000	0.0000	0.5418	2.9541	-0.0654	-5.3369	6.4204	-10.4580	-0.1695	0.4369	-13.7903	-25.1988	-9.3457	-13.3188	32.7485
86.5250	35.9973	0.0001	0.0000	0.0000	-0.0821	3.3509	-0.0449	-6.7503	6.5861	-10.6113	-0.3803	-0.9234	-7.7079	-27.0924	-12.5770	-9.6621	30.9112
86.5500	35.9973	0.0001	0.0000	0.0000	-0.8088	3.8465	-0.0570	-8.4633	6.8457	-9.5946	-1.8076	-2.4165	-6.8554	-26.3787	-17.5807	-7.1504	29.5589
86.5750	35.9973	0.0001	0.0000	0.0000	-1.3799	4.1657	-0.0543	-9.6696	6.9098	-9.7730	-2.8061	-0.5917	-3.1794	-26.3350	-21.2869	-3.4184	26.6865
86.6000	35.9973	0.0001	0.0000	0.0000	-1.9941	4.5565	-0.0451	-11.0616	7.0733	-9.9763	-1.3375	-1.1938	1.7576	-25.0774	-25.4925	-0.8220	23.7394
86.6250	35.9973	0.0001	0.0000	0.0000	-2.6360	4.7680	-0.0606	-12.1243	6.8522	-10.2724	0.6746	0.0615	3.9862	-23.2955	-29.5904	0.8273	21.0581
86.6500	35.9973	0.0001	0.0000	0.0000	-3.2653	4.9953	-0.0522	-13.2060	6.6753	-11.3106	0.5089	1.4437	8.0708	-21.0377	-33.0127	2.3918	17.4676
86.6750	35.9973	0.0001	0.0000	0.0000	-3.8415	5.0799	-0.0414	-13.9505	6.2676	-9.8122	-1.7275	-0.3420	11.0277	-17.6342	-35.4411	5.1626	13.8397
86.7000	35.9973	0.0001	0.0000	0.0000	-4.3926	5.1010	-0.0254	-14.5436	5.7585	-8.9810	-0.1635	0.6675	12.2529	-15.3522	-38.5059	6.2557	9.9600
86.7250	35.9973	0.0001	0.0000	0.0000	-4.8800	5.1057	-0.0229	-15.0404	5.2804	-8.9453	-1.6539	-0.1289	16.5594	-12.6186	-38.9857	9.2951	5.6420
86.7500	35.9973	0.0001	0.0000	0.0000	-5.2928	5.0391	-0.0112	-15.3206	4.7350	-7.1330	-2.1567	0.8924	18.6462	-10.7299	-39.7935	10.2093	2.0467
86.7750	35.9973	0.0001	0.0000	0.0000	-5.7421	4.9207	-0.0017	-15.5343	4.0501	-5.4955	-0.9219	1.2961	21.0348	-8.7440	-39.1864	13.4419	-2.4205
86.8000	35.9973	0.0001	0.0000	0.0000	-6.1310	4.5913	0.0066	-15.2675	3.0056	-5.0888	-0.4952	-0.2780	22.4643	-7.1369	-38.3689	14.3090	-5.4049
86.8250	35.9973	0.0001	0.0000	0.0000	-6.4093	4.3323	0.0115	-15.0306	2.2119	-3.6618	-1.0866	0.9931	24.6752	-3.7139	-36.0433	17.0043	-9.4851
86.8500	35.9973	0.0001	0.0000	0.0000	-6.6122	4.0114	0.0238	-14.5948	1.3704	-3.8758	0.1426	1.9814	25.6076	-1.3348	-33.7029	18.6489	-12.8285
86.8750	35.9973	0.0001	0.0000	0.0000	-6.7842	3.6177	0.0196	-13.9834	0.4150	-2.8235	-0.3628	0.1899	26.2646	1.6221	-29.2623	18.6630	-15.8502
86.9000	35.9973	0.0001	0.0000	0.0000	-6.8880	3.0662	0.0268	-12.9896	-0.7863	-2.4631	0.1431	-0.0977	26.8063	4.2538	-26.6283	20.3170	-19.2869
86.9250	35.9973	0.0001	0.0000	0.0000	-6.8245	2.5652	0.0462	-11.9292	-1.7197	-1.3607	0.3402	2.0923	28.1471	6.4532	-23.2404	21.9286	-22.0008
86.9500	35.9973	0.0001	0.0000	0.0000	-6.7712	1.9498	0.0399	-10.6514	-2.8910	0.7013	0.1615	0.9883	27.8630	9.6868	-20.1853	23.0642	-24.6727
86.9750	35.9973	0.0001	0.0000	0.0000	-6.5882	1.4114	0.0586	-9.3969	-3.7796	3.5731	-0.0260	-0.2646	28.9463	11.3182	-15.6958	23.9784	-27.8716
87.0000	35.9973	0.0001	0.0000	0.0000	-6.4217	0.8148	0.0442	-8.0433	-4.8002	5.1392	1.8999	1.5800	25.8029	13.6828	-13.5611	24.3507	-29.5084
87.0250	35.9973	0.0001	0.0000	0.0000	-6.1304	0.2408	0.0612	-6.6097	-5.6512	6.5020	-0.5059	1.7067	27.1260	15.3482	-8.4351	24.0774	-30.7814
87.0500	35.9973	0.0001	0.0000	0.0000	-5.8591	-0.4015	0.0769	-5.0602	-6.6581	7.1834	-1.1132	0.5734	24.9505	16.5232	-5.5955	23.8606	-31.9658
87.0750	35.9973	0.0001	0.0000	0.0000	-5.3879	-0.9785	0.0635	-3.4407	-7.3350	7.5402	2.4479	1.6432	24.1336	17.1301	-1.3996	23.2669	-33.1223
87.1000	35.9973	0.0001	0.0000	0.0000	-4.9710	-1.5662	0.0732	-1.8544	-8.0877	9.3061	1.8916	1.0097	25.1548	18.5139	1.4890	21.7825	-33.4207
87.1250	35.9973	0.0001	0.0000	0.0000	-4.5108	-2.1003	0.0686	-0.3312	-8.6903	9.0563	0.0515	0.6550	23.8229	20.1599	4.4265	20.8213	-33.8171
87.1500	35.9973	0.0001	0.0000	0.0000	-4.1125	-2.6356	0.0703	1.1323	-9.3574	9.7163	1.6449	0.3446	22.3044	20.5677	6.9773	18.7432	-34.7590
87.1750	35.9973	0.0001	0.0000	0.0000	-3.5227	-3.0419	0.0698	2.5307	-9.5760	10.6367	2.0162	0.0648	18.4242	21.9077	10.3261	15.7038	-34.5025
87.2000	35.9973	0.0001	0.0000	0.0000	-2.9941	-3.4792	0.0579	3.9296	-9.9178	9.7163	1.3979	1.3375	18.0246	22.3836	12.0447	14.1393	-32.7865
87.2250	35.9973	0.0001	0.0000	0.0000	-2.3631	-3.9254	0.0548	5.4484	-10.1746	11.9853	0.6578	0.5789	15.0855	23.7674	14.6688	10.5674	-31.6627
87.2500	35.9973	0.0001	0.0000	0.0000	-1.7700	-4.2880	0.0562	6.7632	-10.3032	11.2254	1.0516	-0.8030	12.2264	23.9712	17.5428	8.9936	-28.3706
87.2750	35.9973	0.0001	0.0000	0.0000	-1.1453	-4.4665	0.0502	7.7431	-10.0337	11.2896	-1.0722	-2.3372	10.6991	23.0196	18.9577	5.5772	-25.7732
87.3000	35.9973	0.0001	0.0000	0.0000	-0.4774	-4.7372	0.0354	8.9497	-9.9044	10.8186	0.8841	0.6336	6.4902	23.0585	21.1755	4.1871	-22.5370
87.3250	35.9973	0.0001	0.0000	0.0000	0.0827	-5.0090	0.0407	10.0507	-9.8852	9.5629	-0.1962	-1.2196	2.4501	23.4809	22.7520	2.1467	-19.3568
87.3500	35.9973	0.0001	0.0000	0.0000	0.6874	-5.0286	0.0356	10.6943	-9.3195	9.1027	0.3539	-2.8688	-0.8086	22.5875	24.6419	-1.6890	-16.2372
87.3750	35.9973	0.0001	0.0000	0.0000	1.3260	-5.1123	0.0155	11.4994	-8.8474	9.1241	1.3627	-0.4679	-3.5168	21.6310	24.9748	-4.5446	-12.4228
87.4000	35.9973	0.0001	0.0000	0.0000	1.7894	-5.0649	0.0133	11.8686	-8.2899	7.8505	-0.6066	-0.9782	-5.5768	20.5822	26.4534	-7.6877	-7.8903
87.4250	35.9973	0.0001	0.0000	0.0000	2.3768	-5.0227	0.0109	12.3719	-7.6184	7.3547	-1.3012	-2.3102	-9.3062	19.4461	26.3456	-10.7035	-4.1645
87.4500	35.9973	0.0001	0.0000	0.0000	2.7318	-4.9638	-0.0041	12.6098	-7.1462	6.1309	1.6883	-0.9897	-12.8313	18.0769	26.1743	-14.9068	-0.3594
87.4750	35.9973	0.0001	0.0000	0.0000	3.2406	-4.7300	-0.0089	12.6532	-6.1721	2.5600	-0.0209	-0.0066	-17.2799	16.2804	27.4081	-19.3316	3.4177
87.5000	35.9973	0.0001	0.0000	0.0000	3.4789	-4.5179	-0.0186	12.4694	-5.5117	2.4886	0.0375	-0.5673	-20.9116	14.2800	26.1156	-22.1165	7.7310
87.5250	35.9973	0.0001	0.0000	0.0000	3.7794	-4.2426	-0.0292	12.2223	-4.6634	1.0152	1.3710	0.1024	-22.9272	12.4787	25.4742	-26.0983	11.5175
87.5500	35.9973	0.0001	0.0000	0.0000	4.0201	-3.8862	-0.0427	11.7537	-3.7135	-0.2049	0.1380	-0.3558	-26.0883	8.2254	24.8133	-27.6439	15.6723
87.5750	35.9973	0.0001	0.0000	0.0000	4.2511	-3.5420	-0.0300	11.2996	-2.7974	-1.8067	0.2052	1.7060	-27.4912	5.3219	23.0263	-30.1320	18.6007
87.6000	35.9973	0.0001	0.0000	0.0000	4.3300	-3.0964	-0.0361	10.4917	-1.8318	-2.2633	0.7163	1.2549	-30.8032	2.3359	21.7973	-32.3138	22.0887
87.6250	35.9973	0.0001	0.0000	0.0000	4.3057	-2.6833	-0.0478	9.6455	-1.0341	-3.2586	0.1962	-0.4951	-28.4768	-1.0338	20.3237	-33.4494	24.8492
87.6500	35.9973	0.0001	0.0000	0.0000	4.2621	-2.1252	-0.0578	8.4912	0.0329	-5.1316	0.7908	1.4408	-29.4358	-3.1070	17.6211	-34.0526	27.5352
87.6750	35.9973	0.0001	0.0000	0.0000	4.0719	-1.6310	-0.0629	7.3175	0.8263	-6.2946	0.4820	1.4453	-28.8497	-6.8456	15.5257	-33.7651	29.0880
87.7000	35.9973	0.0001	0.0000	0.0000	3.9597	-1.0224	-0.0638	5.9942	1.9252	-7.2293	-0.0508	-0.7389	-28.9296	-7.8361	13.2980	-33.4824	30.9206
87.7250	35.9973	0.0001	0.0000	0.0000	3.6701	-0.4963	-0.0658	4.6578	2.6824	-8.6563	0.6740	-0.3325	-29.9152	-10.5065	10.6787	-31.6446	32.0677
87.7500	35.9973	0.0001	0.0000	0.0000	3.2289	0.1599	-0.0756	2.9108	3.5471	-10.9074	0.7252	0.9826	-25.0138	-13.8470	8.9455	-29.8116	33.8024
87.7750	35.9973	0.0001	0.0000	0.0000	2.8984	0.7331	-0.0873	1.4396	4.3573	-9.1950	-0.6689	-1.1240	-22.8739	-16.9835	5.5429	-26.3953	33.6671
87.8000	35.9973	0.0001	0.0000	0.0000	2.4392	1.2474	-0.0614	-0.0430	4.9215	-9.5090	1.3828	-0.6729	-21.9593	-19.4161	3.0753	-22.9223	34.4179
87.8250	35.9973	0.0001	0.0000	0.0000	1.9609	1.8765	-0.0777	-1.7734	5.6952	-10.0976	-1.2421	-2.4767	-18.2389	-22.4264	-0.2001	-20.2033	34.4225
87.8500	35.9973	0.0001	0.0000	0.0000	1.4011	2.3806	-0.0784	-3.3363	6.1385	-10.4865	-0.0870	0.3777	-17.0490	-24.2229	-3.0838	-16.6409	33.7138
87.8750	35.9973	0.0001	0.0000	0.0000	0.8365	2.8422	-0.0746	-4.8195	6.4925	-11.1750	0.0935	0.1905	-15.4241	-25.5970	-7.2404	-13.5261	33.3127
87.9000	35.9973	0.0001	0.0000	0.0000	0.2522	3.3848	-0.0815	-6.4836	6.9879	-10.7433	-1.5455	-2.6357	-8.2051	-27.2187	-10.3935	-11.3019	32.1283
87.9250	35.9973	0.0001	0.0000	0.0000	-0.4047	3.8111	-0.0503	-7.9889	7.1794	-11.0037	-0.5755	-0.6947	-6.9354	-26.7623	-15.4314	-7.5934	29.7828
87.9500	35.9973	0.0001	0.0000	0.0000	-0.9625	4.1610	-0.0638	-9.2430	7.3179	-10.6149	-2.6664	-0.7629	-2.8775	-27.1264	-19.4900	-5.2703	26.8264
87.9750	35.9973	0.0001	0.0000	0.0000	-1.6971	4.5328	-0.0668	-10.7174	7.3232	-10.0762	-1.2447	-1.1584	-3.0462	-25.6844	-23.8720	-1.7833	24.1824
88.0000	35.9973	0.0001	0.0000	0.0000	-2.2339	4.7939	-0.0574	-11.7738	7.3060	-10.4614	1.0339	-0.2585	1.6332	-23.8054	-27.5341	0.1582	21.5198
88.0250	35.9973	0.0001	0.0000	0.0000	-2.9112	5.0157	-0.0566	-12.8924	7.0701	-10.8218	-1.2725	0.1071	8.2306	-21.6689	-30.8829	2.5991	17.4116
88.0500	35.9973	0.0001	0.0000	0.0000	-3.5403	5.1295	-0.0437	-13.7479	6.6673	-10.3366	-0.0622	0.8519	9.9532	-18.6392	-33.9527	5.0400	14.8749
88.0750	35.9973	0.0001	0.0000	0.0000	-4.0863	5.1731	-0.0274	-14.3807	6.2081	-9.4554	-0.2037	1.0776	13.8779	-16.5757	-35.9845	6.3406	10.3750
88.1000	35.9973	0.0001	0.0000	0.0000	-4.7065	5.1777	-0.0267	-15.0101	5.5971	-8.8311	-0.2392	0.9302	15.4496	-13.7936	-37.1546	8.2113	7.1248
88.1250	35.9973	0.0001	0.0000	0.0000	-5.1941	5.1321	-0.0316	-15.4070	5.0188	-8.9525	-1.2546	2.0358	19.1700	-11.9631	-37.6491	9.7334	3.4084
88.1500	35.9973	0.0001	0.0000	0.0000	-5.6295	5.0320	-0.0250	-15.6431	4.3841	-6.2946	-1.5935	1.7294	21.3543	-9.2976	-38.7654	12.5937	-0.6625
88.1750	35.9973	0.0001	0.0000	0.0000	-5.9948	4.7619	-0.0242	-15.4709	3.4813	-5.9629	-2.0625	0.0580	19.9426	-7.7779	-36.2978	13.6257	-4.9339
88.2000	35.9973	0.0001	0.0000	0.0000	-6.2973	4.4727	0.0112	-15.1979	2.6033	-4.4574	1.0153	1.5501	22.5886	-5.3259	-35.1620	15.9159	-8.1934
88.2250	35.9973	0.0001	0.0000	0.0000	-6.5013	4.1076	0.0148	-14.6754	1.6727	-3.0518	-0.5442	0.4043	23.5476	-1.5193	-31.5585	18.2861	-12.3109
88.2500	35.9973	0.0001	0.0000	0.0000	-6.7551	3.6938	0.0350	-14.1058	0.5955	-2.5559	-1.9759	0.2839	24.1336	0.8259	-28.9245	18.5076	-15.5378
88.2750	35.9973	0.0001	0.0000	0.0000	-6.8600	3.1702	0.0182	-13.1686	-0.5513	-2.4453	0.3742	1.8728	27.1881	2.8408	-25.5806	20.7364	-18.7226
88.3000	35.9973	0.0001	0.0000	0.0000	-6.9287	2.6754	0.0422	-12.2527	-1.6047	-1.1111	0.6882	0.4684	28.6177	5.3704	-22.8291	21.4951	-22.0847
88.3250	35.9973	0.0001	0.0000	0.0000	-6.8728	2.1931	0.0269	-11.2371	-2.5085	0.2874	1.3518	1.5168	27.6143	8.1089	-18.5109	22.1406	-24.2764
88.3500	35.9973	0.0001	0.0000	0.0000	-6.7579	1.5551	0.0394	-9.8525	-3.6633	1.8571	1.0747	2.1989	28.6177	10.2598	-16.1364	22.8569	-27.2374
88.3750	35.9973	0.0001	0.0000	0.0000	-6.6654	0.9148	0.0577	-8.4859	-4.8450	4.6005	0.9589	1.6349	27.8896	12.5612	-12.2735	23.1867	-29.4338
88.4000	35.9973	0.0001	0.0000	0.0000	-6.3668	0.3285	0.0608	-7.0205	-5.7130	5.9919	2.3342	1.8400	27.1260	14.1344	-8.2392	24.3412	-30.6415
88.4250	35.9973	0.0001	0.0000	0.0000	-6.1680	-0.2532	0.0583	-5.6642	-6.6719	7.3119	0.5130	0.4922	25.6342	15.6977	-5.1059	23.4459	-31.9378
