time 	x0 	y0 	psi 	u 	WG1 	WG2 	WG3 	WG4 	x_0AW 	
s 	m 	m 	° 	m/s 	mm 	mm 	mm 	mm 	mm 	
92.3250	28.4508	0.0001	0.0000	0.3240	2.0825	-7.2152	-5.3862	-6.5911	17.8439
92.3500	28.4589	0.0001	0.0000	0.3280	0.5997	-7.3511	-5.4009	-7.0812	13.5911
92.3750	28.4671	0.0001	0.0000	0.3280	2.9972	-5.6566	-4.8966	-9.0509	14.5238
92.4000	28.4753	0.0001	0.0000	0.3280	4.3734	-4.0981	-5.1708	-9.0414	14.4818
92.4250	28.4835	0.0001	0.0000	0.3240	1.8784	-4.1369	-4.9161	-10.8697	11.2549
92.4500	28.4916	0.0001	0.0000	0.3320	4.4357	-2.3307	-4.3629	-12.5144	9.7581
92.4750	28.4999	0.0001	0.0000	0.3240	6.1316	-1.9181	-4.0643	-12.1326	8.5364
92.5000	28.5080	0.0001	0.0000	0.3280	6.2026	-0.7431	-3.0459	-13.2871	5.8178
92.5250	28.5162	0.0001	0.0000	0.3240	7.0018	-0.3740	-2.7669	-13.8714	4.0878
92.5500	28.5243	0.0001	0.0000	0.3320	6.7176	0.9029	-3.4914	-13.3767	1.8681
92.5750	28.5326	0.0001	0.0000	0.3240	8.7332	2.3644	-1.7631	-13.5558	1.6210
92.6000	28.5407	0.0001	0.0000	0.3280	8.1383	3.1995	-1.6065	-13.0940	-3.5783
92.6250	28.5489	0.0001	0.0000	0.3240	8.3692	3.8355	-2.0226	-12.8960	-4.1006
92.6500	28.5570	0.0001	0.0000	0.3320	11.6102	4.2386	-0.7889	-11.7604	-5.1078
92.6750	28.5653	0.0001	0.0000	0.3240	9.8965	4.9183	-1.0337	-10.3279	-8.2461
92.7000	28.5734	0.0001	0.0000	0.3280	8.4402	5.3990	-0.3531	-9.9461	-9.0948
92.7250	28.5816	0.0001	0.0000	0.3240	8.1116	6.2050	0.7044	-8.7728	-9.9574
92.7500	28.5897	0.0001	0.0000	0.3280	10.5535	6.6225	1.3506	-6.3554	-12.6014
92.7750	28.5979	0.0001	0.0000	0.3240	11.1395	6.9041	1.1597	-5.4507	-12.5688
92.8000	28.6060	0.0001	0.0000	0.3320	10.9620	7.3265	2.0606	-3.9428	-14.5366
92.8250	28.6143	0.0001	0.0000	0.3240	8.2448	7.7441	2.9761	-2.9957	-15.9169
92.8500	28.6224	0.0001	0.0000	0.3280	8.1561	8.2442	3.2405	-1.9165	-17.8101
92.8750	28.6306	0.0001	0.0000	0.3240	10.0651	8.2733	3.6468	0.1475	-20.2769
92.9000	28.6387	0.0001	0.0000	0.3280	10.8909	8.4530	2.4620	1.1605	-19.5121
92.9250	28.6469	0.0001	0.0000	0.3240	8.1561	8.9433	3.7888	2.3481	-20.2442
92.9500	28.6550	0.0001	0.0000	0.3280	7.7388	8.8657	4.2197	2.9181	-20.4307
92.9750	28.6632	0.0001	0.0000	0.3240	8.4668	9.2007	4.3420	3.1962	-21.7644
93.0000	28.6713	0.0001	0.0000	0.3320	7.7921	8.7152	5.3702	4.4968	-20.4914
93.0250	28.6796	0.0001	0.0000	0.3240	7.9253	9.5698	4.5624	4.7041	-22.6224
93.0500	28.6877	0.0001	0.0000	0.3280	8.6889	8.6667	4.4253	5.6089	-22.7903
93.0750	28.6959	0.0001	0.0000	0.3240	7.6144	8.4336	5.8696	6.3487	-19.7686
93.1000	28.7040	0.0001	0.0000	0.3320	5.5811	9.2444	5.4632	5.5476	-20.5053
93.1250	28.7123	0.0001	0.0000	0.3240	3.0505	8.6763	5.3898	7.4089	-22.5758
93.1500	28.7204	0.0001	0.0000	0.3280	5.7054	8.5889	5.9920	6.9849	-19.3069
93.1750	28.7286	0.0001	0.0000	0.3280	3.2813	7.7587	5.1499	6.9424	-17.6888
93.2000	28.7368	0.0001	0.0000	0.3280	2.3844	7.3265	5.4045	7.2817	-18.6308
93.2250	28.7450	0.0001	0.0000	0.3320	1.2213	6.7342	5.4338	7.3430	-15.5392
93.2500	28.7533	0.0001	0.0000	0.3240	-0.9897	5.9039	4.8905	7.7529	-13.1796
93.2750	28.7614	0.0001	0.0000	0.3240	-0.8033	5.5446	4.9198	5.6089	-11.7108
93.3000	28.7695	0.0001	0.0000	0.3320	-0.4658	4.4231	5.0863	7.0696	-9.2114
93.3250	28.7778	0.0001	0.0000	0.3240	-3.8222	3.7627	4.8023	6.3110	-5.9752
93.3500	28.7859	0.0001	0.0000	0.3320	-4.4704	3.0684	4.6310	5.1330	-5.1824
93.3750	28.7942	0.0001	0.0000	0.3240	-7.0721	2.2527	4.1903	5.3545	-2.5385
93.4000	28.8023	0.0001	0.0000	0.3280	-8.3863	1.3545	3.8183	4.4921	-1.5126
93.4250	28.8105	0.0001	0.0000	0.3240	-8.0044	0.3689	3.4950	3.4648	2.7075
93.4500	28.8186	0.0001	0.0000	0.3280	-8.9101	-0.7818	3.2062	3.0218	1.4391
93.4750	28.8268	0.0001	0.0000	0.3240	-9.7625	-1.3256	2.1536	1.0097	6.1722
93.5000	28.8349	0.0001	0.0000	0.3320	-12.7105	-3.5300	2.8292	0.5950	8.4711
93.5250	28.8432	0.0001	0.0000	0.3240	-14.2377	-4.0010	1.0471	-0.5029	11.3249
93.5500	28.8513	0.0001	0.0000	0.3280	-13.1545	-4.4768	0.5869	-2.3877	11.6280
93.5750	28.8595	0.0001	0.0000	0.3240	-13.9092	-6.1373	0.8709	-2.2417	14.7802
93.6000	28.8676	0.0001	0.0000	0.3280	-11.3431	-6.3995	-0.7692	-3.6742	14.6963
93.6250	28.8758	0.0001	0.0000	0.3240	-11.8314	-7.1909	-1.4009	-5.0125	16.0299
93.6500	28.8839	0.0001	0.0000	0.3320	-11.7781	-7.7930	-1.6555	-7.5900	18.4407
93.6750	28.8922	0.0001	0.0000	0.3240	-13.1456	-9.2399	-3.0801	-7.7691	19.2195
93.7000	28.9003	0.0001	0.0000	0.3280	-11.7781	-9.2108	-2.6885	-8.9896	21.1640
93.7250	28.9085	0.0001	0.0000	0.3240	-9.1942	-10.4440	-4.0887	-10.2148	18.6366
93.7500	28.9166	0.0001	0.0000	0.3320	-9.6027	-10.9732	-4.2944	-11.0535	22.8987
93.7750	28.9249	0.0001	0.0000	0.3240	-6.9744	-10.7693	-4.5930	-13.0091	22.0360
93.8000	28.9330	0.0001	0.0000	0.3320	-6.6547	-11.1675	-5.4156	-12.4436	21.9241
93.8250	28.9413	0.0001	0.0000	0.3240	-5.9888	-11.2889	-5.9100	-12.6745	25.5706
93.8500	28.9494	0.0001	0.0000	0.3280	-5.7491	-11.4976	-7.1585	-14.4794	22.0080
93.8750	28.9576	0.0001	0.0000	0.3240	-2.6857	-10.6819	-7.1193	-13.9421	21.4904
93.9000	28.9657	0.0001	0.0000	0.3320	-3.9465	-10.8033	-7.7852	-13.7536	21.2199
93.9250	28.9740	0.0001	0.0000	0.3240	-1.1229	-9.7643	-7.4424	-13.7206	19.2428
93.9500	28.9821	0.0001	0.0000	0.3320	-2.6413	-9.8128	-7.8684	-12.8394	19.5086
93.9750	28.9904	0.0001	0.0000	0.3240	-0.3859	-8.6913	-9.0140	-12.6038	18.0304
94.0000	28.9985	0.0001	0.0000	0.3280	0.1468	-7.9969	-8.4657	-10.6625	16.9019
94.0250	29.0067	0.0001	0.0000	0.3240	0.7596	-7.5308	-8.4902	-9.8048	15.4331
94.0500	29.0148	0.0001	0.0000	0.3320	2.7219	-6.5064	-8.9945	-8.0330	14.2626
94.0750	29.0231	0.0001	0.0000	0.3240	2.5621	-5.0595	-8.2992	-6.9539	12.5000
94.1000	29.0312	0.0001	0.0000	0.3280	3.8229	-4.7875	-8.5930	-5.2905	10.2057
94.1250	29.0394	0.0001	0.0000	0.3240	3.9561	-3.7340	-7.9271	-3.2360	10.1451
94.1500	29.0475	0.0001	0.0000	0.3280	7.4102	-1.6510	-7.2613	-2.6470	7.7203
94.1750	29.0557	0.0001	0.0000	0.3240	7.8808	-1.1654	-6.8501	-1.7281	4.7359
94.2000	29.0638	0.0001	0.0000	0.3320	7.2947	-0.7333	-6.3702	-1.3181	1.8355
94.2250	29.0721	0.0001	0.0000	0.3240	6.9396	0.3640	-5.3323	0.7741	1.0894
94.2500	29.0802	0.0001	0.0000	0.3280	8.1739	1.2282	-4.7008	1.8579	0.9448
94.2750	29.0884	0.0001	0.0000	0.3240	8.4846	2.6508	-4.0496	3.9785	-2.5385
94.3000	29.0965	0.0001	0.0000	0.3280	10.6423	2.7722	-3.1879	4.1904	-5.2198
94.3250	29.1047	0.0001	0.0000	0.3240	8.2272	3.7919	-2.6151	4.6334	-3.7649
94.3500	29.1128	0.0001	0.0000	0.3320	9.7011	5.0494	-1.6114	5.3639	-8.7217
94.3750	29.1211	0.0001	0.0000	0.3240	7.9874	4.8309	-0.5000	6.3863	-8.8150
94.4000	29.1292	0.0001	0.0000	0.3280	11.7168	6.3506	0.2197	6.9896	-9.9481
94.4250	29.1374	0.0001	0.0000	0.3240	9.8432	7.2974	1.4045	5.9104	-12.6760
94.4500	29.1455	0.0001	0.0000	0.3320	10.3315	7.5693	1.3702	7.3383	-15.2874
94.4750	29.1538	0.0001	0.0000	0.3240	9.7278	8.2490	2.3984	6.6927	-18.3090
94.5000	29.1619	0.0001	0.0000	0.3280	11.3083	9.1278	3.0446	8.1865	-18.1738
94.5250	29.1701	0.0001	0.0000	0.3240	10.4648	8.8657	3.5636	7.7058	-19.2929
94.5500	29.1782	0.0001	0.0000	0.3320	8.2448	8.6181	5.1646	7.1592	-16.7935
94.5750	29.1865	0.0001	0.0000	0.3240	10.6512	8.6763	5.5514	7.7529	-16.3505
94.6000	29.1946	0.0001	0.0000	0.3280	6.8863	9.0550	5.4975	5.8822	-19.9831
94.6250	29.2028	0.0001	0.0000	0.3280	7.4724	9.1910	6.2759	6.8624	-18.5795
94.6500	29.2110	0.0001	0.0000	0.3280	8.0584	9.1570	6.4914	5.7079	-21.7737
94.6750	29.2192	0.0001	0.0000	0.3240	7.1882	9.4046	6.9124	4.8172	-20.3841
94.7000	29.2273	0.0001	0.0000	0.3320	7.5611	9.2638	7.7104	4.5015	-22.5245
94.7250	29.2356	0.0001	0.0000	0.3240	4.9151	9.1036	7.4510	3.8842	-23.3452
94.7500	29.2437	0.0001	0.0000	0.3280	7.0817	8.7734	7.7007	3.0784	-23.6762
94.7750	29.2519	0.0001	0.0000	0.3280	3.6364	8.8512	7.7693	2.8522	-20.9064
94.8000	29.2601	0.0001	0.0000	0.3280	3.9739	7.5791	7.2650	1.0050	-21.5685
94.8250	29.2683	0.0001	0.0000	0.3240	4.9595	7.5110	8.6309	0.1380	-18.8173
94.8500	29.2764	0.0001	0.0000	0.3320	4.4800	7.2198	8.3567	-0.8845	-17.5536
94.8750	29.2847	0.0001	0.0000	0.3240	0.2179	7.0546	7.9259	-2.2229	-16.5744
94.9000	29.2928	0.0001	0.0000	0.3280	1.2390	6.3215	8.0728	-3.1747	-14.5459
94.9250	29.3010	0.0001	0.0000	0.3240	-0.2172	5.5835	8.6652	-5.5355	-9.4958
94.9500	29.3091	0.0001	0.0000	0.3280	-2.5525	5.8603	7.6028	-6.1623	-10.1766
94.9750	29.3173	0.0001	0.0000	0.3240	-2.1707	4.9426	8.1021	-8.3346	-8.3673
95.0000	29.3254	0.0001	0.0000	0.3280	-5.5449	4.4036	7.9308	-8.3911	-5.3830
95.0250	29.3336	0.0001	0.0000	0.3240	-7.3651	3.6607	7.4020	-10.1488	-4.0307
95.0500	29.3417	0.0001	0.0000	0.3320	-8.2885	3.2189	7.2747	-10.9404	-0.4401
95.0750	29.3500	0.0001	0.0000	0.3240	-6.9566	1.8886	6.4523	-12.5897	1.2013
95.1000	29.3581	0.0001	0.0000	0.3280	-8.1377	1.1603	5.7276	-13.2447	3.0199
95.1250	29.3663	0.0001	0.0000	0.3240	-11.1389	0.8204	5.4437	-13.8102	4.2976
95.1500	29.3744	0.0001	0.0000	0.3320	-11.8669	-0.5683	5.1548	-13.9092	6.8250
95.1750	29.3827	0.0001	0.0000	0.3240	-13.0746	-1.6461	4.2148	-14.3520	9.4037
95.2000	29.3908	0.0001	0.0000	0.3280	-12.7461	-2.5736	3.7937	-13.9468	13.8429
95.2250	29.3990	0.0001	0.0000	0.3240	-14.2555	-3.6708	2.9467	-13.8008	12.9709
95.2500	29.4071	0.0001	0.0000	0.3320	-12.2843	-4.3942	2.0263	-13.9139	15.0041
95.2750	29.4154	0.0001	0.0000	0.3240	-12.5241	-5.7392	2.0948	-12.2457	16.6594
95.3000	29.4235	0.0001	0.0000	0.3320	-11.9202	-5.9674	-0.0300	-11.7133	20.0355
95.3250	29.4318	0.0001	0.0000	0.3240	-13.1722	-7.1473	-0.6469	-9.8330	19.8210
95.3500	29.4399	0.0001	0.0000	0.3280	-10.8991	-8.3369	-2.0862	-8.8623	20.8282
95.3750	29.4481	0.0001	0.0000	0.3280	-9.6560	-8.6378	-2.5416	-7.7503	19.2614
95.4000	29.4563	0.0001	0.0000	0.3280	-10.2597	-9.0602	-3.4767	-5.7240	19.6905
95.4250	29.4645	0.0001	0.0000	0.3240	-10.0467	-10.4829	-4.6615	-4.6826	23.5841
95.4500	29.4726	0.0001	0.0000	0.3320	-9.3719	-10.3469	-5.8023	-4.0323	22.5536
95.4750	29.4809	0.0001	0.0000	0.3240	-5.9001	-10.5509	-6.5318	-2.0437	22.4557
95.5000	29.4890	0.0001	0.0000	0.3280	-6.5926	-9.9876	-7.6480	-1.7893	22.6095
95.5250	29.4972	0.0001	0.0000	0.3240	-5.0032	-10.3712	-7.3494	-0.5783	20.9541
95.5500	29.5053	0.0001	0.0000	0.3320	-4.8167	-11.1480	-9.1315	0.9627	19.9096
95.5750	29.5136	0.0001	0.0000	0.3240	-3.6535	-10.1187	-9.0092	2.9983	20.7210
95.6000	29.5217	0.0001	0.0000	0.3280	-2.5968	-11.5413	-9.1364	3.6204	20.1661
95.6250	29.5299	0.0001	0.0000	0.3240	-2.0641	-10.0119	-10.1303	4.2282	17.1118
95.6500	29.5380	0.0001	0.0000	0.3280	0.7063	-9.4584	-10.9332	4.9680	17.7506
95.6750	29.5462	0.0001	0.0000	0.3240	0.2622	-9.3321	-10.8745	5.1377	13.8429
95.7000	29.5543	0.0001	0.0000	0.3280	1.1058	-8.1135	-11.3641	6.2262	14.9901
95.7250	29.5625	0.0001	0.0000	0.3240	1.7540	-7.2686	-10.5318	5.7644	13.3626
95.7500	29.5706	0.0001	0.0000	0.3320	3.8674	-6.5307	-10.1303	7.4089	11.2596
95.7750	29.5789	0.0001	0.0000	0.3240	4.6220	-5.1905	-10.2919	6.3204	9.9073
95.8000	29.5870	0.0001	0.0000	0.3280	4.1160	-4.3457	-10.2576	7.1451	6.7784
95.8250	29.5952	0.0001	0.0000	0.3240	5.3324	-3.3844	-9.4400	7.0649	5.4074
95.8500	29.6033	0.0001	0.0000	0.3280	6.8596	-2.0394	-8.7693	6.6644	3.3976
95.8750	29.6115	0.0001	0.0000	0.3240	7.1616	-1.5004	-7.3445	7.0980	0.1195
95.9000	29.6196	0.0001	0.0000	0.3320	8.2448	-0.9421	-6.1548	6.6456	0.3620
95.9250	29.6279	0.0001	0.0000	0.3240	7.1260	-0.2575	-5.2393	5.7314	-0.8225
95.9500	29.6360	0.0001	0.0000	0.3280	9.6389	1.1311	-4.1328	6.0188	-3.0141
95.9750	29.6442	0.0001	0.0000	0.3280	7.7032	2.1459	-2.4584	6.0000	-5.0472
96.0000	29.6524	0.0001	0.0000	0.3280	8.9019	3.4519	-2.4486	4.9115	-7.2249
96.0250	29.6606	0.0001	0.0000	0.3240	9.4169	5.0154	-0.2552	4.0869	-8.4326
96.0500	29.6687	0.0001	0.0000	0.3320	9.3193	5.3019	0.2735	3.7335	-9.2533
96.0750	29.6770	0.0001	0.0000	0.3240	12.2761	6.1807	1.0667	2.1689	-10.2745
96.1000	29.6851	0.0001	0.0000	0.3280	8.4313	6.9138	2.8928	1.1323	-11.7481
96.1250	29.6933	0.0001	0.0000	0.3240	8.6090	7.7052	3.8133	0.1945	-15.1521
96.1500	29.7014	0.0001	0.0000	0.3320	10.6778	7.8412	4.4008	-0.3851	-18.0619
96.1750	29.7097	0.0001	0.0000	0.3240	10.8110	7.7393	4.7289	-2.1663	-19.4095
96.2000	29.7178	0.0001	0.0000	0.3280	8.2272	8.0743	5.5758	-3.5187	-19.6660
96.2250	29.7260	0.0001	0.0000	0.3240	10.1362	9.3172	6.2808	-4.5836	-18.9525
96.2500	29.7341	0.0001	0.0000	0.3320	9.3814	8.7783	6.9418	-5.8842	-18.9992
96.2750	29.7424	0.0001	0.0000	0.3240	7.6677	8.8754	7.4559	-6.4921	-19.2743
96.3000	29.7505	0.0001	0.0000	0.3280	8.9285	9.3610	7.6224	-8.3723	-22.5897
96.3250	29.7587	0.0001	0.0000	0.3240	6.2470	9.3123	8.4694	-10.3702	-24.1239
96.3500	29.7668	0.0001	0.0000	0.3320	8.3692	9.1327	8.4595	-10.9122	-21.6245
96.3750	29.7751	0.0001	0.0000	0.3240	5.6343	8.9628	9.0128	-12.1185	-23.1074
96.4000	29.7832	0.0001	0.0000	0.3280	7.2770	9.2541	8.7925	-12.2740	-21.0369
96.4250	29.7914	0.0001	0.0000	0.3240	4.5066	8.4433	8.9295	-13.4615	-23.2239
96.4500	29.7995	0.0001	0.0000	0.3320	4.2669	8.3996	9.4780	-14.4557	-20.7105
96.4750	29.8078	0.0001	0.0000	0.3240	5.8297	8.0937	8.9932	-14.9600	-20.2815
96.5000	29.8159	0.0001	0.0000	0.3280	3.0415	7.9335	8.7043	-14.0741	-18.8266
96.5250	29.8241	0.0001	0.0000	0.3240	2.4022	7.2440	9.3261	-15.2993	-18.8546
96.5500	29.8322	0.0001	0.0000	0.3280	-0.4747	7.3702	9.3751	-14.4228	-15.3713
96.5750	29.8404	0.0001	0.0000	0.3280	-1.0874	6.8993	9.1890	-12.8065	-13.7812
96.6000	29.8486	0.0001	0.0000	0.3280	-1.9398	6.6760	9.0128	-11.4211	-10.1346
96.6250	29.8568	0.0001	0.0000	0.3240	-1.7178	6.1176	8.4546	-11.0677	-9.4818
96.6500	29.8649	0.0001	0.0000	0.3320	-3.1741	5.4184	8.6847	-9.0932	-7.1969
96.6750	29.8732	0.0001	0.0000	0.3240	-6.2019	4.8988	7.8084	-8.1696	-4.7488
96.7000	29.8813	0.0001	0.0000	0.3280	-6.2374	3.9618	7.4803	-6.7560	-3.1027
96.7250	29.8895	0.0001	0.0000	0.3240	-6.5038	3.3452	7.7937	-4.5554	-0.7105
96.7500	29.8976	0.0001	0.0000	0.3320	-8.4928	2.7091	6.6628	-4.2443	2.2179
96.7750	29.9059	0.0001	0.0000	0.3240	-10.3841	1.8448	6.2711	-2.6658	5.0857
96.8000	29.9140	0.0001	0.0000	0.3280	-12.0446	1.0583	5.5220	-1.8034	7.3566
96.8250	29.9222	0.0001	0.0000	0.3240	-11.1832	-0.1119	5.6395	-0.9694	8.9933
96.8500	29.9303	0.0001	0.0000	0.3320	-12.0623	-0.7625	3.7398	1.5423	9.3757
96.8750	29.9386	0.0001	0.0000	0.3240	-14.4154	-1.4082	3.9357	2.2113	13.3440
96.9000	29.9467	0.0001	0.0000	0.3320	-11.5295	-1.9568	2.5159	3.7429	14.7149
96.9250	29.9550	0.0001	0.0000	0.3240	-11.7781	-3.0251	2.0753	3.9738	16.5009
96.9500	29.9631	0.0001	0.0000	0.3320	-12.9857	-4.4040	0.6848	4.3178	17.2377
96.9750	29.9714	0.0001	0.0000	0.3240	-11.4585	-5.5984	0.1561	6.1272	19.0096
97.0000	29.9795	0.0001	0.0000	0.3280	-10.6682	-6.8754	-1.6799	5.9293	18.7159
97.0250	29.9877	0.0001	0.0000	0.3240	-10.0822	-6.2830	-2.9284	6.2922	19.2708
97.0500	29.9958	0.0001	0.0000	0.3320	-10.9169	-7.8221	-3.5453	7.0649	20.7350
97.0750	30.0041	0.0001	0.0000	0.3240	-7.7647	-8.4630	-5.0826	5.9198	20.7816
97.1000	30.0122	0.0001	0.0000	0.3280	-8.3863	-9.5944	-6.2136	7.0037	21.2852
97.1250	30.0204	0.0001	0.0000	0.3240	-6.6903	-9.5361	-8.0692	5.8728	22.5816
97.1500	30.0285	0.0001	0.0000	0.3320	-6.7258	-11.0121	-8.1818	7.2864	23.6028
97.1750	30.0368	0.0001	0.0000	0.3240	-4.6480	-10.3081	-9.0777	6.3487	21.9147
97.2000	30.0449	0.0001	0.0000	0.3280	-3.1918	-10.3177	-10.5464	6.7209	20.1101
97.2250	30.0531	0.0001	0.0000	0.3240	-3.1208	-11.5754	-10.5416	6.0472	21.1080
97.2500	30.0612	0.0001	0.0000	0.3280	-1.3981	-11.1529	-10.7619	5.4723	19.5459
97.2750	30.0694	0.0001	0.0000	0.3240	-0.4481	-11.6579	-11.2123	5.7644	16.4776
97.3000	30.0775	0.0001	0.0000	0.3280	-1.3981	-10.0604	-10.8305	4.2423	18.0864
97.3250	30.0857	0.0001	0.0000	0.3280	-0.5102	-9.3515	-11.5746	4.3131	17.3496
97.3500	30.0939	0.0001	0.0000	0.3280	0.6796	-9.8031	-11.1879	4.5581	15.1906
97.3750	30.1021	0.0001	0.0000	0.3240	2.6154	-8.2785	-11.0263	3.2574	14.2626
97.4000	30.1102	0.0001	0.0000	0.3280	4.7552	-8.0697	-11.2515	1.9428	12.3834
97.4250	30.1184	0.0001	0.0000	0.3240	4.6398	-6.3704	-10.8305	0.8778	9.4037
97.4500	30.1265	0.0001	0.0000	0.3280	3.8851	-5.2779	-9.4498	0.3784	8.7182
97.4750	30.1347	0.0001	0.0000	0.3280	5.7764	-4.6856	-8.9700	-0.5783	6.8063
97.5000	30.1429	0.0001	0.0000	0.3280	7.3747	-3.4183	-7.4131	-2.6611	4.2183
97.5250	30.1511	0.0001	0.0000	0.3240	7.8897	-2.6366	-6.4975	-2.9250	2.8800
97.5500	30.1592	0.0001	0.0000	0.3320	9.8787	-1.3548	-5.6848	-5.3753	1.5184
97.5750	30.1675	0.0001	0.0000	0.3240	9.1772	-0.9324	-3.9860	-6.2424	1.5744
97.6000	30.1756	0.0001	0.0000	0.3280	8.0762	0.2523	-2.9039	-7.2319	-2.8089
97.6250	30.1838	0.0001	0.0000	0.3240	9.8610	1.2768	-1.8170	-8.9425	-3.4431
97.6500	30.1919	0.0001	0.0000	0.3320	7.7298	2.2381	-1.0875	-9.4891	-5.7793
97.6750	30.2002	0.0001	0.0000	0.3240	10.8466	2.9908	0.8170	-11.9158	-6.5021
97.7000	30.2083	0.0001	0.0000	0.3280	9.0973	3.7045	0.8072	-12.2693	-7.7844
97.7250	30.2165	0.0001	0.0000	0.3240	9.3370	4.2968	3.1572	-13.0656	-11.1279
97.7500	30.2246	0.0001	0.0000	0.3320	9.4436	4.7727	2.9271	-13.6546	-10.6056
97.7750	30.2329	0.0001	0.0000	0.3240	11.4503	5.3504	3.8966	-14.4039	-14.2801
97.8000	30.2410	0.0001	0.0000	0.3280	10.1629	6.1661	5.2821	-14.0929	-17.0920
97.8250	30.2492	0.0001	0.0000	0.3240	9.8698	6.5837	5.5367	-15.5961	-16.8961
97.8500	30.2573	0.0001	0.0000	0.3320	10.7488	7.1906	6.3690	-14.2861	-17.4883
97.8750	30.2656	0.0001	0.0000	0.3240	10.9798	7.5693	7.3629	-13.7395	-18.5981
97.9000	30.2737	0.0001	0.0000	0.3280	7.4812	8.0791	7.2355	-12.5238	-20.2629
97.9250	30.2819	0.0001	0.0000	0.3240	8.1383	8.2782	8.4399	-12.0573	-20.0950
97.9500	30.2900	0.0001	0.0000	0.3320	7.3125	8.6229	7.9602	-10.3138	-21.3634
97.9750	30.2983	0.0001	0.0000	0.3240	8.2981	8.9725	8.1267	-8.9425	-23.9234
98.0000	30.3064	0.0001	0.0000	0.3280	9.2927	8.5015	8.2882	-8.2639	-21.6058
98.0250	30.3146	0.0001	0.0000	0.3240	7.4191	8.6326	8.9687	-6.2612	-24.0306
98.0500	30.3227	0.0001	0.0000	0.3320	5.0927	8.4433	8.9442	-4.2727	-22.2680
98.0750	30.3310	0.0001	0.0000	0.3240	6.5844	8.5598	8.6946	-4.3245	-21.7457
98.1000	30.3391	0.0001	0.0000	0.3280	3.2013	8.6424	8.8415	-2.0674	-19.9458
98.1250	30.3473	0.0001	0.0000	0.3240	5.6787	8.7783	8.2589	-1.3228	-20.1323
98.1500	30.3554	0.0001	0.0000	0.3280	3.1304	8.5647	9.3261	0.8259	-19.4562
98.1750	30.3636	0.0001	0.0000	0.3240	1.5765	8.4773	8.4546	1.2595	-18.5329
98.2000	30.3717	0.0001	0.0000	0.3320	1.3811	8.0888	8.4595	2.2303	-16.4251
98.2250	30.3800	0.0001	0.0000	0.3240	-1.0252	7.7295	9.0568	3.9879	-15.3993
98.2500	30.3881	0.0001	0.0000	0.3280	-2.3127	7.0401	7.9503	5.1377	-11.7574
98.2750	30.3963	0.0001	0.0000	0.3240	-2.7212	6.5302	8.8659	5.0481	-10.7362
98.3000	30.4044	0.0001	0.0000	0.3320	-4.1152	6.0641	8.2050	5.7644	-8.7917
98.3250	30.4127	0.0001	0.0000	0.3240	-6.2374	5.7340	7.2551	5.1895	-4.5436
98.3500	30.4208	0.0001	0.0000	0.3320	-7.8801	5.1902	6.6676	5.9623	-3.3032
98.3750	30.4291	0.0001	0.0000	0.3240	-8.1199	4.9086	6.2808	7.5598	-1.5033
98.4000	30.4372	0.0001	0.0000	0.3280	-6.6192	3.7433	5.9871	6.5325	-0.5334
98.4250	30.4454	0.0001	0.0000	0.3280	-8.2885	3.0247	5.1646	6.3110	3.0339
98.4500	30.4536	0.0001	0.0000	0.3280	-9.4784	2.3304	4.5036	5.5146	5.9110
98.4750	30.4618	0.0001	0.0000	0.3240	-11.4851	1.2185	3.0887	5.8492	7.3659
98.5000	30.4699	0.0001	0.0000	0.3320	-12.5241	0.2474	3.1719	6.0000	9.2451
98.5250	30.4782	0.0001	0.0000	0.3240	-12.7371	-0.4517	2.1585	5.8633	11.0544
98.5500	30.4863	0.0001	0.0000	0.3320	-11.4674	-1.0393	1.1450	5.3449	13.0502
98.5750	30.4946	0.0001	0.0000	0.3240	-11.9202	-2.3259	0.4645	5.0905	13.7357
98.6000	30.5027	0.0001	0.0000	0.3280	-13.7938	-3.4329	-0.3482	5.6842	16.8273
98.6250	30.5109	0.0001	0.0000	0.3240	-12.7371	-4.4428	-1.9345	4.2518	17.6573
98.6500	30.5190	0.0001	0.0000	0.3320	-12.0001	-4.8070	-2.7669	2.9465	19.4759
98.6750	30.5273	0.0001	0.0000	0.3240	-11.7160	-5.9966	-3.5110	3.0312	20.4272
98.7000	30.5354	0.0001	0.0000	0.3280	-10.1088	-7.2055	-5.3714	3.0077	20.9821
98.7250	30.5436	0.0001	0.0000	0.3240	-9.1676	-7.2104	-6.1597	1.5658	22.4044
98.7500	30.5517	0.0001	0.0000	0.3280	-9.7537	-8.7544	-7.0116	0.9532	23.0292
98.7750	30.5599	0.0001	0.0000	0.3240	-7.0455	-10.2110	-7.7411	-0.0081	21.9427
98.8000	30.5680	0.0001	0.0000	0.3280	-8.3951	-10.3566	-8.4706	-1.4453	21.3085
98.8250	30.5762	0.0001	0.0000	0.3240	-4.6480	-10.8907	-10.1157	-3.0475	21.5977
98.8500	30.5843	0.0001	0.0000	0.3280	-3.5736	-10.7402	-10.1597	-4.4705	23.3790
98.8750	30.5925	0.0001	0.0000	0.3240	-3.8400	-11.2986	-10.7962	-5.3988	20.6930
98.9000	30.6006	0.0001	0.0000	0.3320	-2.0996	-11.0703	-10.4927	-6.1246	20.9588
98.9250	30.6089	0.0001	0.0000	0.3240	-0.8210	-11.7987	-11.1780	-7.7550	19.8257
