time 	x0 	y0 	psi 	u 	v 	WG1 	WG2 	WG3 	WG4 	x_0WM 	
s 	m 	m 	° 	m/s 	m/s 	mm 	mm 	mm 	mm 	mm 	
5.7500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.9306	0.5106	-0.8404	-0.4964	-0.7495
5.7750	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.0140	0.4378	-0.0081	0.4508	1.4608
5.8000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.1705	0.0445	-0.2137	0.4366	-0.1853
5.8250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.5487	-0.4265	0.7116	0.1492	-0.1759
5.8500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.0639	-0.7227	-0.3801	0.6581	-0.1013
5.8750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.8808	-0.3051	0.1094	0.0549	-0.6283
5.9000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.4777	0.1319	-0.3410	0.5780	0.1831
5.9250	14.9979	0.0001	0.0000	0.0000	-0.0000	1.1081	-0.0672	-0.2871	-0.4493	-0.1153
5.9500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.6056	0.2727	-0.0815	0.5921	-0.2552
5.9750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.2238	0.3941	-0.1354	0.1633	-0.1853
6.0000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.0284	0.0493	0.4424	1.2142	-1.5422
6.0250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.6731	-0.3585	-0.4193	-0.1524	-0.3904
6.0500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.7565	-0.4848	0.7753	-1.0241	0.2484
6.0750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.5168	0.3115	-0.5858	0.2670	-1.9153
6.1000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.9039	0.3746	0.1339	-0.9299	0.5935
6.1250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.4724	0.2047	-0.0521	-0.7461	1.7406
6.1500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.0604	-0.5382	0.1976	0.5309	-0.8474
6.1750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.6944	-0.5090	-0.0962	-0.5435	-0.1759
6.2000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.0426	-0.6256	0.0311	-0.0534	0.0386
6.2250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.6322	0.0008	-0.4095	0.2811	-0.8008
6.2500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.4901	0.3504	0.0556	0.0220	0.4489
6.2750	14.9979	0.0001	0.0000	0.0000	-0.0000	1.3479	0.2290	0.3249	0.4932	-0.4091
6.3000	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.5290	0.7679	-0.9089	-0.0252	-0.6935
6.3250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.0160	0.0250	0.9271	0.0078	0.3230
6.3500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.5257	-0.1158	-0.1990	-0.2938	0.0339
6.3750	14.9979	0.0001	0.0000	0.0000	-0.0000	1.3390	-0.3051	0.1241	-0.3315	0.3184
6.4000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.2238	0.3892	0.3640	-0.0864	0.6215
6.4250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.4901	0.6368	0.3396	0.7194	2.5053
6.4500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.2291	-0.6061	-0.0521	-0.5482	-0.8241
6.4750	14.9979	0.0001	0.0000	0.0000	-0.0000	1.5077	-0.8004	0.6235	-0.4775	0.1132
6.5000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.0107	-0.8004	0.3836	-0.7603	-0.1853
6.5250	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.3870	0.1513	0.8096	0.1539	0.7380
6.5500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.1137	-0.1109	-0.1598	-0.8404	-1.0806
6.5750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.6766	-0.0187	-0.6641	-0.7650	-0.0314
6.6000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.3303	0.0153	-0.5760	0.5450	-0.6236
6.6250	14.9979	0.0001	0.0000	0.0000	-0.0000	1.1792	0.0979	0.0458	-0.7791	-1.4956
6.6500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.1403	-0.1400	0.0850	0.4037	-0.0314
6.6750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.7832	0.1076	-0.5613	0.2529	0.4070
6.7000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.7885	0.8310	-0.2969	0.4319	-0.6609
6.7250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.8631	0.1513	-0.2822	-0.4917	-1.7894
6.7500	14.9979	0.0001	0.0000	0.0000	-0.0000	1.0904	-0.1983	-0.0570	0.7005	1.0551
6.7750	14.9979	0.0001	0.0000	0.0000	-0.0000	1.7119	-0.7227	-0.5515	-0.0204	-0.8801
6.8000	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.4491	-0.7470	-0.1990	0.1680	-0.7635
6.8250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.1616	0.0202	0.4032	-0.0440	0.7007
6.8500	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.0495	0.2678	-0.5613	-1.1514	1.5308
6.8750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.4280	0.2338	0.2465	-0.3267	1.2090
6.9000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.3978	0.3164	0.3151	0.9031	1.3536
6.9250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.5665	0.7679	0.0556	-0.0629	0.5795
6.9500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.7885	-0.1352	-0.3655	0.3330	0.3930
6.9750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.4191	0.0396	0.2172	-0.4822	0.1272
7.0000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.4014	0.6805	-0.5270	-0.0958	0.3743
7.0250	14.9979	0.0001	0.0000	0.0000	-0.0000	1.3301	0.2872	0.1388	0.2057	-1.6681
7.0500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.3392	-0.5333	-0.4291	0.0455	-0.2972
7.0750	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.5734	-0.6693	-0.3606	-0.2985	-0.6143
7.1000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.4955	0.5154	-0.0227	0.0832	1.3955
7.1250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.8364	-0.3342	-0.6494	-0.1948	-0.5070
7.1500	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.0762	-0.0478	0.2906	-1.2221	0.4816
7.1750	14.9979	0.0001	0.0000	0.0000	-0.0000	1.1348	-0.4216	-0.6494	-0.2278	-0.6702
7.2000	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.0318	-0.4216	-0.1011	-0.4587	-1.9059
7.2250	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.2804	0.2144	0.7459	0.2953	-0.2832
7.2500	14.9979	0.0001	0.0000	0.0000	-0.0000	1.0282	-0.0575	-0.6739	0.3801	0.0386
7.2750	14.9979	0.0001	0.0000	0.0000	-0.0000	0.0337	-0.4314	-0.0227	0.3754	-0.0780
7.3000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.1403	-0.1740	-0.0472	0.1445	1.3069
7.3250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.9572	-0.4799	-0.6641	-0.6990	-0.1013
7.3500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.3268	0.2630	0.6823	0.5356	-0.7355
7.3750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.7121	0.3698	0.2221	-0.1618	0.3836
7.4000	14.9979	0.0001	0.0000	0.0000	-0.0000	1.3923	-0.1352	-0.0472	0.6016	-0.3951
7.4250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.7565	0.1901	0.3836	0.2387	-0.0780
7.4500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.3037	-0.7178	0.1878	-0.0157	0.1551
7.4750	14.9979	0.0001	0.0000	0.0000	-0.0000	0.6375	-0.1595	-0.4438	-0.0534	-1.3370
7.5000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.7654	0.3843	-0.1941	-0.4681	-0.3112
7.5250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.7974	0.1561	0.4717	-0.3409	0.4256
7.5500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.8862	0.6611	-0.0179	-0.5859	-0.1386
7.5750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.2948	0.5300	0.3298	0.7476	-0.0640
7.6000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.4014	0.6902	0.5648	0.2576	-0.3112
7.6250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.3268	0.2969	0.5060	-0.6236	0.5189
7.6500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.5221	0.3261	-0.2480	-0.2985	-0.2272
7.6750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.4724	0.1222	-0.0325	-0.1194	0.3277
7.7000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.8542	-0.1303	-0.4732	0.3094	0.1551
7.7250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.3925	-0.5625	-0.1158	0.6534	-0.1153
7.7500	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.5290	-0.7615	0.5158	0.3942	-2.1204
7.7750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.5345	-0.0818	-0.6201	-0.3032	0.1505
7.8000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.1847	0.0590	-0.3606	0.1963	-0.4790
7.8250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.6766	-0.0235	-0.0472	0.2105	-0.5443
7.8500	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.2449	-0.4799	0.0850	0.0502	0.1971
7.8750	14.9979	0.0001	0.0000	0.0000	-0.0000	1.3301	-0.3779	-0.4095	-0.2890	-0.4044
7.9000	14.9979	0.0001	0.0000	0.0000	-0.0000	-2.3726	0.4717	0.7165	0.2906	-0.3158
7.9250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.8329	0.4669	0.5109	-0.4021	0.1924
7.9500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.5221	0.7873	-0.9677	0.2953	0.5608
7.9750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.0195	-0.3925	-0.3948	0.0078	-0.3764
8.0000	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.5113	-0.7518	-0.1549	-0.6236	0.1645
8.0250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.2557	-0.1400	-0.2773	-0.4257	0.6121
8.0500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.2468	0.2678	-0.2235	0.3424	0.3277
8.0750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.1705	-0.7664	0.5599	0.3141	-0.1246
8.1000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.9164	-0.8878	0.7949	0.5215	-0.4604
8.1250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.7618	-0.1060	-0.1745	0.6958	-1.0992
8.1500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.8897	0.1222	-0.0472	0.4649	-0.6329
8.1750	14.9979	0.0001	0.0000	0.0000	-0.0000	0.2646	0.2193	0.0360	0.5309	0.9992
8.2000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.9750	0.6708	0.1241	0.0361	0.4256
8.2250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.4191	-0.0332	0.3983	-0.1241	0.2111
8.2500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.1314	0.1124	0.3542	1.0115	-0.8055
8.2750	14.9979	0.0001	0.0000	0.0000	-0.0000	0.4866	-0.2323	0.0899	-0.0063	1.1670
8.3000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.8151	0.9427	0.1927	0.3330	0.1971
8.3250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.0337	0.3601	0.8096	-0.3833	0.1645
8.3500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.9483	-0.2808	0.2416	-0.0864	0.0665
8.3750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.8098	-0.6401	-0.0325	-0.0110	-0.6049
8.4000	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.1028	-0.3682	-0.3606	0.2293	0.0386
8.4250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.5931	0.4669	-0.7131	-0.1901	-1.2111
8.4500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.3445	-0.1740	0.5060	-0.7697	0.5329
8.4750	14.9979	0.0001	0.0000	0.0000	-0.0000	0.9661	-0.3974	0.1290	0.1162	0.8779
8.5000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.6908	-0.0623	0.3689	0.4319	0.6821
8.5250	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.2360	-0.4993	0.3542	0.0644	0.9106
8.5500	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.6445	0.0979	-0.4830	-0.0676	0.2810
8.5750	14.9979	0.0001	0.0000	0.0000	-0.0000	1.0637	0.1464	0.7655	0.4037	-0.7915
8.6000	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.1295	-0.3342	1.0739	-0.0864	0.7987
8.6250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.9785	-0.2663	-0.0913	-0.2513	-0.4044
8.6500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.5487	0.0493	0.1143	0.5686	-1.3650
8.6750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.7476	0.1756	-0.1794	0.4272	-0.4184
8.7000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.2557	0.0202	0.2221	-0.0487	-0.8521
8.7250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.8364	-0.0284	0.5305	0.3565	1.3675
8.7500	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.3958	0.5834	-0.7327	0.1633	0.0386
8.7750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.1439	0.3795	-0.1990	0.2529	-0.1806
8.8000	14.9979	0.0001	0.0000	0.0000	-0.0000	1.4012	0.0639	0.2612	-0.2042	-0.4371
8.8250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.8187	0.6854	0.2269	-0.5482	-0.1153
8.8500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.1403	0.0639	0.5795	0.5026	-0.3764
8.8750	14.9979	0.0001	0.0000	0.0000	-0.0000	0.4067	0.5786	-0.3850	-0.8639	0.0059
8.9000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.5310	0.4620	0.6480	-0.0487	-0.5583
8.9250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.3179	0.6999	-0.2773	0.2906	0.1085
8.9500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.0249	0.1173	-0.2186	-0.7603	-1.1692
8.9750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.3214	-0.0041	0.3102	0.1963	-0.0407
9.0000	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.5734	0.3504	0.0409	-0.1006	-0.3252
9.0250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.7263	-0.1692	-0.6494	0.3518	0.4489
9.0500	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.2804	-0.4751	0.1584	-0.6095	0.7427
9.0750	14.9979	0.0001	0.0000	0.0000	-0.0000	0.9039	-0.0672	0.5843	0.2387	0.0199
9.1000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.5132	0.3989	-0.5809	0.4743	-0.1386
9.1250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.9572	0.2921	0.1192	0.3518	-0.2226
9.1500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.2113	-0.0187	-0.2871	-0.6330	0.0526
9.1750	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.1827	-0.6353	-0.2626	0.9126	-0.0454
9.2000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.8595	0.2484	-0.2871	-0.3315	-0.0034
9.2250	14.9979	0.0001	0.0000	0.0000	-0.0000	1.7741	0.4183	0.0262	0.5827	-0.7681
9.2500	14.9979	0.0001	0.0000	0.0000	-0.0000	2.9817	-0.0235	-0.6347	0.6675	-0.0547
9.2750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.1794	-0.1497	-0.5858	-0.0063	0.3230
9.3000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.7832	0.1659	-0.5368	-1.0006	-0.0127
9.3250	14.9979	0.0001	0.0000	0.0000	-0.0000	1.4012	-0.1109	0.0115	-0.0063	1.9691
9.3500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.4546	-0.2129	-0.1109	-0.6425	-0.5163
9.3750	14.9979	0.0001	0.0000	0.0000	-0.0000	1.6675	-0.4702	0.3347	-0.3974	0.6774
9.4000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.0551	-0.6207	-0.6152	-0.0676	-0.2272
9.4250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.4422	0.3406	-0.9775	0.3895	0.9292
9.4500	14.9979	0.0001	0.0000	0.0000	-0.0000	1.1703	-0.2323	0.4081	-1.1043	0.5189
9.4750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.1172	-0.0818	-0.1354	-0.5152	-0.7915
9.5000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.7920	-0.4508	0.0311	0.1162	0.3603
9.5250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.9483	0.3552	0.3689	0.5215	0.3370
9.5500	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.5290	-0.4411	0.3249	0.8655	-1.3650
9.5750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.5789	0.0445	-0.6690	0.7335	0.6494
9.6000	14.9979	0.0001	0.0000	0.0000	-0.0000	1.4811	0.1076	0.3151	0.3660	-0.4837
9.6250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.9572	-0.2663	0.3102	-0.3739	0.3277
9.6500	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.2982	-0.4799	0.3004	-0.0440	-0.5350
9.6750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.2149	0.2532	-0.1794	-0.5576	0.4303
9.7000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.2238	-0.4411	0.2808	0.1869	-1.3790
9.7250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.6908	0.2727	0.6480	-0.2796	0.8080
9.7500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.0817	-0.5139	-1.0509	-0.7414	1.0318
9.7750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.0995	0.7048	0.0360	0.4178	0.2484
9.8000	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.0939	-0.1012	0.0164	0.1680	0.9665
9.8250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.6589	0.3309	0.3787	-0.0440	-0.3158
9.8500	14.9979	0.0001	0.0000	0.0000	-0.0000	1.1081	-0.3585	0.0703	-0.3974	-1.1319
9.8750	14.9979	0.0001	0.0000	0.0000	-0.0000	0.5399	-0.2808	-0.0962	0.3801	0.4769
9.9000	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.1650	0.7533	0.6725	-0.3503	0.8126
9.9250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.2149	0.3455	0.3787	-0.3739	-0.0967
9.9500	14.9979	0.0001	0.0000	0.0000	-0.0000	1.7741	-0.1109	0.2906	-0.7037	-0.2132
9.9750	14.9979	0.0001	0.0000	0.0000	-0.0000	0.3534	-0.4216	-1.0509	-0.0534	-0.4138
10.0000	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.0229	0.5106	-0.0032	0.3801	-0.0360
10.0250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.2859	0.0785	0.2808	0.3094	0.2437
10.0500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.8009	-0.5382	-0.4585	-0.0204	0.1272
10.0750	14.9979	0.0001	0.0000	0.0000	-0.0000	0.8773	0.6125	0.0654	0.4979	-0.5443
10.1000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.4813	-0.2080	-0.4340	0.2764	-0.7448
10.1250	14.9979	0.0001	0.0000	0.0000	-0.0000	1.0194	0.4086	0.8830	-0.3644	0.1551
10.1500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.0995	0.4863	0.2710	0.4178	0.0199
10.1750	14.9979	0.0001	0.0000	0.0000	-0.0000	0.7441	0.8844	-0.8551	-0.6048	-1.5702
10.2000	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.1650	0.1367	0.2808	0.5639	-0.5676
10.2250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.6145	0.0396	0.3983	-0.6896	0.5049
10.2500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.2060	0.3115	-0.4634	0.2764	-0.1480
10.2750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.9785	0.8650	-0.1109	0.2246	-0.5909
10.3000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.6553	0.3115	-0.1598	0.5969	0.2018
10.3250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.9696	-0.5722	0.2857	0.0597	-1.5562
10.3500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.8009	-0.4022	-0.3067	-0.0063	0.8919
10.3750	14.9979	0.0001	0.0000	0.0000	-0.0000	0.3623	-0.0187	0.0115	0.6958	0.0899
10.4000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.1794	-0.0235	0.4277	0.4743	-0.7915
10.4250	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.1705	-0.3148	-0.5662	-0.0346	-0.0827
10.4500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.8986	-0.4896	-0.7082	0.8560	-0.4464
10.4750	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.1261	0.7776	-0.1745	1.0398	-0.0780
10.5000	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.1206	0.0785	-0.0521	0.0408	0.3044
10.5250	14.9979	0.0001	0.0000	0.0000	-0.0000	1.3568	-0.0721	-0.3263	0.6440	0.3090
10.5500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.5701	-0.2808	-0.2088	0.3094	0.8966
10.5750	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.4846	0.3892	-0.3704	0.2434	-0.2739
10.6000	14.9979	0.0001	0.0000	-0.0040	-0.0000	1.1348	0.3941	0.0801	-0.7461	-0.4091
10.6250	14.9978	0.0001	0.0000	0.0040	-0.0000	0.9217	-0.0187	0.1682	0.8466	-1.0153
10.6500	14.9979	0.0001	0.0000	-0.0040	-0.0000	1.0993	-0.6596	-0.2969	-0.2608	-0.5676
10.6750	14.9978	0.0001	0.0000	0.0040	-0.0000	-1.1739	-0.0818	0.6235	-0.4728	1.4748
10.7000	14.9979	0.0001	0.0000	0.0000	-0.0000	0.3445	-0.0963	-0.2578	-0.6189	0.1458
10.7250	14.9979	0.0001	0.0000	0.0000	-0.0000	0.2291	-0.4605	-0.5515	0.0879	-0.7122
10.7500	14.9979	0.0001	0.0000	0.0000	-0.0000	1.3568	-0.8198	0.1045	0.7241	0.1039
10.7750	14.9979	0.0001	0.0000	-0.0040	-0.0000	-0.4813	-0.1012	0.3053	0.1539	1.2603
10.8000	14.9978	0.0001	0.0000	0.0000	-0.0000	-0.8720	-0.8683	0.3200	-0.2985	-1.5003
10.8250	14.9978	0.0001	0.0000	0.0000	-0.0000	-0.8098	-0.2517	0.3542	0.1303	0.1458
10.8500	14.9978	0.0001	0.0000	0.0000	-0.0000	-0.6322	-0.0284	0.2269	-0.2938	-0.0733
10.8750	14.9978	0.0001	0.0000	0.0000	-0.0000	1.1703	-0.3828	0.0164	-0.1524	-0.4417
10.9000	14.9978	0.0001	0.0000	0.0000	-0.0000	0.8240	-0.2177	-0.9432	-0.1194	0.7707
10.9250	14.9978	0.0001	0.0000	0.0000	-0.0000	-0.8098	0.5640	-0.8844	-0.6849	1.7080
10.9500	14.9978	0.0001	0.0000	0.0000	-0.0000	-1.0939	0.7097	0.3151	0.2717	0.0899
10.9750	14.9978	0.0001	0.0000	0.0000	-0.0000	-0.5967	-0.0235	-0.4977	0.1021	-0.6236
11.0000	14.9978	0.0001	0.0000	0.0000	-0.0000	1.0282	-0.0478	0.8585	0.3188	-0.3858
11.0250	14.9978	0.0001	0.0000	0.0000	-0.0000	0.7352	-0.7615	0.0409	0.8513	0.2950
11.0500	14.9978	0.0001	0.0000	0.0000	-0.0000	-0.9785	-0.9509	-0.7963	0.1775	-0.4091
11.0750	14.9978	0.0001	0.0000	0.0000	-0.0000	0.5221	-0.3342	-0.2675	0.2811	-2.4655
11.1000	14.9978	0.0001	0.0000	0.0000	-0.0000	0.2024	-0.2614	-0.1011	-0.4351	0.8639
11.1250	14.9978	0.0001	0.0000	0.0000	-0.0000	1.5965	-0.4896	-0.2675	-0.3739	0.2064
11.1500	14.9978	0.0001	0.0000	0.0000	-0.0000	0.1936	-0.4896	0.5158	-0.1194	0.5142
11.1750	14.9978	0.0001	0.0000	0.0000	-0.0000	-0.7210	0.0882	0.1584	-0.4822	1.0598
11.2000	14.9978	0.0001	0.0000	0.0000	-0.0000	-0.1527	-0.2129	-0.1109	-0.6990	-0.9267
11.2250	14.9978	0.0001	0.0000	0.0000	-0.0000	0.3800	-0.2177	0.7753	0.1398	-0.4091
11.2500	14.9978	0.0001	0.0000	0.0000	-0.0000	1.1437	-0.3828	0.2025	0.3377	-0.9873
11.2750	14.9978	0.0001	0.0000	0.0000	-0.0000	0.9927	-0.3828	0.1584	-0.0723	0.2531
11.3000	14.9978	0.0001	0.0000	0.0000	-0.0000	0.3356	-0.0235	-0.1500	0.6016	-0.4231
11.3250	14.9978	0.0001	0.0000	0.0000	-0.0000	0.1847	-0.2517	-0.9726	0.0974	-0.0594
11.3500	14.9978	0.0001	0.0000	0.0000	-0.0000	1.9250	-0.1837	0.2514	0.6063	0.0945
11.3750	14.9978	0.0001	0.0000	0.0000	-0.0000	0.3445	-0.8635	0.1192	0.8937	1.0738
11.4000	14.9978	0.0001	0.0000	0.0000	-0.0000	1.1437	-0.3731	0.5648	0.3518	-0.9220
11.4250	14.9978	0.0001	0.0000	0.0040	-0.0000	-0.8187	0.0299	-0.5368	-0.1854	-1.2111
11.4500	14.9979	0.0001	0.0000	0.0000	-0.0000	0.6464	0.1513	-0.5956	-0.2042	-0.5024
11.4750	14.9979	0.0001	0.0000	0.0000	-0.0000	1.5699	0.9621	0.5207	-1.9100	-1.2158
11.5000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.5434	0.3649	-0.1011	-0.6472	0.5095
11.5250	14.9979	0.0001	0.0000	0.0000	-0.0000	-1.3958	0.0882	-0.1500	-0.4917	-0.0687
11.5500	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.2859	0.2047	0.0654	0.3000	-0.0687
11.5750	14.9979	0.0001	0.0000	0.0000	-0.0000	1.1525	0.7776	-0.3801	0.1398	-0.0547
11.6000	14.9979	0.0001	0.0000	0.0000	-0.0000	-0.7388	0.1222	0.0507	0.9079	-1.1179
11.6250	14.9979	0.0001	0.0000	0.0000	-0.0000	1.0016	0.4766	0.3444	-0.0534	-0.6656
11.6500	14.9979	0.0001	0.0000	0.0040	-0.0000	0.5487	0.4038	0.4375	0.4743	0.7613
