time 	x0 	y0 	psi 	u 	WG1 	WG2 	WG3 	WG4 	x_0AW 	
s 	m 	m 	° 	m/s 	mm 	mm 	mm 	mm 	mm 	
116.7750	36.4426	0.0001	0.0000	0.3280	12.8930	28.6594	19.6195	-24.8329	-30.0514
116.8000	36.4508	0.0001	0.0000	0.3240	8.0981	28.7953	21.0687	-27.5047	-26.4002
116.8250	36.4589	0.0001	0.0000	0.3320	3.7206	27.7612	22.3710	-29.8985	-25.0012
116.8500	36.4672	0.0001	0.0000	0.3240	1.1011	27.1882	22.7088	-32.6598	-21.0003
116.8750	36.4753	0.0001	0.0000	0.3280	-3.3563	26.3337	22.8264	-33.6636	-17.7968
116.9000	36.4835	0.0001	0.0000	0.3240	-6.7659	24.6731	23.0516	-34.2856	-12.5275
116.9250	36.4916	0.0001	0.0000	0.3320	-10.9304	23.9837	22.3710	-33.2394	-11.0073
116.9500	36.4999	0.0001	0.0000	0.3240	-13.9405	21.8667	22.4004	-31.7598	-5.9012
116.9750	36.5080	0.0001	0.0000	0.3280	-17.8031	20.0800	21.2205	-29.0833	-2.4832
117.0000	36.5162	0.0001	0.0000	0.3240	-20.7155	17.7543	20.2659	-27.5283	1.7695
117.0250	36.5243	0.0001	0.0000	0.3280	-22.6601	14.5546	19.7077	-23.7302	4.5627
117.0500	36.5325	0.0001	0.0000	0.3240	-26.3628	12.2240	19.4580	-18.6363	10.7879
117.0750	36.5406	0.0001	0.0000	0.3280	-26.9666	8.5195	17.6318	-14.9513	13.3247
117.1000	36.5488	0.0001	0.0000	0.3240	-28.8845	5.0770	16.1777	-10.9130	17.0598
117.1250	36.5569	0.0001	0.0000	0.3320	-31.5750	0.7800	14.0871	-6.8746	23.0658
117.1500	36.5652	0.0001	0.0000	0.3240	-32.2853	-2.0798	13.1569	-2.1388	25.8077
117.1750	36.5733	0.0001	0.0000	0.3280	-31.8414	-6.1000	11.4874	2.1069	25.5746
117.2000	36.5815	0.0001	0.0000	0.3280	-31.8680	-9.6833	9.0492	5.4809	27.8082
117.2250	36.5897	0.0001	0.0000	0.3280	-32.4452	-13.2180	6.0578	9.4250	29.3843
117.2500	36.5979	0.0001	0.0000	0.3240	-29.9323	-17.2916	3.2182	12.2852	30.3076
117.2750	36.6060	0.0001	0.0000	0.3280	-28.0321	-21.0740	1.8424	16.6252	32.4760
117.3000	36.6142	0.0001	0.0000	0.3240	-27.6592	-23.3025	-1.4476	19.0238	33.4272
117.3250	36.6223	0.0001	0.0000	0.3320	-26.0609	-26.6672	-4.3950	21.0029	33.0822
117.3500	36.6306	0.0001	0.0000	0.3240	-22.1096	-29.5271	-7.0976	23.1093	34.3738
117.3750	36.6387	0.0001	0.0000	0.3280	-19.8365	-31.1488	-9.9813	23.9669	35.1246
117.4000	36.6469	0.0001	0.0000	0.3240	-14.4112	-33.8435	-13.1343	25.5879	34.2526
117.4250	36.6550	0.0001	0.0000	0.3320	-10.4687	-33.7172	-15.9152	25.5267	32.3174
117.4500	36.6633	0.0001	0.0000	0.3240	-4.1732	-33.7658	-18.8968	25.6020	30.5967
117.4750	36.6714	0.0001	0.0000	0.3280	-0.1775	-32.0568	-21.0559	24.9706	28.9180
117.5000	36.6796	0.0001	0.0000	0.3240	1.3498	-30.9692	-24.9433	23.8962	29.8320
117.5250	36.6877	0.0001	0.0000	0.3320	5.5675	-28.4055	-25.3643	23.0291	23.3596
117.5500	36.6960	0.0001	0.0000	0.3240	9.4479	-25.3418	-26.7596	20.5835	19.0090
117.5750	36.7041	0.0001	0.0000	0.3280	11.5877	-21.2439	-28.1354	20.0652	16.8546
117.6000	36.7123	0.0001	0.0000	0.3240	16.0541	-17.6607	-28.1795	18.5148	13.3899
117.6250	36.7204	0.0001	0.0000	0.3280	19.0198	-14.8591	-28.2088	16.6865	9.7014
117.6500	36.7286	0.0001	0.0000	0.3280	21.4083	-11.6788	-27.4304	14.7686	5.1503
117.6750	36.7368	0.0001	0.0000	0.3280	22.2608	-8.8578	-27.2199	11.8093	3.2291
117.7000	36.7450	0.0001	0.0000	0.3240	25.9546	-5.2310	-24.1403	8.4260	0.9022
117.7250	36.7531	0.0001	0.0000	0.3320	26.9047	-2.0555	-23.4500	6.2772	-5.3090
117.7500	36.7614	0.0001	0.0000	0.3240	27.1089	0.6004	-20.1453	2.2247	-10.5224
117.7750	36.7695	0.0001	0.0000	0.3280	26.3897	3.8680	-18.6568	-2.2095	-13.2456
117.8000	36.7777	0.0001	0.0000	0.3280	28.9558	7.3930	-15.1857	-5.5929	-14.9383
117.8250	36.7859	0.0001	0.0000	0.3280	26.6561	9.5147	-11.9495	-9.2495	-19.3216
117.8500	36.7941	0.0001	0.0000	0.3240	29.0446	12.0638	-9.7855	-13.7356	-24.4463
117.8750	36.8022	0.0001	0.0000	0.3320	26.7982	14.8168	-6.3632	-18.2311	-25.9618
117.9000	36.8105	0.0001	0.0000	0.3240	26.5229	15.7879	-3.5480	-21.4637	-28.1302
117.9250	36.8186	0.0001	0.0000	0.3280	26.5850	17.7203	0.2512	-26.3832	-30.7508
117.9500	36.8268	0.0001	0.0000	0.3240	27.7393	18.1282	2.9048	-28.5885	-30.6016
117.9750	36.8349	0.0001	0.0000	0.3280	24.9512	19.7984	6.3271	-30.9446	-30.7695
118.0000	36.8431	0.0001	0.0000	0.3240	22.6426	21.2065	8.0553	-33.6824	-33.6979
118.0250	36.8512	0.0001	0.0000	0.3280	22.7581	22.2746	10.5866	-33.3478	-31.6834
118.0500	36.8594	0.0001	0.0000	0.3240	21.1509	22.0950	13.3821	-33.7295	-34.4626
118.0750	36.8675	0.0001	0.0000	0.3280	18.3983	23.1194	14.5180	-33.6824	-33.3342
118.1000	36.8757	0.0001	0.0000	0.3240	16.5513	23.2991	16.7310	-31.1096	-33.4647
118.1250	36.8838	0.0001	0.0000	0.3320	14.3049	24.6877	18.2535	-28.2917	-32.2197
118.1500	36.8921	0.0001	0.0000	0.3240	11.0461	24.4595	18.8704	-24.4182	-29.6830
118.1750	36.9002	0.0001	0.0000	0.3280	8.9417	24.7023	21.8570	-21.0725	-29.0675
118.2000	36.9084	0.0001	0.0000	0.3240	5.6031	23.8089	22.1262	-17.6043	-25.1365
118.2250	36.9165	0.0001	0.0000	0.3320	0.8170	24.2070	22.2242	-13.2031	-22.9355
118.2500	36.9248	0.0001	0.0000	0.3240	-1.2252	23.9691	24.0847	-8.7218	-19.3123
118.2750	36.9329	0.0001	0.0000	0.3320	-6.5440	24.8674	23.7174	-4.1462	-14.6305
118.3000	36.9412	0.0001	0.0000	0.3240	-8.2311	23.7506	24.6770	0.3917	-10.8488
118.3250	36.9493	0.0001	0.0000	0.3320	-14.5621	22.5902	25.6318	4.0342	-6.9131
118.3500	36.9576	0.0001	0.0000	0.3240	-15.5033	21.6483	25.3723	8.0961	-1.8444
118.3750	36.9657	0.0001	0.0000	0.3280	-21.6300	21.0365	25.3282	10.3439	-0.1377
118.4000	36.9739	0.0001	0.0000	0.3280	-22.5535	18.8127	24.4274	14.6602	4.1244
118.4250	36.9821	0.0001	0.0000	0.3280	-25.5104	15.2538	23.3992	17.5300	8.4004
118.4500	36.9903	0.0001	0.0000	0.3240	-28.8756	13.9186	23.0222	19.6552	12.5273
118.4750	36.9984	0.0001	0.0000	0.3320	-28.2097	10.2091	22.1948	21.0029	15.4604
118.5000	37.0067	0.0001	0.0000	0.3240	-31.2020	7.4852	20.3295	23.2224	19.3214
118.5250	37.0148	0.0001	0.0000	0.3280	-30.8646	4.4507	18.3907	23.7784	24.3995
118.5500	37.0230	0.0001	0.0000	0.3280	-32.7116	0.4838	16.8729	24.5559	27.8782
118.5750	37.0312	0.0001	0.0000	0.3280	-30.6072	-3.2985	14.2242	24.9988	26.2228
118.6000	37.0394	0.0001	0.0000	0.3240	-31.3530	-7.8091	12.3736	24.1695	29.9299
118.6250	37.0475	0.0001	0.0000	0.3280	-31.3530	-11.1156	9.3332	24.4758	31.4314
118.6500	37.0557	0.0001	0.0000	0.3240	-28.4672	-15.5242	5.3577	22.7606	32.0936
118.6750	37.0638	0.0001	0.0000	0.3320	-25.9632	-19.5979	2.8314	21.5024	34.4018
118.7000	37.0721	0.0001	0.0000	0.3240	-24.9776	-23.2977	0.0700	20.4280	33.2873
118.7250	37.0802	0.0001	0.0000	0.3280	-23.6457	-27.2256	-4.5615	18.6609	34.0801
118.7500	37.0884	0.0001	0.0000	0.3240	-19.5523	-30.3428	-8.1061	16.6252	33.3946
118.7750	37.0965	0.0001	0.0000	0.3280	-15.3790	-31.9208	-12.8699	14.5095	34.6909
118.8000	37.1047	0.0001	0.0000	0.3240	-9.9715	-32.8044	-16.2823	12.4314	32.3407
118.8250	37.1128	0.0001	0.0000	0.3320	-6.7482	-33.0958	-19.8075	10.7916	31.8278
118.8500	37.1211	0.0001	0.0000	0.3240	-1.6603	-33.4453	-23.3325	6.5976	29.2538
118.8750	37.1292	0.0001	0.0000	0.3280	2.6550	-32.5714	-25.7266	4.0295	27.3932
118.9000	37.1374	0.0001	0.0000	0.3240	5.6652	-30.3622	-28.4144	0.5048	23.5368
118.9250	37.1455	0.0001	0.0000	0.3280	7.8762	-28.5949	-31.3618	-2.3226	21.0421
118.9500	37.1537	0.0001	0.0000	0.3240	12.9019	-25.9778	-31.7780	-6.5918	16.6588
118.9750	37.1618	0.0001	0.0000	0.3320	14.3404	-23.9580	-33.2810	-10.0978	14.4252
119.0000	37.1701	0.0001	0.0000	0.3240	19.4638	-21.2827	-34.6079	-14.2445	8.3258
119.0250	37.1782	0.0001	0.0000	0.3320	20.1475	-18.5831	-33.9469	-18.2358	6.4979
119.0500	37.1865	0.0001	0.0000	0.3240	22.9712	-15.4029	-31.4891	-22.6700	0.1002
119.0750	37.1946	0.0001	0.0000	0.3280	24.5428	-11.1253	-29.6678	-27.1182	-0.9630
119.1000	37.2028	0.0001	0.0000	0.3240	24.5073	-8.8336	-27.5479	-29.4272	-5.0899
119.1250	37.2109	0.0001	0.0000	0.3320	26.7982	-4.5900	-24.4733	-31.6939	-9.7156
119.1500	37.2192	0.0001	0.0000	0.3240	28.1744	-0.8562	-21.7560	-32.8154	-11.9446
119.1750	37.2273	0.0001	0.0000	0.3280	28.2366	1.8773	-19.0485	-33.2913	-16.4864
119.2000	37.2355	0.0001	0.0000	0.3240	27.3220	5.0673	-15.9201	-33.2489	-19.4242
119.2250	37.2436	0.0001	0.0000	0.3320	27.1178	7.9222	-13.3545	-32.2216	-22.4878
119.2500	37.2519	0.0001	0.0000	0.3240	28.5296	10.9277	-8.8796	-29.3047	-24.6235
119.2750	37.2600	0.0001	0.0000	0.3320	27.5440	14.1711	-5.6729	-26.5623	-27.4867
119.3000	37.2683	0.0001	0.0000	0.3240	27.9258	16.7638	-1.8540	-23.0281	-30.3218
119.3250	37.2764	0.0001	0.0000	0.3280	26.0790	19.6284	1.7200	-20.2573	-30.8814
119.3500	37.2846	0.0001	0.0000	0.3240	24.5161	22.3766	4.2365	-14.7723	-32.0985
119.3750	37.2927	0.0001	0.0000	0.3320	24.0277	24.8868	6.9880	-10.5124	-33.1103
119.4000	37.3010	0.0001	0.0000	0.3240	24.5161	26.8727	9.8130	-7.0348	-34.0243
119.4250	37.3091	0.0001	0.0000	0.3280	20.5737	27.5232	12.1092	-2.1765	-32.8259
119.4500	37.3173	0.0001	0.0000	0.3280	17.3149	28.8536	15.2768	1.4566	-34.9429
119.4750	37.3255	0.0001	0.0000	0.3280	15.8143	30.4121	17.6660	5.4479	-36.4445
119.5000	37.3337	0.0001	0.0000	0.3240	13.8608	30.6597	20.0161	8.9726	-31.7254
119.5250	37.3418	0.0001	0.0000	0.3280	11.9696	31.3007	22.6648	11.3759	-33.5347
119.5500	37.3500	0.0001	0.0000	0.3240	7.9295	32.1358	23.8839	14.8063	-29.6084
119.5750	37.3581	0.0001	0.0000	0.3280	4.4132	31.1502	24.3931	17.0116	-25.8406
119.6000	37.3663	0.0001	0.0000	0.3240	1.2077	31.7911	26.4788	19.8249	-24.5116
119.6250	37.3744	0.0001	0.0000	0.3320	-0.3372	30.8346	27.9181	20.8710	-19.4055
119.6500	37.3827	0.0001	0.0000	0.3240	-5.0434	29.6936	28.7358	22.4778	-16.2113
119.6750	37.3908	0.0001	0.0000	0.3280	-8.5508	27.5039	29.2254	23.1988	-10.7322
119.7000	37.3990	0.0001	0.0000	0.3240	-12.2534	25.0179	29.6562	24.1836	-7.1043
119.7250	37.4071	0.0001	0.0000	0.3320	-16.4623	23.2845	29.8227	24.5700	-2.9169
119.7500	37.4154	0.0001	0.0000	0.3240	-18.0162	20.2063	30.2633	23.7077	-0.1283
119.7750	37.4235	0.0001	0.0000	0.3280	-22.2783	16.7687	29.3820	23.3355	4.0824
119.8000	37.4317	0.0001	0.0000	0.3240	-25.4926	13.4136	28.1091	21.2668	6.9922
119.8250	37.4398	0.0001	0.0000	0.3320	-27.0377	9.2574	27.4285	20.8379	11.1983
119.8500	37.4481	0.0001	0.0000	0.3240	-30.2431	6.6647	26.3759	20.4280	15.7681
119.8750	37.4562	0.0001	0.0000	0.3320	-30.4562	1.4160	23.7174	17.2048	17.9598
119.9000	37.4645	0.0001	0.0000	0.3240	-31.4507	-2.2934	21.9745	16.6535	21.6716
119.9250	37.4726	0.0001	0.0000	0.3320	-30.4828	-6.7797	19.5314	15.1597	24.8891
119.9500	37.4809	0.0001	0.0000	0.3240	-30.5805	-9.7124	17.1813	12.1911	27.0714
119.9750	37.4890	0.0001	0.0000	0.3280	-30.6781	-14.4124	13.8815	9.9999	29.7900
120.0000	37.4972	0.0001	0.0000	0.3280	-30.1010	-19.0638	9.1765	7.2244	29.7993
120.0250	37.5054	0.0001	0.0000	0.3280	-28.2541	-23.4725	6.0970	3.5300	32.4433
120.0500	37.5136	0.0001	0.0000	0.3240	-27.3484	-26.8421	2.1068	0.8346	33.2967
120.0750	37.5217	0.0001	0.0000	0.3280	-25.0220	-30.4593	-1.9618	-2.6808	34.4718
120.1000	37.5299	0.0001	0.0000	0.3240	-21.6656	-32.4548	-5.6190	-6.6296	33.8329
120.1250	37.5380	0.0001	0.0000	0.3320	-19.9962	-33.5522	-10.1037	-10.4653	32.9516
120.1500	37.5463	0.0001	0.0000	0.3240	-15.4944	-35.2467	-16.1991	-14.8147	34.5510
120.1750	37.5544	0.0001	0.0000	0.3280	-11.3300	-35.3146	-19.4402	-19.4609	34.2852
120.2000	37.5626	0.0001	0.0000	0.3240	-7.4408	-34.5232	-24.0864	-23.8574	31.5667
120.2250	37.5707	0.0001	0.0000	0.3280	-1.3051	-34.0183	-27.9543	-25.8555	32.9796
120.2500	37.5789	0.0001	0.0000	0.3240	2.5041	-31.5178	-30.5491	-29.5215	24.5440
120.2750	37.5870	0.0001	0.0000	0.3280	3.7828	-28.9493	-33.3740	-30.9541	26.1575
120.3000	37.5952	0.0001	0.0000	0.3240	6.4910	-25.8758	-36.5418	-32.9190	21.2706
120.3250	37.6033	0.0001	0.0000	0.3320	11.8718	-21.9430	-39.2590	-33.5929	18.3561
120.3500	37.6116	0.0001	0.0000	0.3240	16.3915	-19.0978	-39.7633	-32.0284	15.2459
120.3750	37.6197	0.0001	0.0000	0.3280	19.1441	-14.2231	-40.8599	-30.8221	9.7294
120.4000	37.6279	0.0001	0.0000	0.3240	20.0854	-11.4846	-39.2834	-27.3350	7.9201
120.4250	37.6360	0.0001	0.0000	0.3320	21.8346	-7.5129	-38.4756	-24.6020	1.9887
120.4500	37.6443	0.0001	0.0000	0.3240	22.8290	-4.6872	-35.8024	-21.7416	-0.7952
120.4750	37.6524	0.0001	0.0000	0.3280	24.6227	-0.7543	-32.1599	-16.9823	-5.2484
120.5000	37.6606	0.0001	0.0000	0.3240	26.5850	2.8921	-28.8649	-13.6366	-8.1535
120.5250	37.6687	0.0001	0.0000	0.3280	26.4963	5.0867	-25.4916	-8.9621	-9.0069
120.5500	37.6769	0.0001	0.0000	0.3240	27.4552	8.4563	-21.3055	-5.7484	-15.4279
120.5750	37.6850	0.0001	0.0000	0.3320	28.2100	10.6412	-17.6972	-1.6441	-18.8973
120.6000	37.6933	0.0001	0.0000	0.3240	27.4464	13.4767	-13.6973	2.0080	-21.5739
120.6250	37.7014	0.0001	0.0000	0.3280	28.5029	15.3218	-10.1477	4.7457	-25.0712
120.6500	37.7096	0.0001	0.0000	0.3240	28.3521	16.5113	-5.6337	8.9820	-26.8618
120.6750	37.7177	0.0001	0.0000	0.3320	28.0768	18.4291	-1.5652	11.2628	-29.2866
120.7000	37.7260	0.0001	0.0000	0.3240	25.7238	19.8663	2.1900	14.2880	-30.8254
120.7250	37.7341	0.0001	0.0000	0.3320	23.7436	20.0946	5.1961	16.1258	-30.8161
120.7500	37.7424	0.0001	0.0000	0.3240	24.0011	21.4298	9.5682	18.7645	-33.6559
120.7750	37.7505	0.0001	0.0000	0.3280	23.7969	21.6920	12.4372	20.2395	-31.5296
120.8000	37.7587	0.0001	0.0000	0.3240	21.7725	20.9588	15.6832	21.4317	-34.4067
120.8250	37.7668	0.0001	0.0000	0.3320	19.7745	21.9687	18.5229	23.0056	-32.0612
120.8500	37.7751	0.0001	0.0000	0.3240	18.1052	21.8619	21.3772	23.4014	-33.7026
120.8750	37.7832	0.0001	0.0000	0.3280	16.9598	22.2988	23.2964	23.7925	-35.5445
120.9000	37.7914	0.0001	0.0000	0.3280	14.3670	23.1777	26.7236	23.8490	-29.7529
120.9250	37.7996	0.0001	0.0000	0.3280	10.3712	22.4105	27.6587	22.6663	-28.7643
120.9500	37.8078	0.0001	0.0000	0.3240	5.6919	23.0758	29.8619	21.9595	-27.7478
120.9750	37.8159	0.0001	0.0000	0.3280	1.7672	22.2891	31.7027	20.7343	-24.6049
121.0000	37.8241	0.0001	0.0000	0.3240	0.2399	21.9882	32.4714	20.5647	-22.0728
121.0250	37.8322	0.0001	0.0000	0.3320	-5.2032	22.1192	33.2302	18.6044	-17.8947
121.0500	37.8405	0.0001	0.0000	0.3240	-6.3042	22.0658	34.4787	16.8985	-11.7814
121.0750	37.8486	0.0001	0.0000	0.3280	-11.1257	21.0559	33.9255	14.7120	-8.2374
121.1000	37.8568	0.0001	0.0000	0.3240	-17.1016	20.4004	34.5424	11.7056	-4.6096
121.1250	37.8649	0.0001	0.0000	0.3320	-19.3392	18.8953	33.9989	10.3298	-0.7439
121.1500	37.8732	0.0001	0.0000	0.3240	-21.3371	17.7835	32.6819	7.2997	3.6208
121.1750	37.8813	0.0001	0.0000	0.3280	-24.9509	16.4725	31.6342	2.9692	7.7056
121.2000	37.8895	0.0001	0.0000	0.3240	-25.2973	13.2534	29.7541	-0.5743	10.2657
121.2250	37.8976	0.0001	0.0000	0.3280	-29.8258	10.9423	27.8349	-4.0378	12.9982
121.2500	37.9058	0.0001	0.0000	0.3240	-29.5061	8.4660	24.7554	-8.5286	17.6846
121.2750	37.9139	0.0001	0.0000	0.3280	-29.7103	5.0381	22.6501	-13.3256	20.8229
121.3000	37.9221	0.0001	0.0000	0.3240	-31.0689	1.8142	18.5376	-17.5384	21.8768
121.3250	37.9302	0.0001	0.0000	0.3320	-31.3619	-1.7691	15.2964	-20.5117	24.8891
121.3500	37.9385	0.0001	0.0000	0.3240	-29.7192	-4.5317	11.8987	-24.3476	27.1927
121.3750	37.9466	0.0001	0.0000	0.3280	-30.9179	-8.3724	7.3650	-26.9816	31.0117
121.4000	37.9548	0.0001	0.0000	0.3280	-28.3606	-13.0820	3.7225	-29.7195	32.8677
121.4250	37.9630	0.0001	0.0000	0.3280	-28.3429	-16.6798	-1.6190	-30.7279	33.2827
121.4500	37.9712	0.0001	0.0000	0.3240	-25.6702	-20.7486	-6.1673	-31.6231	34.7795
121.4750	37.9793	0.0001	0.0000	0.3320	-22.4115	-22.7101	-10.6814	-31.8117	32.4200
121.5000	37.9876	0.0001	0.0000	0.3240	-21.5058	-26.1235	-15.7144	-29.9504	31.1516
121.5250	37.9957	0.0001	0.0000	0.3280	-17.5899	-28.9250	-20.4977	-28.1455	35.2878
121.5500	38.0039	0.0001	0.0000	0.3240	-10.6285	-31.5906	-24.8258	-25.7046	32.2102
121.5750	38.0120	0.0001	0.0000	0.3320	-6.6950	-32.0810	-29.3692	-22.4438	32.7604
121.6000	38.0203	0.0001	0.0000	0.3240	-3.1698	-31.9256	-34.6030	-20.7332	29.8879
121.6250	38.0284	0.0001	0.0000	0.3280	0.1422	-31.0468	-38.1720	-16.5723	27.7802
121.6500	38.0366	0.0001	0.0000	0.3240	4.6263	-29.8039	-40.9481	-12.7555	26.0036
121.6750	38.0447	0.0001	0.0000	0.3320	8.5777	-28.3763	-43.2981	-9.4898	22.0400
121.7000	38.0530	0.0001	0.0000	0.3240	11.0727	-25.7156	-44.1745	-6.1112	18.2815
121.7250	38.0611	0.0001	0.0000	0.3280	14.0030	-23.2152	-43.9639	-1.4414	14.4718
121.7500	38.0693	0.0001	0.0000	0.3240	16.0984	-20.2242	-42.8232	1.8383	11.1144
121.7750	38.0774	0.0001	0.0000	0.3320	19.7835	-18.1802	-40.6445	5.0944	7.0901
121.8000	38.0857	0.0001	0.0000	0.3240	21.1242	-17.0343	-39.7584	7.5825	4.8145
121.8250	38.0938	0.0001	0.0000	0.3280	23.4950	-13.8638	-35.4500	10.7067	-1.2335
121.8500	38.1020	0.0001	0.0000	0.3240	26.4252	-10.1251	-31.9738	13.4493	-3.2573
121.8750	38.1101	0.0001	0.0000	0.3280	24.8003	-7.9547	-27.8074	16.1729	-8.8576
121.9000	38.1183	0.0001	0.0000	0.3240	26.1233	-3.9637	-23.0779	18.2274	-10.0187
121.9250	38.1264	0.0001	0.0000	0.3320	26.0257	-1.8710	-19.0584	19.9190	-14.5653
121.9500	38.1347	0.0001	0.0000	0.3240	27.1178	1.6005	-14.8674	21.3469	-16.3419
121.9750	38.1428	0.0001	0.0000	0.3320	28.9647	5.0575	-11.4403	22.8265	-20.5200
122.0000	38.1511	0.0001	0.0000	0.3240	29.1778	7.4075	-6.0597	24.2779	-24.2691
122.0250	38.1592	0.0001	0.0000	0.3280	26.9580	9.7963	-2.1184	23.5711	-28.2188
122.0500	38.1674	0.0001	0.0000	0.3240	26.9846	12.6610	2.9538	24.2166	-28.0229
122.0750	38.1755	0.0001	0.0000	0.3280	27.7127	15.8413	6.7335	23.4674	-33.2875
122.1000	38.1837	0.0001	0.0000	0.3240	24.9069	18.5311	10.5523	23.1705	-32.6813
122.1250	38.1918	0.0001	0.0000	0.3320	24.6227	20.6530	14.7921	22.1951	-30.5130
122.1500	38.2001	0.0001	0.0000	0.3240	23.7436	22.7601	17.2254	19.9285	-32.0705
122.1750	38.2082	0.0001	0.0000	0.3320	22.7757	25.8676	21.4360	18.8447	-32.2384
122.2000	38.2165	0.0001	0.0000	0.3240	18.5492	27.7758	23.3110	17.0022	-32.9052
122.2250	38.2246	0.0001	0.0000	0.3280	16.3915	27.7563	26.0283	14.8110	-37.2092
122.2500	38.2328	0.0001	0.0000	0.3240	15.9120	29.4605	28.7015	11.9318	-33.3528
122.2750	38.2409	0.0001	0.0000	0.3320	13.3991	29.5236	30.0675	8.7700	-31.2778
122.3000	38.2492	0.0001	0.0000	0.3240	10.9751	30.9511	31.8642	6.4327	-27.9856
122.3250	38.2573	0.0001	0.0000	0.3280	7.9383	31.2570	33.5632	2.5357	-26.7825
122.3500	38.2655	0.0001	0.0000	0.3240	3.1168	31.9902	33.9303	-1.8985	-23.9567
122.3750	38.2736	0.0001	0.0000	0.3320	2.3709	31.2667	33.7982	-5.9322	-21.4993
122.4000	38.2819	0.0001	0.0000	0.3240	-3.7292	30.5093	34.0234	-9.5182	-17.1253
122.4250	38.2900	0.0001	0.0000	0.3280	-7.5029	30.3442	34.4885	-14.1408	-14.8031
122.4500	38.2982	0.0001	0.0000	0.3280	-12.1735	28.4263	34.1850	-17.5996	-10.4990
122.4750	38.3064	0.0001	0.0000	0.3280	-16.5688	27.1493	33.9451	-20.3939	-5.0479
122.5000	38.3146	0.0001	0.0000	0.3240	-17.5633	23.8041	32.5986	-24.4229	-1.3034
122.5250	38.3227	0.0001	0.0000	0.3280	-20.1827	21.2453	31.2915	-26.2795	3.1685
122.5500	38.3309	0.0001	0.0000	0.3240	-23.7167	17.5601	29.4016	-28.2775	6.5539
122.5750	38.3390	0.0001	0.0000	0.3320	-27.4461	14.8702	27.3013	-29.4603	9.3937
122.6000	38.3473	0.0001	0.0000	0.3240	-28.6803	10.7820	23.6684	-29.7336	13.7024
122.6250	38.3554	0.0001	0.0000	0.3280	-29.7192	7.2667	21.8227	-30.2142	16.7893
122.6500	38.3636	0.0001	0.0000	0.3240	-30.4117	3.5961	18.6306	-29.5828	21.4384
122.6750	38.3717	0.0001	0.0000	0.3280	-31.4684	-1.7157	15.3894	-27.7121	23.5881
122.7000	38.3799	0.0001	0.0000	0.3240	-30.2342	-5.6388	11.3503	-25.8271	25.3135
122.7250	38.3880	0.0001	0.0000	0.3320	-31.5306	-10.4650	7.2230	-23.0187	28.7408
122.7500	38.3963	0.0001	0.0000	0.3240	-29.7280	-14.4609	3.4581	-21.7228	31.9397
122.7750	38.4044	0.0001	0.0000	0.3280	-30.4828	-19.0201	-0.6301	-17.4818	29.2771
122.8000	38.4126	0.0001	0.0000	0.3240	-29.5949	-22.9335	-4.2824	-13.6507	35.4557
122.8250	38.4207	0.0001	0.0000	0.3320	-26.8067	-27.4878	-9.1343	-9.7302	39.1955
122.8500	38.4290	0.0001	0.0000	0.3240	-22.7222	-30.8623	-13.8148	-5.9228	32.9423
122.8750	38.4371	0.0001	0.0000	0.3280	-19.2237	-33.4842	-20.4831	-2.0775	35.6095
122.9000	38.4453	0.0001	0.0000	0.3280	-15.8319	-35.2710	-23.6899	0.7262	35.1013
122.9250	38.4535	0.0001	0.0000	0.3280	-14.4022	-35.9604	-27.9151	3.8881	34.5231
122.9500	38.4617	0.0001	0.0000	0.3240	-8.9148	-36.7422	-32.4144	7.6484	32.6578
122.9750	38.4698	0.0001	0.0000	0.3320	-6.3042	-36.4071	-35.0289	11.1025	31.7765
123.0000	38.4781	0.0001	0.0000	0.3240	-2.4328	-34.4942	-39.0240	14.4105	27.8735
123.0250	38.4862	0.0001	0.0000	0.3320	2.9303	-33.7318	-42.4071	17.3274	25.3321
123.0500	38.4945	0.0001	0.0000	0.3240	7.8051	-30.7798	-43.3079	20.5505	23.2430
123.0750	38.5026	0.0001	0.0000	0.3320	9.0926	-28.8668	-43.7437	22.9632	19.7690
123.1000	38.5109	0.0001	0.0000	0.3240	12.3069	-25.9681	-43.2687	23.9763	14.4112
123.1250	38.5190	0.0001	0.0000	0.3280	14.4469	-21.8070	-42.4168	25.3287	11.0584
123.1500	38.5272	0.0001	0.0000	0.3240	17.1907	-19.1415	-40.1060	25.3287	7.9808
123.1750	38.5353	0.0001	0.0000	0.3320	21.8434	-14.7620	-37.2271	24.4098	5.6725
123.2000	38.5436	0.0001	0.0000	0.3240	22.2252	-11.5283	-33.0656	24.8198	1.0281
123.2250	38.5517	0.0001	0.0000	0.3280	23.3885	-6.8866	-29.8539	23.3355	-3.8448
123.2500	38.5599	0.0001	0.0000	0.3240	25.5017	-3.5267	-26.1330	21.8746	-6.8758
123.2750	38.5680	0.0001	0.0000	0.3280	26.2210	0.9887	-20.9677	21.7097	-8.8250
123.3000	38.5762	0.0001	0.0000	0.3240	29.1157	3.9991	-16.7965	19.2216	-12.3923
123.3250	38.5843	0.0001	0.0000	0.3280	29.4620	7.0288	-12.1355	17.0588	-15.8709
123.3500	38.5925	0.0001	0.0000	0.3240	28.4320	10.3839	-7.0094	15.0372	-17.8201
123.3750	38.6006	0.0001	0.0000	0.3320	27.9170	14.3458	-3.2689	12.1015	-25.5282
