time 	x0 	y0 	psi 	u 	WG1 	WG2 	WG3 	WG4 	x_0AW 	
s 	m 	m 	° 	m/s 	mm 	mm 	mm 	mm 	mm 	
40.0500	11.3551	0.0001	0.0000	0.3280	0.7460	-0.7883	0.5596	-1.8278	-0.4501
40.0750	11.3633	0.0001	0.0000	0.3280	-0.2485	-0.2057	-0.2384	-0.9890	-0.1423
40.1000	11.3715	0.0001	0.0000	0.3240	-0.6214	-0.3319	0.4324	-1.8844	-0.7019
40.1250	11.3796	0.0001	0.0000	0.3320	1.0302	0.4936	0.3541	-1.8090	-0.6879
40.1500	11.3879	0.0001	0.0000	0.3240	0.2842	-0.8223	-0.2285	-1.5733	0.0815
40.1750	11.3960	0.0001	0.0000	0.3320	-1.3495	0.6004	0.1289	-1.7572	0.3939
40.2000	11.4043	0.0001	0.0000	0.3240	1.1722	0.4547	-0.2727	-1.8985	0.5991
40.2250	11.4124	0.0001	0.0000	0.3280	1.5362	-0.7301	-0.3706	-2.0681	-2.0262
40.2500	11.4206	0.0001	0.0000	0.3240	2.0513	-0.5067	-0.0376	-1.9362	0.0162
40.2750	11.4287	0.0001	0.0000	0.3320	-0.8168	-0.9000	-0.1894	-1.8042	2.0493
40.3000	11.4370	0.0001	0.0000	0.3240	1.1189	-0.0794	0.3100	-2.3037	0.6224
40.3250	11.4451	0.0001	0.0000	0.3280	-0.0177	-0.0503	0.0847	-1.6676	0.2027
40.3500	11.4533	0.0001	0.0000	0.3240	-1.2164	-0.0794	-0.2971	-1.0220	-0.3289
40.3750	11.4614	0.0001	0.0000	0.3320	-0.9145	-0.0794	-0.8406	-0.9136	4.3389
40.4000	11.4697	0.0001	0.0000	0.3240	1.1722	-0.1134	0.3198	-1.1776	0.0442
40.4250	11.4778	0.0001	0.0000	0.3280	-0.6036	-0.2202	0.3051	-2.3556	0.4825
40.4500	11.4860	0.0001	0.0000	0.3240	0.7816	-0.2105	-0.0033	-1.1210	-1.3547
40.4750	11.4941	0.0001	0.0000	0.3320	0.0979	0.0274	-0.1111	-1.5922	0.0395
40.5000	11.5024	0.0001	0.0000	0.3240	-0.0265	-0.3076	0.1386	-2.3462	0.8882
40.5250	11.5105	0.0001	0.0000	0.3280	1.5096	-0.7883	0.6869	-1.5781	0.1421
40.5500	11.5187	0.0001	0.0000	0.3240	-0.7102	0.1197	0.5205	-0.9796	-1.4247
40.5750	11.5268	0.0001	0.0000	0.3320	-1.5271	-0.6669	0.1778	-1.5545	-0.2962
40.6000	11.5351	0.0001	0.0000	0.3240	-1.4916	-0.2882	0.6331	-1.5781	0.2167
40.6250	11.5432	0.0001	0.0000	0.3280	-0.5859	0.1876	0.5058	-1.9881	1.6017
40.6500	11.5514	0.0001	0.0000	0.3240	-0.4261	-0.0843	-0.2188	-1.0456	0.6271
40.6750	11.5595	0.0001	0.0000	0.3320	1.0923	0.5615	-0.1894	-2.3603	1.0188
40.7000	11.5678	0.0001	0.0000	0.3240	-1.0387	-0.4047	0.2316	-2.1059	-1.2988
40.7250	11.5759	0.0001	0.0000	0.3280	0.4797	-0.1814	0.5646	-1.3142	-0.2309
40.7500	11.5841	0.0001	0.0000	0.3240	-0.0265	0.2071	-0.0670	-2.0728	2.5343
40.7750	11.5922	0.0001	0.0000	0.3320	-0.8523	-0.4484	-0.1502	-1.8137	-0.8092
40.8000	11.6005	0.0001	0.0000	0.3240	-0.7990	-0.6086	-0.0523	-2.2472	-0.3755
40.8250	11.6086	0.0001	0.0000	0.3280	-1.0832	-0.6232	-0.4636	-2.0634	0.0162
40.8500	11.6168	0.0001	0.0000	0.3240	1.2610	0.2119	-0.7035	-2.0446	-0.6226
40.8750	11.6249	0.0001	0.0000	0.3280	0.9946	0.1391	0.0946	-1.7241	1.6017
40.9000	11.6331	0.0001	0.0000	0.3240	-0.4438	0.0128	-0.0915	-1.7430	1.1680
40.9250	11.6412	0.0001	0.0000	0.3320	1.1811	-0.1571	0.4520	-1.8750	0.3753
40.9500	11.6495	0.0001	0.0000	0.3240	1.2521	0.3188	-0.0768	-2.3697	0.7996
40.9750	11.6576	0.0001	0.0000	0.3280	0.4441	0.3090	0.3051	-1.2435	0.2261
41.0000	11.6658	0.0001	0.0000	0.3280	-0.8789	-0.7203	-0.7623	-1.5121	0.3473
41.0250	11.6740	0.0001	0.0000	0.3280	0.2576	-0.5455	-0.3070	-1.9834	0.2121
41.0500	11.6822	0.0001	0.0000	0.3240	-0.4083	-0.9000	-0.1258	-2.0728	1.9048
41.0750	11.6903	0.0001	0.0000	0.3280	0.8082	0.0371	0.0456	-2.7137	-2.3013
41.1000	11.6985	0.0001	0.0000	0.3280	-1.3495	0.0080	0.0700	-1.5263	-1.5086
41.1250	11.7067	0.0001	0.0000	0.3280	1.3498	-0.2591	0.7848	-1.8372	-2.3993
41.1500	11.7149	0.0001	0.0000	0.3240	0.8170	-0.1911	-0.5909	-1.7335	-1.0423
41.1750	11.7230	0.0001	0.0000	0.3320	0.7816	-0.5795	0.1239	-2.2613	-0.4781
41.2000	11.7313	0.0001	0.0000	0.3240	1.1544	0.2507	0.0456	-1.7100	-1.1123
41.2250	11.7394	0.0001	0.0000	0.3280	0.2043	-0.3222	-0.5272	-1.8656	-0.0537
41.2500	11.7476	0.0001	0.0000	0.3240	-0.8789	-0.8029	0.5793	-1.4650	0.8929
41.2750	11.7557	0.0001	0.0000	0.3320	-1.5804	-0.1863	0.4716	-2.3037	1.3359
41.3000	11.7640	0.0001	0.0000	0.3240	-0.6747	-0.5455	-1.0805	-1.7288	0.8696
41.3250	11.7721	0.0001	0.0000	0.3280	-1.2341	-0.0648	0.3002	-1.6629	-0.8511
41.3500	11.7803	0.0001	0.0000	0.3240	1.8204	-0.5698	0.1435	-1.7854	0.4033
41.3750	11.7884	0.0001	0.0000	0.3280	-0.7990	-0.2785	-0.7427	-1.7525	-1.6065
41.4000	11.7966	0.0001	0.0000	0.3240	0.1067	0.2411	-0.2237	-1.3095	1.4991
41.4250	11.8047	0.0001	0.0000	0.3320	-0.7014	-0.1376	0.7212	-1.5216	-1.2615
41.4500	11.8130	0.0001	0.0000	0.3240	-0.9322	-0.2299	-0.0915	-1.8325	0.4872
41.4750	11.8211	0.0001	0.0000	0.3280	-0.2929	-0.4630	-0.3363	-1.5639	0.2587
41.5000	11.8293	0.0001	0.0000	0.3240	1.3587	-0.6863	-0.1258	-2.0163	-1.4293
41.5250	11.8374	0.0001	0.0000	0.3320	0.5773	-0.7203	0.6919	-2.5912	-0.5480
41.5500	11.8457	0.0001	0.0000	0.3240	-0.6036	-0.4727	0.5890	-1.2152	-0.0677
41.5750	11.8538	0.0001	0.0000	0.3280	-1.1275	-0.7786	-0.1355	-1.4602	-0.6459
41.6000	11.8620	0.0001	0.0000	0.3240	0.5063	-0.0843	-0.6055	-0.7111	0.1608
41.6250	11.8701	0.0001	0.0000	0.3320	1.0212	-0.2057	0.6135	-1.4508	-0.3055
41.6500	11.8784	0.0001	0.0000	0.3240	-2.3440	0.2314	0.4324	-1.7382	-0.5434
41.6750	11.8865	0.0001	0.0000	0.3280	-1.8645	-0.6814	0.1142	-2.4828	-0.6926
41.7000	11.8947	0.0001	0.0000	0.3280	-0.8168	-0.1474	0.0750	-1.9834	0.8416
41.7250	11.9029	0.0001	0.0000	0.3280	1.7227	0.2847	-0.1698	-1.9597	0.0022
41.7500	11.9111	0.0001	0.0000	0.3240	1.1634	-0.8660	0.3442	-1.1210	1.6856
41.7750	11.9192	0.0001	0.0000	0.3320	1.8471	-0.6572	-0.4587	-1.2623	-0.1517
41.8000	11.9275	0.0001	0.0000	0.3240	0.2133	-1.0020	0.1925	-1.2576	-0.1423
41.8250	11.9356	0.0001	0.0000	0.3280	0.2842	-0.6086	0.5547	-2.0917	1.9700
41.8500	11.9438	0.0001	0.0000	0.3280	-0.0443	0.4936	-0.1698	-2.1012	-0.0584
41.8750	11.9520	0.0001	0.0000	0.3280	0.1866	0.1633	-0.4832	-2.3556	-1.3501
41.9000	11.9602	0.0001	0.0000	0.3240	-0.8523	-0.4872	0.6282	-1.8891	0.9115
41.9250	11.9683	0.0001	0.0000	0.3280	-0.1775	-0.0260	0.6576	-1.9739	0.4172
41.9500	11.9765	0.0001	0.0000	0.3240	-0.9500	-0.5067	-0.3167	-1.8844	-0.4175
41.9750	11.9846	0.0001	0.0000	0.3320	0.2310	0.1148	0.3785	-1.8466	-0.0164
42.0000	11.9929	0.0001	0.0000	0.3240	1.1101	-0.3998	0.4911	-2.2095	0.0815
42.0250	12.0010	0.0001	0.0000	0.3280	-0.5948	-0.1086	-0.2188	-1.0645	-0.1423
42.0500	12.0092	0.0001	0.0000	0.3240	-0.4528	-0.5310	0.1435	-1.4602	0.3193
42.0750	12.0173	0.0001	0.0000	0.3320	-0.7635	-1.1767	-1.1049	-1.9268	-0.1377
42.1000	12.0256	0.0001	0.0000	0.3240	-1.7314	-0.7931	0.1190	-1.3848	1.2286
42.1250	12.0337	0.0001	0.0000	0.3280	-0.7191	-0.2978	-0.3265	-1.9644	1.3918
42.1500	12.0419	0.0001	0.0000	0.3240	-0.4971	0.0808	-0.2237	-1.4085	-0.2123
42.1750	12.0500	0.0001	0.0000	0.3320	-1.2697	0.0420	0.3687	-1.9834	-0.3568
42.2000	12.0583	0.0001	0.0000	0.3240	0.2842	-0.2153	0.2219	-1.3519	0.4079
42.2250	12.0664	0.0001	0.0000	0.3280	0.1688	0.3819	-0.4587	-2.0775	0.6597
42.2500	12.0746	0.0001	0.0000	0.3240	1.1189	-0.0163	0.3737	-1.4744	-0.3382
42.2750	12.0827	0.0001	0.0000	0.3320	-0.2751	-0.0503	0.1729	-0.8948	0.4872
42.3000	12.0910	0.0001	0.0000	0.3240	-1.4117	-0.0260	-0.6790	-1.2576	-1.3501
42.3250	12.0991	0.0001	0.0000	0.3280	1.3321	0.5081	-0.0622	-1.8090	2.2498
42.3500	12.1073	0.0001	0.0000	0.3240	0.5596	0.2799	-0.4587	-2.0681	1.1680
42.3750	12.1154	0.0001	0.0000	0.3320	-0.6836	-0.7155	-0.2874	-1.6959	-0.4035
42.4000	12.1237	0.0001	0.0000	0.3240	1.0479	-0.4241	0.0554	-0.7346	-0.1517
42.4250	12.1318	0.0001	0.0000	0.3280	-2.1753	-0.4484	-0.6692	-1.2670	-0.0537
42.4500	12.1400	0.0001	0.0000	0.3240	-1.5982	-0.1183	-0.1943	-1.1870	-0.6972
42.4750	12.1481	0.0001	0.0000	0.3280	1.3232	-0.5892	-0.4440	-1.1539	0.2960
42.5000	12.1563	0.0001	0.0000	0.3240	0.3287	-0.3076	-0.5859	-2.8033	-0.4921
42.5250	12.1644	0.0001	0.0000	0.3320	1.7494	0.4498	0.6086	-2.1859	0.5198
42.5500	12.1727	0.0001	0.0000	0.3240	1.6428	-0.2250	0.1435	-2.3980	0.3659
42.5750	12.1808	0.0001	0.0000	0.3280	0.3465	-0.4582	-0.0866	-2.0965	-0.1470
42.6000	12.1890	0.0001	0.0000	0.3240	0.4797	-0.9631	0.1533	-2.7655	0.0209
42.6250	12.1971	0.0001	0.0000	0.3280	-1.2519	-0.9631	-0.3314	-1.7053	-3.3832
42.6500	12.2053	0.0001	0.0000	0.3280	1.3321	0.5664	-0.2628	-2.5865	0.7623
42.6750	12.2135	0.0001	0.0000	0.3280	2.7528	-0.9922	0.3051	-2.4546	-1.5319
42.7000	12.2217	0.0001	0.0000	0.3240	-1.0121	-0.5989	0.1876	-1.4602	-0.6226
42.7250	12.2298	0.0001	0.0000	0.3320	0.3198	-0.1376	0.0211	-1.7382	0.9721
42.7500	12.2381	0.0001	0.0000	0.3240	0.5596	-0.2348	0.5939	-1.5733	0.4033
42.7750	12.2462	0.0001	0.0000	0.3280	-0.8168	-0.2396	0.0750	-1.9079	1.1493
42.8000	12.2544	0.0001	0.0000	0.3280	1.1189	-0.3998	-0.0033	-1.9881	-0.8931
42.8250	12.2626	0.0001	0.0000	0.3280	-1.3939	-0.2834	-0.1405	-1.5498	-0.1983
42.8500	12.2708	0.0001	0.0000	0.3240	0.4441	-0.5212	-0.3070	-1.9362	-0.2356
42.8750	12.2789	0.0001	0.0000	0.3280	0.9058	-0.1037	0.4177	-1.4132	1.4851
42.9000	12.2871	0.0001	0.0000	0.3240	-0.3995	-0.7446	0.4471	-1.2388	-0.4128
42.9250	12.2952	0.0001	0.0000	0.3280	-0.5149	-0.1086	-0.3950	-1.9881	0.8229
42.9500	12.3034	0.0001	0.0000	0.3240	-1.0565	-0.4630	0.2611	-1.3189	0.1608
42.9750	12.3115	0.0001	0.0000	0.3320	-1.3495	0.0323	0.0504	-1.7995	1.2846
43.0000	12.3198	0.0001	0.0000	0.3240	1.6340	0.4644	0.3002	-2.0540	-0.5340
43.0250	12.3279	0.0001	0.0000	0.3280	0.9591	0.2071	0.3638	-1.9691	-1.1029
43.0500	12.3361	0.0001	0.0000	0.3240	-1.1631	-0.0794	-0.2041	-1.8419	0.7157
43.0750	12.3442	0.0001	0.0000	0.3280	0.1155	0.1391	0.0456	-1.4226	-1.4806
43.1000	12.3524	0.0001	0.0000	0.3240	-0.6303	-0.9874	0.3442	-1.5310	0.7903
43.1250	12.3605	0.0001	0.0000	0.3320	-0.7813	-0.0843	0.3295	-1.3377	0.3240
43.1500	12.3688	0.0001	0.0000	0.3240	1.5007	0.4110	0.3100	-1.6817	-1.3501
43.1750	12.3769	0.0001	0.0000	0.3280	-0.1952	-0.1279	0.9170	-1.6252	-0.8231
43.2000	12.3851	0.0001	0.0000	0.3280	0.2576	-0.3124	-0.1062	-1.0974	-0.6693
43.2250	12.3933	0.0001	0.0000	0.3280	-0.1775	0.5615	0.1190	-1.0361	-0.4175
43.2500	12.4015	0.0001	0.0000	0.3240	-1.4384	-0.3513	0.1826	-1.5828	-0.0071
43.2750	12.4096	0.0001	0.0000	0.3320	1.3232	-0.5553	-0.0327	-2.4074	-0.5340
43.3000	12.4179	0.0001	0.0000	0.3240	1.6340	-0.6329	-0.3216	-0.8336	-0.7439
43.3250	12.4260	0.0001	0.0000	0.3280	-1.2164	0.7800	0.4421	-1.4979	0.6551
43.3500	12.4342	0.0001	0.0000	0.3240	0.8437	0.8140	-0.1062	-1.0220	0.1701
43.3750	12.4423	0.0001	0.0000	0.3320	-1.7491	-0.4290	0.3247	-1.6063	0.3380
43.4000	12.4506	0.0001	0.0000	0.3240	-0.8434	-0.5261	0.1435	-1.8750	0.0955
43.4250	12.4587	0.0001	0.0000	0.3280	-0.8434	0.0905	-0.0817	-2.6808	2.0960
43.4500	12.4669	0.0001	0.0000	0.3240	-0.2573	-0.1765	0.4716	-2.8127	-0.0631
43.4750	12.4750	0.0001	0.0000	0.3320	-0.5504	0.2507	0.0211	-1.6441	-0.6459
43.5000	12.4833	0.0001	0.0000	0.3240	-1.2252	0.6878	-0.3020	-1.3001	-1.5459
43.5250	12.4914	0.0001	0.0000	0.3280	0.1155	-0.2299	0.7751	-1.5216	1.5690
43.5500	12.4996	0.0001	0.0000	0.3240	-0.2485	-0.3027	0.1925	-1.9739	-2.9542
43.5750	12.5077	0.0001	0.0000	0.3320	-0.0531	0.2993	0.4030	-1.5969	0.3193
43.6000	12.5160	0.0001	0.0000	0.3240	0.7726	-0.5843	-0.0622	-1.3895	-1.4433
43.6250	12.5241	0.0001	0.0000	0.3280	-1.2785	0.8819	-0.3314	-1.7619	0.3007
43.6500	12.5323	0.0001	0.0000	0.3280	-0.1419	0.3867	0.9905	-1.8703	-0.3055
43.6750	12.5405	0.0001	0.0000	0.3280	0.6128	-0.8369	-0.2188	-1.4508	-0.0071
43.7000	12.5487	0.0001	0.0000	0.3240	1.6517	-0.5358	-0.1894	-1.3095	0.4965
43.7250	12.5568	0.0001	0.0000	0.3280	0.6394	-0.7155	0.6086	-0.9890	0.9115
43.7500	12.5650	0.0001	0.0000	0.3280	-1.6958	-0.6766	-0.0426	-1.0079	-0.0817
43.7750	12.5732	0.0001	0.0000	0.3280	1.5452	0.4401	0.0946	-1.5969	1.6343
43.8000	12.5814	0.0001	0.0000	0.3240	1.2610	-0.5310	0.0016	-1.5263	-0.2076
43.8250	12.5895	0.0001	0.0000	0.3280	-0.0886	-0.2250	0.0847	-1.3189	-1.5786
43.8500	12.5977	0.0001	0.0000	0.3240	0.5506	-0.0163	-0.5272	-1.5404	-0.2915
43.8750	12.6058	0.0001	0.0000	0.3320	-0.1242	0.4936	0.0504	-0.7158	-1.2755
43.9000	12.6141	0.0001	0.0000	0.3240	0.4352	-0.5067	0.3247	-2.5440	-1.3734
43.9250	12.6222	0.0001	0.0000	0.3280	-0.7280	0.0954	0.8779	-1.8560	-0.1563
43.9500	12.6304	0.0001	0.0000	0.3240	0.9769	0.4449	-0.2531	-1.3424	1.2473
43.9750	12.6385	0.0001	0.0000	0.3280	1.0745	0.0517	0.4030	-2.0634	-0.4314
44.0000	12.6467	0.0001	0.0000	0.3240	-0.3817	-0.1571	0.9905	-2.4074	-0.2542
44.0250	12.6548	0.0001	0.0000	0.3280	0.9769	-0.2978	0.5009	-2.5959	-0.3895
44.0500	12.6630	0.0001	0.0000	0.3240	-1.0033	-0.0648	-0.5272	-1.8560	0.2773
44.0750	12.6711	0.0001	0.0000	0.3320	0.7283	0.4887	0.1190	-1.5969	-0.2776
44.1000	12.6794	0.0001	0.0000	0.3240	-0.1509	-0.2639	-0.5076	-1.8844	-0.0724
44.1250	12.6875	0.0001	0.0000	0.3320	-0.1775	0.7606	-0.7378	-2.5064	0.5478
44.1500	12.6958	0.0001	0.0000	0.3240	0.9414	-0.2639	0.1239	-2.3368	0.4919
44.1750	12.7039	0.0001	0.0000	0.3280	-0.9588	0.0177	0.2463	-1.9126	1.5364
44.2000	12.7121	0.0001	0.0000	0.3280	0.2842	-0.2639	-0.2727	-2.2425	-0.0864
44.2250	12.7203	0.0001	0.0000	0.3280	1.3675	-0.1717	-0.0033	-2.3603	-4.6748
44.2500	12.7285	0.0001	0.0000	0.3240	-1.0033	-0.6620	-0.1355	-1.8938	-1.7931
44.2750	12.7366	0.0001	0.0000	0.3320	1.2521	-0.4533	0.4764	-1.4650	0.7576
44.3000	12.7449	0.0001	0.0000	0.3240	0.6660	0.1002	-0.1502	-2.2190	-0.2822
44.3250	12.7530	0.0001	0.0000	0.3320	0.0534	0.3285	-0.6398	-2.1294	-0.2776
44.3500	12.7613	0.0001	0.0000	0.3240	0.5152	-0.0600	0.1043	-1.8231	0.2494
44.3750	12.7694	0.0001	0.0000	0.3280	0.3642	0.0469	0.4079	-1.6582	-0.2123
44.4000	12.7776	0.0001	0.0000	0.3240	-2.1487	-0.3610	-0.2922	-1.8608	1.0374
44.4250	12.7857	0.0001	0.0000	0.3280	-0.9855	-0.0212	-0.3118	-2.2849	0.5571
44.4500	12.7939	0.0001	0.0000	0.3240	0.0356	0.4062	0.1337	-0.9749	-0.6320
44.4750	12.8020	0.0001	0.0000	0.3280	-1.0565	-0.3901	-0.1502	-1.2058	-0.9024
44.5000	12.8102	0.0001	0.0000	0.3240	1.2255	-0.5989	0.2806	-1.0974	-1.6392
44.5250	12.8183	0.0001	0.0000	0.3280	-1.2607	-0.1279	-0.4342	-1.5498	0.3147
44.5500	12.8265	0.0001	0.0000	0.3280	-0.2573	-0.2736	0.0163	-1.3566	-1.1589
44.5750	12.8347	0.0001	0.0000	0.3280	0.8970	-0.2542	-0.3461	-1.4367	0.7343
44.6000	12.8429	0.0001	0.0000	0.3240	1.3675	-0.4387	0.1973	-1.3660	-0.3988
44.6250	12.8510	0.0001	0.0000	0.3280	-0.9233	-0.5601	0.7848	-1.9032	0.3053
44.6500	12.8592	0.0001	0.0000	0.3240	0.1422	0.8771	0.0358	-1.9315	-1.9003
44.6750	12.8673	0.0001	0.0000	0.3320	0.5773	0.6586	-0.6496	-1.3943	0.3193
44.7000	12.8756	0.0001	0.0000	0.3240	1.1634	0.1585	0.3737	-1.5592	0.3240
44.7250	12.8837	0.0001	0.0000	0.3280	0.0090	-0.0454	0.1778	-0.9890	-1.9469
44.7500	12.8919	0.0001	0.0000	0.3240	-1.0654	0.4159	-0.7280	-0.7581	-0.5434
44.7750	12.9000	0.0001	0.0000	0.3320	-0.7280	-0.6135	-0.5566	-0.9089	0.5898
44.8000	12.9083	0.0001	0.0000	0.3240	0.3020	-0.3513	0.0407	-1.9173	0.5758
44.8250	12.9164	0.0001	0.0000	0.3320	1.5895	-0.6960	-0.0572	-1.3801	0.5944
44.8500	12.9247	0.0001	0.0000	0.3240	-0.9677	-0.5407	-0.2139	-1.1917	0.0675
44.8750	12.9328	0.0001	0.0000	0.3280	0.4352	-0.2542	-0.0376	-1.3001	-0.4781
44.9000	12.9410	0.0001	0.0000	0.3240	0.1778	0.0566	0.6429	-0.7299	3.1125
44.9250	12.9491	0.0001	0.0000	0.3320	-0.3728	-0.1037	0.4667	-1.7901	-0.3335
44.9500	12.9574	0.0001	0.0000	0.3240	0.7992	0.2799	-0.5468	-1.4179	0.6877
44.9750	12.9655	0.0001	0.0000	0.3280	1.3054	0.5421	-0.0622	-2.5630	1.0188
45.0000	12.9737	0.0001	0.0000	0.3280	-0.9943	0.4790	1.0199	-2.3037	-0.8045
45.0250	12.9819	0.0001	0.0000	0.3280	-1.4206	0.3188	0.0603	-1.7807	-0.5247
45.0500	12.9901	0.0001	0.0000	0.3240	0.9414	0.1633	0.5009	-1.7241	0.3007
45.0750	12.9982	0.0001	0.0000	0.3280	-0.2307	-0.4824	0.2365	-1.7948	1.2146
45.1000	13.0064	0.0001	0.0000	0.3280	-1.6603	0.0274	-0.2139	-2.2613	0.2913
45.1250	13.0146	0.0001	0.0000	0.3280	-0.0886	-0.5358	-0.0376	-1.5592	-0.0397
45.1500	13.0228	0.0001	0.0000	0.3240	-1.1275	0.3332	0.1680	-1.4508	0.4685
45.1750	13.0309	0.0001	0.0000	0.3320	1.1101	-0.6572	-0.7231	-1.8560	-0.4035
45.2000	13.0392	0.0001	0.0000	0.3240	1.4297	-0.1134	-0.3901	-1.7901	-0.5573
45.2250	13.0473	0.0001	0.0000	0.3280	0.4174	0.0274	-0.4929	-1.4226	0.1188
45.2500	13.0555	0.0001	0.0000	0.3240	0.2487	0.5664	0.3442	-1.1586	-0.1144
45.2750	13.0636	0.0001	0.0000	0.3280	-1.2074	-0.3124	0.2952	-2.0116	-0.8604
45.3000	13.0718	0.0001	0.0000	0.3240	1.2610	0.8480	-0.7427	-1.4885	1.8115
45.3250	13.0799	0.0001	0.0000	0.3320	1.4030	-0.0357	-0.2824	-1.2435	-0.1330
45.3500	13.0882	0.0001	0.0000	0.3240	-0.4794	0.1343	0.3883	-1.3990	2.3851
45.3750	13.0963	0.0001	0.0000	0.3280	-0.8878	-0.4582	-0.3461	-1.2623	2.0307
45.4000	13.1045	0.0001	0.0000	0.3240	-0.6658	0.5081	0.1142	-1.9786	-1.3268
45.4250	13.1126	0.0001	0.0000	0.3280	-0.4704	-0.5261	-1.0070	-1.3519	0.1048
45.4500	13.1208	0.0001	0.0000	0.3240	0.7283	-0.2445	-0.3803	-1.6723	0.5711
45.4750	13.1289	0.0001	0.0000	0.3320	-1.2785	0.3478	0.2415	-1.3943	-0.8838
45.5000	13.1372	0.0001	0.0000	0.3240	-0.9233	-0.2978	-0.4832	-1.4414	-0.6273
45.5250	13.1453	0.0001	0.0000	0.3280	-1.1542	0.2993	-0.4244	-1.8184	-1.6858
45.5500	13.1535	0.0001	0.0000	0.3240	-0.8434	0.0420	0.2316	-1.4885	1.3732
45.5750	13.1616	0.0001	0.0000	0.3280	-1.0033	0.5518	0.3834	-0.8099	0.6830
45.6000	13.1698	0.0001	0.0000	0.3280	0.9769	-0.2542	0.5058	-1.3519	-0.0258
45.6250	13.1780	0.0001	0.0000	0.3280	0.3465	0.6051	-0.2432	-1.1351	-0.8418
45.6500	13.1862	0.0001	0.0000	0.3240	-0.9677	-0.4144	-0.2824	-2.2237	2.5669
45.6750	13.1943	0.0001	0.0000	0.3320	0.0801	0.4013	0.6086	-1.5263	1.0328
45.7000	13.2026	0.0001	0.0000	0.3240	0.7638	-0.7786	0.1043	-1.3895	-0.3848
45.7250	13.2107	0.0001	0.0000	0.3320	0.6039	-0.2008	0.1778	-1.4461	-2.0775
45.7500	13.2190	0.0001	0.0000	0.3240	0.2133	-0.3659	0.1289	-1.5781	-1.0843
45.7750	13.2271	0.0001	0.0000	0.3280	-1.8202	-0.1668	-0.0033	-1.2812	0.9535
45.8000	13.2353	0.0001	0.0000	0.3280	-0.8612	0.9597	0.3932	-1.6911	-0.0351
45.8250	13.2435	0.0001	0.0000	0.3280	-0.3196	0.5518	-0.3070	-1.9834	-0.4501
45.8500	13.2517	0.0001	0.0000	0.3240	-0.7635	-0.1911	-1.1001	-2.1577	0.3753
45.8750	13.2598	0.0001	0.0000	0.3320	0.0712	0.1148	0.4324	-1.8985	1.4012
45.9000	13.2681	0.0001	0.0000	0.3240	0.8082	0.1973	0.4716	-1.8560	-0.2309
45.9250	13.2762	0.0001	0.0000	0.3280	-1.2874	-0.7349	-0.9728	-1.7194	-0.4827
45.9500	13.2844	0.0001	0.0000	0.3240	0.8970	-0.4824	-0.1258	-1.3895	0.1048
45.9750	13.2925	0.0001	0.0000	0.3320	1.3587	-0.1376	0.2512	-2.1059	0.2307
46.0000	13.3008	0.0001	0.0000	0.3240	0.8170	-0.5310	-0.1845	-1.8797	-0.7858
46.0250	13.3089	0.0001	0.0000	0.3280	-1.1808	0.3381	0.2806	-1.8513	-0.6366
46.0500	13.3171	0.0001	0.0000	0.3240	-1.1542	0.1536	-0.0033	-1.6110	-0.7112
46.0750	13.3252	0.0001	0.0000	0.3280	-1.2252	0.3332	-0.1845	-1.8703	0.4592
46.1000	13.3334	0.0001	0.0000	0.3240	1.8381	-0.5261	0.3345	-1.2670	-0.9397
46.1250	13.3415	0.0001	0.0000	0.3280	0.8525	0.8674	0.2855	-1.8372	-0.2776
46.1500	13.3497	0.0001	0.0000	0.3240	0.2665	-0.0891	-0.4783	-1.3189	0.8462
46.1750	13.3578	0.0001	0.0000	0.3280	0.5773	0.2071	0.2169	-1.3848	1.0141
46.2000	13.3660	0.0001	0.0000	0.3240	0.6217	-0.4193	0.4421	-1.5310	0.4685
46.2250	13.3741	0.0001	0.0000	0.3320	-0.8079	0.3188	0.2611	-2.3744	-0.3242
46.2500	13.3824	0.0001	0.0000	0.3240	1.6073	-0.6572	0.9073	-1.0645	0.0862
46.2750	13.3905	0.0001	0.0000	0.3280	-0.2307	0.6197	0.1729	-1.5451	0.1468
46.3000	13.3987	0.0001	0.0000	0.3280	0.8881	0.3624	0.0847	-1.9268	0.4919
46.3250	13.4069	0.0001	0.0000	0.3280	-0.2751	0.5081	0.2169	-1.1445	1.3312
46.3500	13.4151	0.0001	0.0000	0.3280	-1.1187	-0.0697	-0.9433	-0.9561	1.2006
46.3750	13.4233	0.0001	0.0000	0.3280	-0.5504	-0.2008	-0.1111	-1.8513	-0.4454
46.4000	13.4315	0.0001	0.0000	0.3240	1.3498	-0.0551	0.1826	-1.3142	-0.0957
46.4250	13.4396	0.0001	0.0000	0.3320	0.2576	0.1294	-0.5468	-1.3424	0.0582
46.4500	13.4479	0.0001	0.0000	0.3240	-0.3106	-0.0212	-0.1159	-1.3236	-0.8278
46.4750	13.4560	0.0001	0.0000	0.3320	1.1011	0.5275	-0.3020	-0.6168	-0.1423
46.5000	13.4643	0.0001	0.0000	0.3240	0.7992	-0.5018	-0.2580	-1.0220	0.0535
46.5250	13.4724	0.0001	0.0000	0.3280	-0.1863	0.2022	0.7065	-1.8703	-1.1729
46.5500	13.4806	0.0001	0.0000	0.3280	-1.5982	1.2315	-0.3706	-0.9420	0.3753
46.5750	13.4888	0.0001	0.0000	0.3280	-0.6036	0.9354	-0.4391	-1.8891	-0.9910
