testId,depth [m],surge velocity [m/s],sink_m [mm],depth under keel [m]
T0Z05A01_C2,37.440000000000005,1.8013328398716324,29.970000000000002,16.640000000000004
T0Z05A01_C3,37.440000000000005,2.883864594602181,99.2175,16.640000000000004
T0Z05A01_C4,37.440000000000005,3.602665679743265,156.51749999999998,16.640000000000004
T0Z02A02_C2,31.200000000000003,1.8013328398716324,53.61,10.400000000000002
T0Z02A02_C3,31.200000000000003,2.883864594602181,124.7775,10.400000000000002
T0Z02A02_C4,31.200000000000003,3.602665679743265,197.37,10.400000000000002
T0Z02A03_C2,24.959999999999997,1.8013328398716324,67.30499999999999,4.159999999999997
T0Z02A03_C3,24.959999999999997,2.883864594602181,166.20000000000002,4.159999999999997
T0Z02A03_C4,24.959999999999997,3.602665679743265,258.705,4.159999999999997
