# time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	
# s 	m 	m 	deg 	m/s 	mm 	mm/m 	Nm 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	
54.6500	9.5899	-0.0001	0.0000	0.3260	0.6984	-0.0274	0.0415	0.7528	0.6439	1.3167	-1.9185	-0.7755	-0.2959	0.0204	-0.6165	-1.3882
54.7000	9.6062	-0.0001	0.0000	0.3260	0.7248	-0.1017	-0.0262	0.9271	0.5224	-0.2210	-1.2407	-0.1628	0.7608	-0.4895	0.3235	-2.1422
54.7500	9.6225	-0.0001	0.0000	0.3280	0.6720	-0.1235	-0.0338	0.9178	0.4262	0.2713	-0.2371	-1.7297	-0.9618	-0.4458	0.0053	-2.6040
54.8000	9.6389	-0.0001	0.0000	0.3260	0.7049	-0.1091	-0.0016	0.9221	0.4877	0.3177	-0.8251	1.0904	0.7785	-0.4652	0.5683	-1.2233
54.8500	9.6552	-0.0001	0.0000	0.3280	0.6879	-0.0881	0.0557	0.8633	0.5125	-0.9274	0.3983	1.4268	-0.4113	0.4428	-0.0535	-1.5060
54.9000	9.6716	-0.0001	0.0000	0.3260	0.6665	-0.0663	-0.0404	0.7984	0.5346	-2.6397	0.0520	0.5229	1.4711	-0.6934	-0.0633	-1.4071
54.9500	9.6879	-0.0001	0.0000	0.3280	0.7374	-0.0600	-0.0273	0.8567	0.6181	-1.4874	1.6882	-0.2792	-0.8286	-0.3875	-0.8074	-1.3317
55.0000	9.7043	-0.0001	0.0000	0.3260	0.7924	-0.0530	0.0759	0.8980	0.6869	0.9349	0.4733	0.7702	1.1248	-0.1059	0.0542	-0.8840
55.0500	9.7206	-0.0001	0.0000	0.3260	0.7759	-0.0156	0.0738	0.8068	0.7449	1.7804	-2.6884	-1.0296	0.4855	-0.2418	0.5438	-1.5438
55.1000	9.7369	-0.0001	0.0000	0.3280	0.7554	-0.0412	0.0973	0.8375	0.6733	-0.7989	-0.7182	0.6901	-1.3348	0.1465	-0.2298	-1.3977
55.1500	9.7533	-0.0001	0.0000	0.3280	0.7448	-0.0070	-0.0803	0.7587	0.7309	-2.5434	1.0323	1.3219	0.6454	-0.3050	-0.1122	-2.3919
55.2000	9.7697	-0.0001	0.0000	0.3260	0.7916	-0.0837	-0.0109	0.9581	0.6252	-1.7514	0.2892	-0.1703	0.4677	0.0009	0.1375	-0.9453
55.2500	9.7860	-0.0001	0.0000	0.3260	0.7089	-0.0190	0.0186	0.7468	0.6711	-1.3483	-2.0819	-1.5270	1.4623	-0.4069	0.5585	-1.1998
55.3000	9.8023	-0.0001	0.0000	0.3280	0.7687	-0.0418	0.0454	0.8519	0.6856	-2.2259	-0.1226	0.9408	-0.8198	0.5593	-0.4060	-1.6144
55.3500	9.8187	-0.0001	0.0000	0.3280	0.8047	-0.0769	0.0350	0.9577	0.6516	-1.5124	-1.5340	0.1940	1.3467	0.1806	0.4850	-2.4202
55.4000	9.8351	-0.0001	0.0000	0.3260	0.7561	-0.0288	-0.0836	0.8135	0.6987	1.8410	0.8510	-1.3583	1.4533	0.8458	-0.8564	-1.4872
55.4500	9.8514	-0.0001	0.0000	0.3280	0.7100	-0.0726	0.0224	0.8544	0.5656	0.7673	0.0390	0.5101	-0.8376	-0.5914	0.2011	-2.6699
55.5000	9.8678	-0.0001	0.0000	0.3260	0.7298	-0.0261	0.0918	0.7817	0.6778	-2.5684	0.3932	-0.0677	-1.8587	-0.2758	0.2109	-1.6380
55.5500	9.8841	-0.0001	0.0000	0.3280	0.8001	-0.0585	0.0120	0.9164	0.6838	-4.2737	-2.1630	0.5569	1.5777	-0.8633	-0.2494	-0.9642
55.6000	9.9005	-0.0001	0.0000	0.3260	0.7670	-0.1077	-0.0207	0.9812	0.5528	1.8696	2.3576	-0.2366	-1.2993	0.2631	-0.2542	-1.2469
55.6500	9.9168	-0.0001	0.0000	0.3280	0.7029	-0.0220	-0.0453	0.7468	0.6590	4.6630	0.1033	-1.0566	1.6486	0.3020	-0.3032	-1.5060
55.7000	9.9332	-0.0001	0.0000	0.3260	0.7728	-0.0900	-0.0131	0.9519	0.5936	-0.7490	-0.8495	-0.2264	-0.7399	-0.1302	0.0640	-1.2516
55.7500	9.9495	-0.0001	0.0000	0.3280	0.7379	-0.0456	0.0918	0.8286	0.6473	-4.7802	0.8580	1.3185	-0.9352	-0.4312	0.1913	-1.6710
55.8000	9.9659	-0.0001	0.0000	0.3260	0.7489	-0.0853	-0.0360	0.9187	0.5790	-1.5766	0.1040	0.5743	0.3612	-0.1641	0.9600	-1.6427
55.8500	9.9822	-0.0001	0.0000	0.3280	0.7812	-0.0888	-0.0344	0.9579	0.6044	0.7315	2.9648	0.8966	-1.1040	0.7777	-0.4794	-1.8265
55.9000	9.9986	-0.0001	0.0000	0.3280	0.7881	-0.0215	-0.0235	0.8308	0.7454	-3.7313	1.1289	0.8270	-1.2549	0.6175	-0.8760	-1.5673
55.9500	10.0150	-0.0001	0.0000	0.3280	0.8258	-0.0501	0.0514	0.9254	0.7261	-4.5448	0.5650	-1.6406	1.2402	-0.8002	0.6809	-0.9924
56.0000	10.0314	-0.0001	0.0000	0.3260	0.7243	0.0023	-0.0120	0.7197	0.7289	1.9624	-1.8410	1.3807	0.9383	-0.3147	-0.2689	-0.9406
56.0500	10.0477	-0.0001	0.0000	0.3260	0.8101	-0.0525	-0.0191	0.9145	0.7057	4.5809	0.3848	-1.8747	-0.8020	0.6273	-0.2494	-1.3647
56.1000	10.0640	-0.0001	0.0000	0.3280	0.8468	-0.0676	-0.0945	0.9813	0.7122	-2.0083	2.0097	1.3871	-0.9618	0.1272	0.5340	-1.8265
56.1500	10.0804	-0.0001	0.0000	0.3260	0.7570	0.0089	0.0333	0.7393	0.7746	-7.6343	-0.2492	-1.7698	0.2369	-0.2953	0.8963	-1.7747
56.2000	10.0967	-0.0001	0.0000	0.3260	0.8314	-0.0417	0.0579	0.9143	0.7484	-1.1592	-1.3595	-0.2237	1.7019	0.3748	-0.3374	-1.0773
56.2500	10.1130	-0.0001	0.0000	0.3280	0.7506	-0.0274	0.0574	0.8052	0.6960	3.3751	0.8884	-0.0287	1.2402	-0.7225	-0.0926	-1.1432
56.3000	10.1294	-0.0001	0.0000	0.3260	0.7939	-0.1225	-0.0759	1.0377	0.5502	-0.5778	1.1336	0.2696	-0.7044	0.1757	0.0150	-1.1055
56.3500	10.1457	-0.0001	0.0000	0.3260	0.7404	-0.0928	-0.0147	0.9251	0.5558	-2.8145	0.0497	2.6566	0.9916	0.3651	-0.4109	-1.8594
56.4000	10.1620	-0.0001	0.0000	0.3280	0.6972	-0.0539	-0.0186	0.8045	0.5899	1.1276	-0.8888	-1.0802	-1.4325	0.4136	0.4067	-1.1055
56.4500	10.1784	-0.0001	0.0000	0.3280	0.7863	-0.0600	0.0060	0.9057	0.6669	2.0730	-1.1777	0.3771	-0.5267	-0.7420	-0.2542	-2.1281
56.5000	10.1948	-0.0001	0.0000	0.3260	0.7839	-0.1003	0.0317	0.9835	0.5843	-5.2405	0.7206	-0.6440	0.2013	-0.3001	0.0885	-1.7700
56.5500	10.2111	-0.0001	0.0000	0.3260	0.7483	-0.0418	-0.0333	0.8314	0.6652	-4.9728	-0.4226	-0.5638	0.3523	0.0106	0.0934	-2.2694
56.6000	10.2274	-0.0001	0.0000	0.3280	0.7462	-0.1070	0.0006	0.9590	0.5333	2.8721	1.5939	0.5553	-0.4824	0.0349	0.1522	-1.5673
56.6500	10.2438	-0.0001	0.0000	0.3280	0.7041	-0.0785	0.0590	0.8602	0.5479	3.7782	-1.1399	0.8641	-0.9796	-0.9119	0.3970	-1.7605
56.7000	10.2602	-0.0001	0.0000	0.3260	0.7606	-0.0827	-0.0240	0.9252	0.5961	-1.9191	-0.8610	0.1276	0.4056	-0.1496	-0.4942	-1.7605
56.7500	10.2765	-0.0001	0.0000	0.3260	0.7489	-0.0997	-0.0104	0.9473	0.5505	-5.4759	-0.2228	0.3080	-0.8286	-0.3681	-0.4060	-2.2930
56.8000	10.2928	-0.0001	0.0000	0.3280	0.7271	-0.1464	-0.0229	1.0184	0.4358	-1.7443	2.5928	-0.4542	0.2191	-0.3438	0.4263	-0.8558
56.8500	10.3092	-0.0001	0.0000	0.3260	0.7551	-0.1537	0.0115	1.0609	0.4493	0.8778	-1.1205	-0.9715	0.1836	-0.4944	0.3235	-2.4343
56.9000	10.3255	-0.0001	0.0000	0.3280	0.6946	-0.1311	0.0852	0.9554	0.4337	-1.8192	0.6320	0.8424	1.2225	-0.7566	0.3823	-1.8076
56.9500	10.3419	-0.0001	0.0000	0.3260	0.7169	-0.0916	0.0454	0.8992	0.5347	-2.6254	0.5162	0.2784	1.1692	0.2680	0.0640	-1.3176
57.0000	10.3582	-0.0001	0.0000	0.3280	0.7595	-0.0991	-0.0502	0.9567	0.5624	0.9635	0.9410	1.6534	-1.5035	0.3748	-0.5089	-1.7087
57.0500	10.3746	-0.0001	0.0000	0.3280	0.7296	-0.0615	-0.0065	0.8520	0.6072	3.5178	0.2910	-0.2248	1.0094	-0.2758	-0.4550	-0.7191
57.1000	10.3910	-0.0001	0.0000	0.3280	0.7568	-0.1316	0.0749	1.0186	0.4951	-3.2497	-1.7938	-0.4838	2.0660	0.3894	0.1570	-1.9348
57.1500	10.4074	-0.0001	0.0000	0.3260	0.7251	-0.1163	-0.0306	0.9566	0.4937	-4.7838	-0.4994	-1.0894	0.2902	-0.1205	-0.4060	-0.5919
57.2000	10.4237	-0.0001	0.0000	0.3260	0.7227	-0.0432	-0.0033	0.8087	0.6366	2.0908	0.6104	0.6806	-0.6422	0.4233	-0.4794	-1.2516
57.2500	10.4400	-0.0001	0.0000	0.3280	0.7512	-0.0923	-0.0027	0.9349	0.5676	3.9209	2.2008	-0.3635	0.1747	-0.5040	0.2892	-0.7238
57.3000	10.4564	-0.0001	0.0000	0.3260	0.7258	-0.0745	-0.0207	0.8740	0.5776	-1.7871	-0.4993	1.3841	-1.4502	0.4671	0.3970	-1.2139
57.3500	10.4727	-0.0001	0.0000	0.3280	0.7771	-0.0768	0.0366	0.9300	0.6242	-3.4888	-0.8480	0.1404	-0.9530	0.3456	0.5585	-1.0584
57.4000	10.4891	-0.0001	0.0000	0.3280	0.7327	-0.1155	-0.0546	0.9624	0.5029	-0.8025	-0.1452	-0.4305	0.1480	0.4768	0.0150	-1.6097
57.4500	10.5055	-0.0001	0.0000	0.3260	0.7442	-0.0719	-0.0552	0.8873	0.6011	-0.1782	1.7258	1.8657	1.5155	-0.6934	-0.2885	-1.7228
57.5000	10.5218	-0.0001	0.0000	0.3280	0.7679	-0.1091	0.0279	0.9850	0.5509	-3.5244	0.0663	-2.8074	1.4000	0.8797	-0.7830	-1.0442
57.5500	10.5382	-0.0001	0.0000	0.3260	0.6957	-0.0620	-0.0158	0.8192	0.5723	-1.0807	-2.8426	-0.0014	-0.3847	0.4719	-0.6068	-1.0018
57.6000	10.5545	-0.0001	0.0000	0.3260	0.7429	-0.0720	0.0197	0.8862	0.5996	1.8767	0.0677	0.4540	-0.0384	0.6078	-0.3521	-1.9773
57.6500	10.5708	-0.0001	0.0000	0.3280	0.8052	-0.1159	0.0279	1.0358	0.5746	1.6377	0.5244	-0.3879	-1.0862	-0.6400	0.1326	-1.5956
57.7000	10.5872	-0.0001	0.0000	0.3260	0.7989	-0.0598	-0.0688	0.9178	0.6799	-3.7171	1.2311	-0.2525	-1.7699	0.5253	-0.6899	-1.3223
57.7500	10.6035	-0.0001	0.0000	0.3260	0.8399	-0.0885	0.0448	1.0161	0.6638	-2.7753	-0.2916	0.7740	-1.5301	0.6224	0.0836	-1.3411
57.8000	10.6198	-0.0001	0.0000	0.3280	0.7501	0.0158	0.0268	0.7188	0.7815	0.1572	-0.6864	-0.2903	-1.0950	-0.0185	0.5292	-1.4260
57.8500	10.6362	-0.0001	0.0000	0.3260	0.7688	-0.0357	-0.0399	0.8399	0.6978	0.1501	0.4271	-1.5239	-1.7166	0.0349	-0.9446	-1.6663
57.9000	10.6525	-0.0001	0.0000	0.3280	0.8275	-0.0555	0.0377	0.9379	0.7171	-1.4803	-0.2756	1.5205	-1.3436	-0.2613	-0.6018	-2.3449
57.9500	10.6689	-0.0001	0.0000	0.3260	0.7893	-0.0301	-0.0388	0.8493	0.7293	-0.7240	0.1389	0.3276	0.6897	0.5107	0.4116	-1.6144
58.0000	10.6852	-0.0001	0.0000	0.3280	0.7284	-0.0858	-0.0169	0.8992	0.5576	1.1097	-0.3761	1.3089	-0.2693	-0.4069	-0.3913	-1.7087
58.0500	10.7016	-0.0001	0.0000	0.3280	0.7252	-0.0081	0.0333	0.7413	0.7091	-0.7418	-0.2081	-0.9704	-1.0507	0.0640	-0.5920	-0.8275
58.1000	10.7180	-0.0001	0.0000	0.3260	0.7837	-0.0402	0.0175	0.8638	0.7036	-2.2758	-0.6374	0.2641	-1.0417	-0.6740	0.5193	-1.9584
58.1500	10.7343	-0.0001	0.0000	0.3280	0.7954	-0.0750	0.0142	0.9447	0.6461	-1.5445	-0.6227	-2.2508	2.1193	-0.0088	0.4508	-1.3129
58.2000	10.7507	-0.0001	0.0000	0.3260	0.7931	-0.0644	0.0306	0.9212	0.6650	1.4344	-2.0298	-0.2391	-0.4735	0.0883	-0.6165	-1.4401
58.2500	10.7670	-0.0001	0.0000	0.3280	0.7414	-0.0612	-0.0038	0.8631	0.6197	1.6127	-0.5067	0.7866	-1.6367	0.3991	0.5340	-2.3212
58.3000	10.7834	-0.0001	0.0000	0.3260	0.6863	-0.0788	-0.0459	0.8432	0.5295	-0.9274	0.6219	0.3266	0.0859	-0.2661	0.2697	-2.2694
58.3500	10.7997	-0.0001	0.0000	0.3260	0.7864	-0.0723	0.0536	0.9303	0.6426	-2.8965	0.0981	1.5802	-0.3137	0.7875	-1.1061	-1.0395
58.4000	10.8160	-0.0001	0.0000	0.3280	0.7243	-0.0355	0.0579	0.7949	0.6537	-1.4910	-0.5686	-1.4386	1.3645	0.6467	-0.1122	-2.0668
58.4500	10.8324	-0.0001	0.0000	0.3260	0.7474	-0.0970	-0.0300	0.9404	0.5543	-1.2983	0.0305	1.5977	0.8317	-0.5769	0.6172	-2.0809
58.5000	10.8487	-0.0001	0.0000	0.3280	0.7598	-0.0636	0.0120	0.8863	0.6333	-2.5506	0.5315	-0.6058	-1.1306	-0.2370	-0.0486	-0.7945
58.5500	10.8651	-0.0001	0.0000	0.3280	0.7382	-0.0909	-0.0033	0.9190	0.5574	-0.2602	-1.1491	0.3211	0.2279	-0.5769	0.2745	-1.3082
58.6000	10.8815	-0.0001	0.0000	0.3260	0.8045	-0.1116	-0.0076	1.0266	0.5824	2.5118	-0.2850	-1.4959	1.4000	-0.1059	0.5879	-1.8406
58.6500	10.8978	-0.0001	0.0000	0.3260	0.7114	-0.1055	0.0574	0.9213	0.5014	0.0288	-1.3145	0.0453	0.0947	-0.4555	-0.2591	-0.7380
58.7000	10.9141	-0.0001	0.0000	0.3280	0.7309	-0.1288	-0.0470	0.9873	0.4745	-2.4828	1.2267	-0.1164	-0.8819	0.4428	0.9550	-0.8086
58.7500	10.9305	-0.0001	0.0000	0.3280	0.6716	-0.0694	-0.0054	0.8097	0.5336	-2.0547	0.3711	0.6130	0.8317	-0.2515	-0.5235	-1.1432
58.8000	10.9469	-0.0001	0.0000	0.3260	0.7450	-0.0788	0.0230	0.9019	0.5882	0.8172	0.8329	0.0289	1.1337	0.5690	-0.6068	-1.2374
58.8500	10.9632	-0.0001	0.0000	0.3280	0.7620	-0.0767	-0.0388	0.9148	0.6093	-0.6133	0.6158	1.7538	-0.0384	0.3894	-0.3277	-1.3411
58.9000	10.9796	-0.0001	0.0000	0.3260	0.7503	-0.1232	0.0109	0.9954	0.5052	-1.2626	1.4223	0.4702	-0.5267	-0.4895	-0.3032	-0.6955
58.9500	10.9959	-0.0001	0.0000	0.3280	0.8038	-0.0820	0.0317	0.9671	0.6406	-2.1474	1.4170	0.6335	-1.3792	-0.3001	0.3871	-1.7794
59.0000	11.0123	-0.0001	0.0000	0.3280	0.7526	-0.0770	-0.0344	0.9059	0.5993	-2.6112	0.1111	1.5931	-1.2637	0.7729	0.6907	-1.5532
59.0500	11.0287	-0.0001	0.0000	0.3260	0.7672	-0.0694	0.0486	0.9053	0.6291	-1.6729	-0.0802	-1.6030	-1.1483	0.4671	-0.1220	-0.6155
59.1000	11.0450	-0.0001	0.0000	0.3280	0.7742	-0.0692	-0.0415	0.9120	0.6365	-1.6301	-1.4906	0.0964	1.1869	0.2339	-0.4990	-1.2374
59.1500	11.0614	-0.0001	0.0000	0.3260	0.7497	-0.0592	0.0355	0.8674	0.6320	0.1429	-0.3263	-1.8740	0.3257	-0.5623	-0.4892	-2.1516
59.2000	11.0777	-0.0001	0.0000	0.3260	0.7559	-0.0941	-0.0022	0.9432	0.5685	0.4997	-2.0390	-0.7821	1.0893	0.7729	0.7005	-2.0432
59.2500	11.0940	-0.0001	0.0000	0.3280	0.7485	-0.1224	-0.0797	0.9921	0.5049	0.7672	-0.5700	-0.5688	-0.4202	0.1952	-0.5089	-2.3449
59.3000	11.1104	-0.0001	0.0000	0.3260	0.7052	-0.1340	0.0137	0.9718	0.4386	-1.5231	-0.3910	0.1138	0.6542	0.1417	0.5193	-1.1573
59.3500	11.1267	-0.0001	0.0000	0.3280	0.7028	-0.0644	0.0361	0.8309	0.5747	-2.7575	1.7133	-0.2263	1.2313	-0.6206	-0.2934	-1.0018
59.4000	11.1431	-0.0001	0.0000	0.3260	0.8065	-0.0297	-0.0278	0.8655	0.7475	-3.2997	-0.3831	1.5267	-0.1716	0.2680	0.6123	-0.9783
59.4500	11.1594	-0.0001	0.0000	0.3260	0.7928	-0.1019	0.0109	0.9956	0.5901	-0.3993	1.6474	-0.2632	1.0538	0.1272	0.2256	-1.6851
59.5000	11.1757	-0.0001	0.0000	0.3280	0.7484	-0.0354	-0.0874	0.8188	0.6779	1.4843	-1.2377	-0.6658	-0.8997	0.3456	0.6319	-1.3977
59.5500	11.1921	-0.0001	0.0000	0.3260	0.7648	-0.1102	0.0038	0.9841	0.5454	-0.1175	-1.3568	0.9312	-0.7222	-0.1836	-0.5284	-1.0584
59.6000	11.2084	-0.0001	0.0000	0.3280	0.7474	-0.0588	0.0525	0.8644	0.6304	-2.1438	-1.3678	-2.0307	-1.0507	0.5399	-0.9690	-1.9113
59.6500	11.2248	-0.0001	0.0000	0.3280	0.7165	-0.0451	0.0306	0.8062	0.6268	-1.3661	-0.6473	0.9850	-0.4380	-0.0524	-0.2934	-1.6569
59.7000	11.2412	-0.0001	0.0000	0.3260	0.7191	-0.1135	0.0317	0.9451	0.4932	-0.2495	1.7003	0.9975	-0.7843	-0.2758	-0.0486	-0.9217
59.7500	11.2575	-0.0001	0.0000	0.3260	0.7597	-0.0799	-0.0196	0.9186	0.6007	-0.9630	-0.4287	0.8635	-0.0828	0.2339	0.2158	-0.6202
59.8000	11.2738	-0.0001	0.0000	0.3280	0.7591	-0.1348	0.0388	1.0274	0.4908	-1.2091	-0.6223	-0.1989	-0.8731	0.2631	-0.2983	-0.9971
59.8500	11.2902	-0.0001	0.0000	0.3260	0.6873	-0.0416	0.0421	0.7700	0.6045	1.6234	0.4364	1.4925	-0.1361	-0.2515	0.4557	-0.9689
59.9000	11.3065	-0.0001	0.0000	0.3280	0.7426	-0.0991	-0.0819	0.9397	0.5454	-0.0105	-1.9714	-2.0362	0.7253	0.6273	0.0346	-0.6531
59.9500	11.3229	-0.0001	0.0000	0.3260	0.7067	-0.1157	0.0164	0.9370	0.4764	-3.3425	-0.1427	1.1458	-0.3936	-0.1884	-0.2151	-2.0479
60.0000	11.3392	-0.0001	0.0000	0.3280	0.7900	-0.0519	0.0470	0.8933	0.6868	-3.3425	1.7225	1.5534	-0.6866	0.1465	0.3187	-1.2139
60.0500	11.3556	-0.0001	0.0000	0.3260	0.8012	-0.0181	-0.0464	0.8371	0.7652	-0.4564	-0.1854	-1.2571	0.1836	-0.0670	0.4459	-1.8170
60.1000	11.3719	-0.0001	0.0000	0.3280	0.7669	-0.0383	0.0082	0.8431	0.6906	0.8671	1.0205	-0.3762	0.4322	0.2242	-0.6948	-1.5202
60.1500	11.3883	-0.0001	0.0000	0.3280	0.7966	-0.0356	0.0486	0.8675	0.7257	-0.0640	0.8432	1.3601	2.3235	0.5836	0.0053	-1.9348
60.2000	11.4047	-0.0001	0.0000	0.3260	0.7653	-0.1029	-0.0426	0.9700	0.5606	1.0313	1.1416	1.2612	-0.0207	0.9429	-0.4403	-1.2045
60.2500	11.4210	-0.0001	0.0000	0.3280	0.7277	-0.0673	0.0202	0.8616	0.5937	0.4426	-1.0345	-1.1396	-0.6599	-0.3438	0.2648	-1.6474
60.3000	11.4374	-0.0001	0.0000	0.3260	0.7839	-0.0667	-0.0623	0.9166	0.6512	-1.6979	0.1393	-0.5150	1.0893	0.2534	0.1913	-0.9217
60.3500	11.4537	-0.0001	0.0000	0.3280	0.7831	-0.0712	0.0093	0.9248	0.6413	-3.0072	0.1997	0.1067	-1.3170	-0.3486	-0.6948	-0.8558
60.4000	11.4701	-0.0001	0.0000	0.3260	0.7446	-0.0639	-0.0054	0.8718	0.6174	0.3428	1.8332	-0.6137	-0.6777	0.2582	0.0053	-1.0442
60.4500	11.4864	-0.0001	0.0000	0.3280	0.7995	-0.1137	-0.0098	1.0259	0.5732	1.6413	-0.5671	-1.0718	-0.4468	-0.1641	-0.3766	-0.9736
60.5000	11.5028	-0.0001	0.0000	0.3260	0.7275	-0.0858	0.0486	0.8982	0.5567	-2.0333	-0.0259	1.6825	-0.1539	0.5544	-0.0535	-1.7652
60.5500	11.5191	-0.0001	0.0000	0.3280	0.7110	-0.1538	0.0426	1.0170	0.4051	-4.4199	-0.4773	-0.5334	1.2846	-0.3001	0.0738	-1.9678
60.6000	11.5355	-0.0001	0.0000	0.3260	0.7656	-0.1126	-0.0901	0.9897	0.5415	-2.6290	1.6172	-0.5739	0.6542	-0.0331	-0.3620	-1.9584
60.6500	11.5518	-0.0001	0.0000	0.3280	0.7412	-0.1287	0.0060	0.9973	0.4852	-0.4849	1.9458	0.8745	-1.6811	-0.0816	0.1668	-1.4213
60.7000	11.5682	-0.0001	0.0000	0.3260	0.8344	-0.0871	0.0366	1.0077	0.6611	-0.9915	0.8302	0.1106	-0.4468	-0.1884	-0.0682	-0.9877
60.7500	11.5845	-0.0001	0.0000	0.3280	0.7348	0.0019	0.0060	0.7311	0.7385	-0.7311	-1.9146	-1.3058	-1.3969	-0.0331	-0.1906	-0.4175
60.8000	11.6009	-0.0001	0.0000	0.3260	0.7542	-0.1176	0.0104	0.9882	0.5202	1.0669	-1.3056	1.0096	-1.1395	0.3651	0.3970	-1.4401
60.8500	11.6172	-0.0001	0.0000	0.3260	0.7881	-0.0966	-0.0879	0.9804	0.5959	1.6341	1.9892	-0.4598	0.8940	0.1514	0.5193	-1.5673
60.9000	11.6335	-0.0001	0.0000	0.3280	0.7863	-0.0747	-0.0164	0.9350	0.6375	-2.2758	-1.4516	0.1349	-1.0950	-0.0380	-0.4746	-1.5296
60.9500	11.6499	-0.0001	0.0000	0.3260	0.7690	-0.0644	0.1016	0.8971	0.6409	-4.3450	-0.7742	-1.3043	0.5921	0.0883	0.2158	-2.3165
61.0000	11.6662	-0.0001	0.0000	0.3280	0.7356	-0.0389	-0.0431	0.8130	0.6582	-2.1117	-1.2950	0.6829	0.4233	0.0786	0.0885	-0.8039
61.0500	11.6826	-0.0001	0.0000	0.3260	0.7306	-0.0769	-0.0295	0.8836	0.5775	0.4890	3.3870	1.1166	0.0947	-0.7031	-0.2983	-1.0395
61.1000	11.6989	-0.0001	0.0000	0.3280	0.7223	-0.1161	-0.0912	0.9533	0.4912	1.5735	1.7260	0.2078	1.4889	-0.2953	-0.0780	-1.3647
61.1500	11.7153	-0.0001	0.0000	0.3280	0.7079	-0.0796	0.0820	0.8664	0.5495	-0.0675	0.3256	1.1864	-1.5213	0.1709	0.0493	-1.9443
61.2000	11.7317	-0.0001	0.0000	0.3260	0.7251	-0.1239	0.0536	0.9717	0.4785	-0.7382	-1.8924	1.7234	0.5121	-0.0234	-0.1269	-0.7427
61.2500	11.7480	-0.0001	0.0000	0.3260	0.7625	-0.0109	-0.0136	0.7842	0.7408	-0.2281	0.8320	0.0561	-1.2104	0.0106	0.2745	-1.2987
61.3000	11.7643	-0.0001	0.0000	0.3280	0.7943	-0.0633	-0.0732	0.9202	0.6684	-0.8417	2.5163	1.0723	-1.3881	-0.6011	-0.1465	-0.7050
61.3500	11.7807	-0.0001	0.0000	0.3260	0.7434	-0.1000	-0.0644	0.9424	0.5444	-2.3472	0.2099	-2.2722	1.2668	-0.3389	-0.0926	-1.9820
61.4000	11.7970	-0.0001	0.0000	0.3260	0.7652	-0.0609	0.0945	0.8863	0.6440	-1.0094	-2.6307	0.9103	-0.6866	-0.6449	-0.4843	-1.5861
61.4500	11.8133	-0.0001	0.0000	0.3280	0.7884	-0.0979	0.0328	0.9832	0.5936	2.0052	-2.0375	-0.4153	0.1303	0.4719	-0.1710	-2.0103
61.5000	11.8297	-0.0001	0.0000	0.3260	0.7533	-0.0632	-0.0011	0.8791	0.6275	0.5318	-0.9151	0.5521	-1.0417	0.0689	-0.3325	-1.0489
61.5500	11.8460	-0.0001	0.0000	0.3280	0.6984	-0.1249	-0.0939	0.9469	0.4499	-4.6946	1.4730	-1.5032	-1.8853	0.2680	-0.0829	-1.0584
61.6000	11.8624	-0.0001	0.0000	0.3280	0.7448	-0.0962	0.0006	0.9362	0.5534	-4.0275	1.3092	2.2977	-0.5800	-0.5575	-0.4256	-1.3647
61.6500	11.8788	-0.0001	0.0000	0.3280	0.7288	-0.0859	0.0563	0.8997	0.5579	1.5842	-0.0512	-0.8437	0.1303	-0.7566	0.7592	-1.6050
61.7000	11.8952	-0.0001	0.0000	0.3260	0.7866	-0.0979	-0.0530	0.9814	0.5917	2.1872	0.0580	1.9902	-1.0329	0.3894	-0.2494	-0.9689
61.7500	11.9115	-0.0001	0.0000	0.3280	0.7529	-0.0723	-0.0388	0.8968	0.6090	-1.7907	2.4084	-0.9734	0.6364	-0.2272	0.1276	-1.0678
61.8000	11.9279	-0.0001	0.0000	0.3260	0.7573	-0.0198	0.0088	0.7968	0.7179	-0.0426	0.9850	0.7131	0.4233	-0.1302	0.4557	-1.7652
61.8500	11.9442	-0.0001	0.0000	0.3280	0.8187	-0.0787	0.0776	0.9753	0.6620	2.2192	-0.6655	-0.5224	0.2546	0.0204	-0.8711	-0.9830
61.9000	11.9606	-0.0001	0.0000	0.3260	0.7344	-0.0660	0.0579	0.8658	0.6029	-0.1318	-1.9835	-0.8396	-0.9352	0.5399	0.5585	-1.4213
61.9500	11.9769	-0.0001	0.0000	0.3280	0.7823	-0.0590	-0.0355	0.8997	0.6650	-3.6494	-0.4173	-0.7272	1.4533	-0.1836	-0.0976	-1.1526
62.0000	11.9933	-0.0001	0.0000	0.3260	0.7262	-0.0461	-0.0721	0.8179	0.6345	-1.7229	1.1914	-1.9218	0.6364	-0.2127	-0.8711	-0.9311
62.0500	12.0096	-0.0001	0.0000	0.3280	0.7737	-0.0557	-0.0650	0.8847	0.6628	0.4212	0.6550	0.1344	1.5244	-0.4847	-0.0437	-1.0254
62.1000	12.0260	-0.0001	0.0000	0.3260	0.7531	-0.0557	0.0907	0.8640	0.6422	-0.4100	-0.0183	0.6221	-0.1094	-0.3147	-0.5186	-1.6898
62.1500	12.0423	-0.0001	0.0000	0.3280	0.7749	-0.0423	0.0667	0.8589	0.6908	-2.4435	-0.0886	1.9580	-1.3170	0.3456	-0.8613	-0.9217
