time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	
s 	m 	m 	� 	m/s 	mm 	mm/m 	Nm 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	
158.5500	43.5640	-0.0001	0.0100	0.3300	1.4007	-0.0529	-0.0846	1.5061	1.2954	-2.8497	-0.7816	0.3236	-1.1362	0.7889	0.3582	-2.9694
158.6000	43.5805	-0.0001	0.0100	0.3240	1.4662	-0.0497	-0.0846	1.5652	1.3672	1.7488	0.0067	1.6637	-0.0352	1.4590	-0.4154	-1.8243
158.6500	43.5967	-0.0001	0.0100	0.3300	1.3752	-0.1043	-0.1081	1.5827	1.1677	-0.0848	0.2578	-0.2807	-1.3048	-0.1432	-0.3958	-2.2437
158.7000	43.6132	-0.0001	0.0100	0.3240	1.3860	-0.0666	-0.0573	1.5185	1.2535	0.2112	-2.1889	-1.3747	-0.8431	1.1580	-0.4839	-2.0788
158.7500	43.6294	-0.0001	0.0100	0.3300	1.4223	-0.0913	-0.0518	1.6041	1.2406	-1.6796	-0.1567	0.9122	-1.9353	0.6967	0.1477	-2.2955
158.8000	43.6459	-0.0001	0.0100	0.3240	1.3019	-0.0441	-0.0147	1.3898	1.2141	-0.8911	-1.8033	0.3830	0.4532	1.3425	0.4708	-2.9694
158.8500	43.6621	-0.0001	0.0100	0.3280	1.4390	-0.0808	-0.0486	1.5998	1.2782	-0.4274	-1.7191	-0.9673	-0.9586	0.7792	0.2161	-2.1683
158.9000	43.6785	-0.0001	0.0100	0.3240	1.3699	-0.1323	-0.0289	1.6332	1.1066	0.3967	-0.4493	-1.2316	1.5454	0.9006	-0.3076	-1.8432
158.9500	43.6947	-0.0001	0.0100	0.3300	1.4598	-0.0591	-0.0442	1.5775	1.3421	-1.4762	0.4174	1.0010	-2.3704	1.0075	-0.1853	-2.6207
159.0000	43.7112	-0.0001	0.0100	0.3240	1.4513	-0.0890	-0.0436	1.6284	1.2742	-1.5689	-0.1118	-0.0553	0.5864	0.9978	-0.0091	-1.4427
159.0500	43.7274	-0.0001	0.0100	0.3300	1.2841	-0.0743	-0.0147	1.4319	1.1363	-0.6949	-0.1047	0.9635	-1.2605	0.9104	-0.3469	-2.5500
159.1000	43.7439	-0.0001	0.0100	0.3240	1.4388	-0.0781	0.0077	1.5943	1.2833	-0.7663	-2.0205	-1.6019	1.2169	0.8570	0.4512	-2.4275
159.1500	43.7601	-0.0001	0.0100	0.3300	1.3986	-0.0378	-0.0316	1.4740	1.3233	-2.7784	0.1674	0.0236	-1.7755	0.3617	0.3239	-2.7526
159.2000	43.7766	-0.0001	0.0100	0.3240	1.3660	-0.1306	-0.0349	1.6259	1.1061	-1.7010	0.3400	1.3181	1.0127	0.7210	0.1330	-2.3097
159.2500	43.7928	-0.0001	0.0100	0.3300	1.4262	-0.0961	-0.0835	1.6174	1.2350	1.3814	-0.1834	-0.7443	-0.3903	0.6239	-0.2587	-2.0458
159.3000	43.8093	-0.0001	0.0100	0.3240	1.3513	-0.0440	-0.0557	1.4389	1.2638	1.9950	-1.2470	-0.2202	0.6575	1.2794	0.1672	-3.4171
159.3500	43.8255	-0.0001	0.0100	0.3300	1.3964	-0.1074	-0.0371	1.6100	1.1827	-2.8140	-1.8624	-0.6871	-1.5535	0.3228	-0.7679	-3.1390
159.4000	43.8420	-0.0001	0.0100	0.3240	1.4531	-0.0424	-0.0163	1.5375	1.3687	-4.8190	-1.1147	-0.9889	0.1780	1.0075	-0.3419	-2.4039
159.4500	43.8582	-0.0001	0.0100	0.3280	1.4140	-0.0557	-0.0251	1.5248	1.3032	-0.5736	-0.8470	-0.5560	1.6964	-0.0801	0.0693	-1.5981
159.5000	43.8746	-0.0001	0.0100	0.3260	1.4026	-0.1036	-0.0163	1.6087	1.1965	1.2280	-0.6592	0.2756	1.8206	0.5851	-0.4349	-2.1495
159.5500	43.8909	-0.0001	0.0100	0.3300	1.3596	-0.0569	-0.0382	1.4729	1.2463	-2.0041	-0.1481	-0.1755	-0.2482	0.2597	-0.5721	-2.1730
159.6000	43.9074	-0.0001	0.0100	0.3240	1.3624	-0.0860	-0.0513	1.5336	1.1912	-2.4001	-0.9344	-0.7548	1.7319	-0.2113	0.0546	-2.0788
159.6500	43.9236	-0.0001	0.0100	0.3300	1.4164	-0.0320	-0.0660	1.4802	1.3526	1.8772	-1.6878	0.1317	-1.6157	0.2743	0.4365	-2.0458
159.7000	43.9401	-0.0001	0.0100	0.3240	1.3979	-0.0791	-0.0791	1.5552	1.2406	0.2540	0.3288	1.2507	0.8173	1.1725	-0.6455	-2.0175
159.7500	43.9563	-0.0001	0.0100	0.3300	1.4033	-0.0937	-0.0753	1.5897	1.2168	-3.6631	-0.2564	-0.5633	1.3767	0.5026	-0.3175	-2.7007
159.8000	43.9728	-0.0001	0.0100	0.3240	1.4270	-0.0160	-0.0622	1.4589	1.3951	-3.1921	-1.4356	-2.2611	-0.7455	0.2015	-0.0628	-2.1306
159.8500	43.9890	-0.0001	0.0100	0.3300	1.4030	-0.0591	-0.0731	1.5205	1.2855	1.2423	0.5477	0.7080	0.8262	0.6336	-0.9392	-2.2955
159.9000	44.0055	-0.0001	0.0100	0.3240	1.3355	-0.0802	-0.0901	1.4950	1.1760	2.3695	-0.1118	1.1814	0.5686	0.3860	-0.3419	-2.1259
159.9500	44.0217	-0.0001	0.0100	0.3300	1.3959	-0.0637	-0.0726	1.5227	1.2692	-2.2647	-1.3705	-0.9604	0.9150	0.6530	0.0791	-3.0447
160.0000	44.0382	-0.0001	0.0100	0.3240	1.4009	-0.1349	-0.1234	1.6694	1.1325	-5.6359	-0.2772	-0.3310	0.3911	0.4734	-0.1902	-3.0212
160.0500	44.0544	-0.0001	0.0100	0.3300	1.3597	-0.0321	-0.0781	1.4237	1.2957	-4.6976	0.2161	-0.2374	0.1158	0.2646	-0.1021	-3.1531
160.1000	44.0709	-0.0001	0.0100	0.3260	1.3993	-0.0870	-0.0507	1.5725	1.2261	-1.2764	-1.4419	0.8241	0.6309	-0.2016	-0.3762	-3.2380
160.1500	44.0872	-0.0001	0.0100	0.3280	1.4337	-0.0704	-0.0835	1.5738	1.2936	-1.0445	1.1457	1.2982	-1.8377	-0.0656	0.3288	-2.9600
160.2000	44.1036	-0.0001	0.0100	0.3260	1.4194	-0.0498	-0.0786	1.5185	1.3204	-2.5001	1.8154	-0.3172	0.9771	0.7404	-0.1754	-2.2389
160.2500	44.1199	-0.0001	0.0100	0.3280	1.3948	-0.1355	0.0487	1.6644	1.1252	-0.0028	-0.2019	1.0643	0.0626	-0.1772	-0.2489	-2.2720
160.3000	44.1363	-0.0001	0.0100	0.3240	1.3684	-0.0161	0.0022	1.4005	1.3363	4.1962	-1.2571	-0.7359	0.2845	0.9540	0.2994	-1.9751
160.3500	44.1525	-0.0001	0.0100	0.3300	1.4266	-0.0975	-0.0349	1.6206	1.2327	-0.7270	-1.0480	0.6788	-0.5324	-0.2161	0.4463	-2.2248
160.4000	44.1690	-0.0001	0.0100	0.3240	1.3902	-0.0706	-0.0365	1.5307	1.2496	-5.1079	-0.1576	0.9395	-0.3193	0.0752	0.3337	-2.2720
160.4500	44.1852	-0.0001	0.0100	0.3280	1.3688	-0.0437	-0.0141	1.4557	1.2819	-0.9447	-1.3439	-0.5407	-0.4702	0.4345	0.2799	-2.3379
160.5000	44.2016	-0.0001	0.0100	0.3240	1.4463	-0.1410	-0.0125	1.7269	1.1656	4.4067	2.9357	-0.1107	-0.2660	0.3763	-0.3958	-1.8997
160.5500	44.2178	-0.0001	0.0100	0.3300	1.3783	-0.0636	0.0203	1.5049	1.2516	0.0222	1.1072	0.4172	-1.6778	0.6530	0.0693	-2.9882
160.6000	44.2343	-0.0001	0.0100	0.3240	1.3636	-0.0983	0.0241	1.5591	1.1681	-6.6633	-1.4631	1.4776	0.9061	0.6336	0.4512	-1.8620
160.6500	44.2505	-0.0001	0.0100	0.3320	1.4233	-0.1346	-0.0065	1.6911	1.1555	-4.4729	-2.4034	-0.9681	0.2401	-0.3763	0.4757	-3.2851
160.7000	44.2671	-0.0001	0.0100	0.3240	1.3668	-0.0904	-0.0442	1.5466	1.1869	0.2754	-0.0639	-0.2891	-0.7099	0.7064	-0.0825	-2.1777
160.7500	44.2833	-0.0001	0.0100	0.3300	1.3298	-0.0989	-0.0365	1.5266	1.1329	0.5787	0.3030	-0.4328	-0.2393	0.7404	0.7743	-2.0552
160.8000	44.2998	-0.0001	0.0100	0.3240	1.3894	-0.1497	-0.0251	1.6873	1.0916	-1.0267	0.4153	1.4768	0.7729	0.5559	0.5394	-2.4416
160.8500	44.3160	-0.0001	0.0100	0.3300	1.3696	-0.0891	-0.0098	1.5469	1.1923	0.2718	-1.1288	-0.5532	0.1247	0.1723	0.1330	-2.3615
160.9000	44.3325	-0.0001	0.0100	0.3240	1.3876	-0.0785	-0.0207	1.5439	1.2313	3.1152	-0.5929	-0.5301	0.0804	0.2646	0.3778	-2.4888
160.9500	44.3487	-0.0001	0.0100	0.3300	1.3239	-0.1238	-0.0136	1.5701	1.0776	1.0675	0.6806	0.3334	-1.2960	0.9589	0.1624	-1.2541
161.0000	44.3652	-0.0001	0.0100	0.3240	1.4321	-0.0644	0.0137	1.5602	1.3040	-2.6285	-0.2590	-0.4817	0.0359	1.0026	-0.1217	-2.2201
161.0500	44.3814	-0.0001	0.0100	0.3280	1.3106	-0.0589	-0.0442	1.4279	1.1934	-3.1778	-1.1043	0.3423	0.3112	0.6433	0.1330	-2.7385
161.1000	44.3978	-0.0001	0.0100	0.3260	1.4078	-0.1235	-0.0682	1.6535	1.1621	-0.3703	0.3398	-1.1553	-1.5091	1.1823	0.1574	-1.5462
161.1500	44.4141	-0.0001	0.0100	0.3300	1.3954	-0.0862	-0.0513	1.5669	1.2239	-1.1516	1.2780	1.7662	-0.6123	0.0995	-0.3909	-2.1542
161.2000	44.4306	-0.0001	0.0100	0.3240	1.4022	-0.0499	0.0017	1.5014	1.3030	-1.3442	0.0484	0.3838	-0.9763	0.6725	-0.9050	-2.3332
161.2500	44.4468	-0.0001	0.0100	0.3300	1.3521	-0.1284	0.0050	1.6075	1.0966	-0.7698	0.7917	0.2182	1.5277	0.9347	-0.2832	-2.5312
161.3000	44.4633	-0.0001	0.0100	0.3260	1.3592	-0.0211	-0.0338	1.4012	1.3172	-1.9685	0.6020	1.0990	-0.3104	0.2112	-0.7287	-1.8196
161.3500	44.4796	-0.0001	0.0100	0.3300	1.3860	-0.0687	-0.0180	1.5227	1.2493	-3.1707	-0.1109	1.1542	0.4799	0.2064	0.4022	-2.6866
161.4000	44.4961	-0.0001	0.0100	0.3240	1.4041	-0.1141	-0.0300	1.6312	1.1770	-0.4737	-2.6531	-1.1301	-0.6656	0.6967	0.4072	-2.1777
161.4500	44.5123	-0.0001	0.0100	0.3300	1.3366	-0.0315	-0.0393	1.3992	1.2739	2.6729	0.6437	-0.1809	-0.9941	1.0949	-0.0727	-1.9045
161.5000	44.5288	-0.0001	0.0100	0.3240	1.3717	-0.1034	-0.1764	1.5774	1.1660	0.6358	-0.1598	-1.0582	1.1103	0.6773	0.7057	-2.2955
161.5500	44.5450	-0.0001	0.0100	0.3280	1.3485	-0.1510	-0.0294	1.6490	1.0479	-0.8911	1.2390	0.4910	0.0181	0.1044	0.4365	-1.8149
161.6000	44.5614	-0.0001	0.0100	0.3240	1.3462	-0.1212	-0.0300	1.5874	1.1050	-2.4109	-0.6202	0.3141	-1.2694	-0.2598	-0.3566	-2.8751
161.6500	44.5776	-0.0001	0.0100	0.3300	1.3889	-0.0820	0.0798	1.5521	1.2258	-2.3395	-2.0335	-1.6148	-0.4436	-0.1578	0.3778	-2.1401
161.7000	44.5941	-0.0001	0.0100	0.3240	1.3356	-0.0249	0.0388	1.3852	1.2861	-4.1447	-1.6200	1.3509	0.9061	1.2697	0.3288	-1.7961
161.7500	44.6103	-0.0001	0.0100	0.3300	1.4109	-0.0480	-0.0884	1.5064	1.3155	-4.1268	-1.3161	0.6672	0.4888	0.3860	0.1035	-2.0080
161.8000	44.6268	-0.0001	0.0100	0.3240	1.3763	-0.1449	-0.1562	1.6646	1.0880	-0.1276	1.9803	0.8011	-1.0384	0.5170	-0.2832	-3.0966
161.8500	44.6430	-0.0001	0.0100	0.3300	1.3400	-0.0402	-0.0469	1.4199	1.2601	1.7988	-0.6751	-2.1288	0.0981	0.2403	-0.3076	-2.4181
161.9000	44.6595	-0.0001	0.0100	0.3240	1.3314	-0.0813	0.0574	1.4932	1.1696	0.0079	-2.1236	0.7415	-0.0884	0.5413	-0.2440	-2.0882
161.9500	44.6757	-0.0001	0.0100	0.3300	1.3836	-0.0667	0.0405	1.5163	1.2509	-2.1362	-0.3584	1.7529	0.8528	1.0221	-0.2000	-1.6311
162.0000	44.6922	-0.0001	0.0100	0.3260	1.3517	-0.0595	-0.0267	1.4700	1.2333	-0.5843	0.0396	-1.0018	0.6131	0.0510	0.6813	-2.9034
162.0500	44.7085	-0.0001	0.0100	0.3280	1.3321	-0.1043	-0.0311	1.5396	1.1246	0.3754	2.2763	0.3626	-1.1362	-0.0850	0.2357	-2.2626
162.1000	44.7249	-0.0001	0.0100	0.3260	1.3158	-0.0794	-0.0081	1.4739	1.1577	1.4135	0.5931	0.1347	0.5065	0.5365	-0.3811	-2.2814
162.1500	44.7412	-0.0001	0.0100	0.3300	1.3524	-0.1250	-0.0032	1.6012	1.1036	0.2898	-1.2863	0.1626	-0.2926	1.0318	0.2651	-1.9280
162.2000	44.7577	-0.0001	0.0100	0.3240	1.3502	-0.0872	-0.0524	1.5239	1.1766	-2.6713	-2.2486	-0.3656	-0.9586	0.9929	0.6078	-1.9563
162.2500	44.7739	-0.0001	0.0100	0.3280	1.3426	-0.0498	-0.0906	1.4416	1.2435	-2.4037	1.0085	0.1512	1.7851	0.2597	-0.4105	-2.2389
162.3000	44.7903	-0.0001	0.0100	0.3260	1.4571	-0.0615	-0.0600	1.5796	1.3347	-0.6699	0.6856	-0.6454	0.6309	-0.2452	0.2799	-2.4039
162.3500	44.8066	-0.0001	0.0100	0.3280	1.3931	-0.1091	0.0476	1.6103	1.1759	-2.0719	-0.6087	-0.0399	1.0127	0.3568	0.2750	-1.7159
162.4000	44.8230	-0.0001	0.0100	0.3240	1.2865	-0.0877	0.0454	1.4610	1.1120	-4.1982	-3.1565	-0.5029	0.7374	0.3035	-0.3126	-2.0411
162.4500	44.8392	-0.0001	0.0100	0.3320	1.4090	-0.0766	-0.0131	1.5613	1.2566	-2.1397	-0.2574	-0.1148	0.9061	1.2017	0.5051	-1.8997
162.5000	44.8558	-0.0001	0.0100	0.3240	1.3562	-0.1116	-0.0562	1.5782	1.1342	0.8926	2.3930	0.8994	1.1281	0.4637	0.2994	-2.6160
162.5500	44.8720	-0.0001	0.0100	0.3300	1.3845	-0.0321	-0.1147	1.4484	1.3207	-0.9232	-0.5368	-1.4303	-1.1540	0.4928	-0.3419	-2.1589
162.6000	44.8885	-0.0001	0.0100	0.3260	1.4225	-0.0384	0.0170	1.4988	1.3461	-5.3077	-2.1516	1.1915	1.6964	-0.0122	0.1281	-1.8997
162.6500	44.9048	-0.0001	0.0100	0.3300	1.3007	-0.0693	0.0388	1.4386	1.1627	-4.1411	-2.7848	-1.2040	0.9150	0.3860	-0.0874	-1.6405
162.7000	44.9213	-0.0001	0.0100	0.3260	1.3973	-0.0660	-0.0365	1.5286	1.2659	1.3956	2.2899	-0.4672	-0.2038	-0.1724	-0.3371	-2.0080
162.7500	44.9376	-0.0001	0.0100	0.3300	1.3510	-0.1146	0.0039	1.5790	1.1230	3.2436	0.9142	-1.4876	-0.2482	0.6482	-0.0384	-2.7573
162.8000	44.9541	-0.0001	0.0100	0.3240	1.3214	-0.0532	0.0367	1.4273	1.2154	0.6929	-1.5404	-1.1000	-0.7366	0.4977	-0.0678	-2.9741
162.8500	44.9703	-0.0001	0.0100	0.3300	1.3785	-0.1433	0.0263	1.6636	1.0934	-1.2300	-3.6286	-0.0133	-1.3048	0.4296	-0.1902	-2.1872
162.9000	44.9868	-0.0001	0.0100	0.3240	1.3192	-0.0818	-0.0267	1.4819	1.1565	-0.2882	0.8067	-0.2447	1.3057	0.2792	-0.0286	-3.1296
162.9500	45.0030	-0.0001	0.0100	0.3300	1.3473	-0.0659	-0.0988	1.4784	1.2162	1.4705	2.4486	0.8417	0.9682	-0.2403	0.4022	-2.1117
163.0000	45.0195	-0.0001	0.0100	0.3220	1.4501	-0.1018	-0.1097	1.6526	1.2475	-0.4773	1.7820	0.2963	-0.2393	-0.0025	-0.0874	-2.6490
163.0500	45.0356	-0.0001	0.0100	0.3280	1.3769	-0.0668	-0.0327	1.5099	1.2439	-1.7509	-0.0311	-0.0600	0.2934	-0.0947	-0.0188	-2.0223
163.1000	45.0520	-0.0001	0.0100	0.3260	1.2916	-0.1017	-0.0136	1.4939	1.0893	-1.0124	0.6832	-0.9849	-0.7810	-0.0996	0.2113	-2.8138
163.1500	45.0683	-0.0001	0.0100	0.3280	1.3808	-0.1575	-0.0338	1.6942	1.0675	-4.1162	1.6293	0.4547	-1.3493	0.5705	0.0987	-1.9563
163.2000	45.0847	-0.0001	0.0100	0.3240	1.3590	-0.0423	-0.1043	1.4432	1.2749	-4.1839	1.1882	1.2278	1.7052	0.5705	-0.1706	-2.0270
163.2500	45.1009	-0.0001	0.0100	0.3300	1.3539	-0.1805	-0.0431	1.7130	0.9948	-3.9163	0.8086	0.9374	0.6486	1.0463	-0.5574	-2.7950
163.3000	45.1174	-0.0001	0.0100	0.3240	1.3501	-0.0784	0.0077	1.5060	1.1941	-3.4312	-1.2946	-1.6443	-0.9675	0.5316	0.6225	-2.5971
163.3500	45.1336	-0.0001	0.0100	0.3320	1.3511	-0.0819	-0.0376	1.5142	1.1881	1.5847	-1.4606	-1.0775	0.3200	-0.1432	-0.2440	-2.7007
163.4000	45.1502	-0.0001	0.0100	0.3240	1.3005	-0.1551	0.0285	1.6092	0.9918	3.1081	-0.2886	-0.3984	-0.1594	0.7453	-0.1608	-2.2955
163.4500	45.1664	-0.0001	0.0100	0.3280	1.2934	-0.0609	0.0383	1.4146	1.1722	0.6465	-1.1968	-1.3510	0.8350	0.6239	0.0938	-1.9751
163.5000	45.1828	-0.0001	0.0100	0.3240	1.3304	-0.1442	0.0536	1.6174	1.0434	-0.1455	0.4233	1.2317	1.9361	0.3666	-0.9833	-2.5688
163.5500	45.1990	-0.0001	0.0100	0.3300	1.3884	-0.1038	0.0481	1.5951	1.1818	0.2470	-1.6048	-2.0067	0.8262	0.1529	0.2504	-2.0694
163.6000	45.2155	-0.0001	0.0100	0.3240	1.3308	-0.0985	0.0170	1.5268	1.1348	-0.4274	-0.1904	0.7104	-0.6300	-0.0607	0.5883	-2.8893
163.6500	45.2317	-0.0001	0.0100	0.3280	1.3373	-0.0957	-0.0677	1.5278	1.1468	-2.4287	-1.2101	-0.9425	0.9860	-0.1190	-0.1265	-2.3191
163.7000	45.2481	-0.0001	0.0100	0.3240	1.4222	-0.0868	-0.0333	1.5950	1.2494	-0.8162	-0.3307	0.4875	1.5099	0.5947	-0.0580	-2.9788
163.7500	45.2643	-0.0001	0.0100	0.3300	1.3369	-0.0735	-0.0114	1.4832	1.1906	-1.0481	-0.0223	-0.3323	-0.5146	0.5413	-0.0531	-2.3851
163.8000	45.2808	-0.0001	0.0100	0.3240	1.3641	-0.0742	0.0891	1.5118	1.2164	-4.8082	1.2035	-0.8930	1.0215	0.6773	-0.6308	-2.7762
163.8500	45.2970	-0.0001	0.0100	0.3280	1.3166	-0.0656	0.0367	1.4470	1.1861	-3.4989	-1.4582	0.4988	0.8084	0.6093	-0.3861	-2.4557
163.9000	45.3134	-0.0001	0.0100	0.3260	1.3142	-0.0645	0.0470	1.4427	1.1858	0.1257	-0.7364	0.1715	-1.2339	0.4006	-0.9050	-1.8950
163.9500	45.3297	-0.0001	0.0100	0.3280	1.4012	-0.0445	-0.0961	1.4899	1.3126	-2.4643	0.4832	-0.1987	-1.2694	0.3471	-0.2587	-2.0364
164.0000	45.3461	-0.0001	0.0100	0.3260	1.3251	-0.0654	-0.1414	1.4553	1.1948	-1.2692	1.7660	-0.4501	1.9716	0.2597	-0.9344	-2.1777
164.0500	45.3624	-0.0001	0.0100	0.3280	1.3233	-0.1055	-0.0557	1.5333	1.1133	1.8381	-0.5465	-1.1308	1.1103	-0.0268	-0.4741	-2.7950
164.1000	45.3788	-0.0001	0.0100	0.3240	1.3730	-0.0508	0.0044	1.4741	1.2719	1.9986	-1.5572	-0.5826	-0.2926	0.6093	0.6715	-2.2060
164.1500	45.3950	-0.0001	0.0100	0.3300	1.3924	-0.0492	0.0492	1.4903	1.2945	-4.5585	-0.0843	1.5739	-0.4436	0.4539	-0.4349	-2.1966
164.2000	45.4115	-0.0001	0.0100	0.3240	1.3514	-0.0744	0.0722	1.4994	1.2033	-3.0494	1.2275	0.8450	-0.5324	-0.0073	-0.7092	-2.0080
164.2500	45.4277	-0.0001	0.0100	0.3300	1.4074	-0.1035	0.0700	1.6134	1.2014	2.7905	0.3794	-1.9594	-0.1151	0.2015	0.1182	-2.1872
164.3000	45.4442	-0.0001	0.0100	0.3240	1.3037	-0.0686	-0.0049	1.4403	1.1672	0.8498	-1.4231	-1.4058	0.8706	-0.2113	-0.9882	-2.6019
164.3500	45.4604	-0.0001	0.0100	0.3300	1.3619	-0.0503	-0.0415	1.4619	1.2619	-2.9675	0.9190	0.4282	0.0981	-0.0510	0.2260	-2.3520
164.4000	45.4769	-0.0001	0.0100	0.3240	1.3649	-0.1333	-0.1698	1.6302	1.0995	-0.2953	-0.4049	-0.1197	-0.9320	-0.4879	-0.1657	-2.9269
164.4500	45.4931	-0.0001	0.0100	0.3300	1.2907	-0.0902	-0.0136	1.4701	1.1112	1.5455	1.5678	0.2816	0.9416	0.4345	-0.2783	-3.9401
164.5000	45.5096	-0.0001	0.0100	0.3240	1.4030	-0.0392	0.0754	1.4810	1.3250	-2.4038	-0.2131	-0.2396	-0.1417	0.6870	0.0546	-3.2568
164.5500	45.5258	-0.0001	0.0100	0.3300	1.3901	-0.0783	0.0842	1.5458	1.2344	-5.1115	0.6924	-0.4419	1.2879	0.6239	-0.7483	-1.7018
164.6000	45.5423	-0.0001	0.0100	0.3240	1.3740	-0.0401	0.0367	1.4539	1.2942	-3.6060	-1.3906	-0.7554	1.4211	0.5559	0.2896	-2.4651
164.6500	45.5585	-0.0001	0.0100	0.3300	1.3956	-0.0741	0.0033	1.5431	1.2480	0.7321	0.5337	-0.5141	0.8350	0.5316	0.7842	-3.5537
164.7000	45.5750	-0.0001	0.0100	0.3240	1.3168	-0.0187	-0.0136	1.3540	1.2797	1.2708	-0.1530	-0.8547	0.1602	0.7696	0.2456	-2.0882
164.7500	45.5912	-0.0001	0.0100	0.3300	1.4018	-0.0593	-0.0054	1.5198	1.2838	-0.6164	-0.6623	-0.4581	0.1868	0.3180	-0.4399	-2.3615
164.8000	45.6077	-0.0001	0.0100	0.3240	1.3542	-0.1281	0.0257	1.6092	1.0993	-4.0448	-0.3159	0.4458	0.5953	-0.0947	0.3288	-1.8385
164.8500	45.6239	-0.0001	0.0100	0.3300	1.3033	-0.0974	-0.0081	1.4972	1.1095	-4.2054	-2.0503	-1.0974	1.0836	0.1918	0.6715	-1.8243
164.9000	45.6404	-0.0001	0.0100	0.3240	1.3287	-0.0505	0.0252	1.4292	1.2282	0.7570	2.1357	1.7977	-1.0740	0.6628	-0.1608	-3.0966
164.9500	45.6566	-0.0001	0.0100	0.3300	1.3122	-0.0714	0.0137	1.4543	1.1701	0.2684	-2.3461	-1.0801	-0.5768	0.2451	-0.2196	-2.3473
165.0000	45.6731	-0.0001	0.0100	0.3240	1.2729	-0.0852	0.0186	1.4424	1.1035	0.3468	-0.4898	-1.6369	-1.6600	0.4054	0.1917	-2.0080
165.0500	45.6893	-0.0001	0.0100	0.3300	1.3273	-0.0758	-0.0032	1.4781	1.1765	-0.5629	0.1116	0.5024	-0.8964	0.4199	-0.7092	-2.5406
165.1000	45.7058	-0.0001	0.0100	0.3240	1.4306	-0.0862	-0.0322	1.6021	1.2591	1.4206	-0.2307	-1.3530	0.2135	-0.3618	-0.3028	-3.1060
165.1500	45.7220	-0.0001	0.0100	0.3280	1.2614	-0.0942	-0.0382	1.4489	1.0740	-0.3739	0.2587	0.9288	-1.9797	0.0898	0.6127	-2.3662
165.2000	45.7384	-0.0001	0.0100	0.3240	1.3653	-0.0681	-0.0120	1.5008	1.2298	-3.7844	-1.8023	1.5925	0.6930	0.9929	-0.2783	-2.3851
165.2500	45.7546	-0.0001	0.0100	0.3300	1.3975	-0.1109	0.0197	1.6182	1.1769	-3.3670	-0.7016	-0.0753	-1.6067	0.6530	-0.0384	-3.3511
165.3000	45.7711	-0.0001	0.0100	0.3240	1.3522	-0.0183	-0.0770	1.3887	1.3157	1.1852	1.4251	-0.2808	0.9860	-0.4783	-0.1804	-2.2201
165.3500	45.7873	-0.0001	0.0100	0.3300	1.3553	-0.1007	-0.0977	1.5558	1.1549	0.3789	0.6416	-0.9418	0.2934	0.4831	0.9065	-2.3050
165.4000	45.8038	-0.0001	0.0100	0.3240	1.3351	-0.1172	-0.0464	1.5683	1.1019	-2.6428	-0.4007	0.1654	-1.4026	0.5170	0.0498	-2.3050
165.4500	45.8200	-0.0001	0.0100	0.3300	1.3481	-0.0022	0.0214	1.3526	1.3437	-3.0280	-3.0297	-0.6870	-0.1061	0.0704	0.0938	-3.1296
165.5000	45.8365	-0.0001	0.0100	0.3240	1.3956	-0.0744	0.0361	1.5436	1.2475	-2.5393	-0.5935	-0.9242	-2.0863	0.2694	0.4022	-2.0599
165.5500	45.8527	-0.0001	0.0100	0.3300	1.3491	-0.0744	0.0170	1.4973	1.2010	-0.4666	2.3171	1.5833	0.0626	0.4151	-0.1265	-2.0976
165.6000	45.8692	-0.0001	0.0100	0.3240	1.3859	-0.0912	0.0170	1.5674	1.2043	0.0899	0.3656	-0.7082	1.6697	0.1433	-0.0188	-2.6113
165.6500	45.8854	-0.0001	0.0100	0.3300	1.3071	-0.1252	0.0225	1.5564	1.0579	1.4314	-1.0299	-0.7084	0.0181	0.4880	-0.4301	-2.3426
165.7000	45.9019	-0.0001	0.0100	0.3260	1.3394	-0.0889	0.0536	1.5162	1.1626	-0.4524	0.6053	0.1747	-0.4879	0.0073	-0.1314	-2.7573
165.7500	45.9182	-0.0001	0.0100	0.3280	1.3277	-0.0859	0.0012	1.4987	1.1567	-0.0956	-0.3701	-0.3665	-1.7577	-0.3861	-0.3909	-2.4935
165.8000	45.9346	-0.0001	0.0100	0.3260	1.2504	-0.1054	-0.0305	1.4602	1.0405	-0.7698	-0.8298	-0.2581	0.6397	0.5170	-0.3371	-3.0447
165.8500	45.9509	-0.0001	0.0100	0.3300	1.3561	-0.0493	-0.0376	1.4542	1.2581	-1.8543	0.8520	0.8397	1.1281	0.6482	-0.6357	-2.2437
165.9000	45.9674	-0.0001	0.0100	0.3240	1.3617	-0.0704	-0.0196	1.5019	1.2216	-1.8615	-0.6628	0.3846	1.4921	-0.0947	-0.5671	-2.8704
165.9500	45.9836	-0.0001	0.0100	0.3300	1.3501	-0.1456	0.0459	1.6398	1.0604	0.1970	1.7483	0.0945	-1.0384	0.8375	0.3483	-3.0966
166.0000	46.0001	-0.0001	0.0100	0.3240	1.2919	-0.0567	0.0028	1.4047	1.1792	0.6429	-0.6659	-1.5858	-0.3193	0.2840	-0.4252	-2.6160
166.0500	46.0163	-0.0001	0.0100	0.3300	1.3336	-0.1353	0.0208	1.6029	1.0644	-1.1765	0.1163	1.1817	-0.7632	0.5754	-0.5280	-2.1070
