# Wigley hull sinkage from figure 10 in Beguin, Mashcon 2013,
#VMODEL [m/s],	Fr[-],	Sinkage[m]
0.24760,	0.04998,   0.000213152431791
0.40440,	0.08164,   0.000602387307236
0.56120,	0.11329,   0.000861877224199
0.71800,	0.14494,   0.001139902135231
0.87480,	0.17660,   0.002214931791222
1.03150,	0.20823,   0.004318653618031
1.18830,	0.23988,   0.006098013048636
